genes,logFC,logCPM,PValue,FDR,,,,,,
YALI1_D21702g,0.010573932,8.249460962,0.842112678,0.889572612,,,,,,
YALI1_D22997g,-0.046880371,2.082301848,0.84300542,0.890388305,,,,,,
YALI1_F23270g,-0.011171115,6.965884272,0.84331348,0.890475467,,,,,,
YALI1_E16649g,0.009497093,9.766826306,0.843329102,0.890475467,,,,,,
YALI1_E40782g,0.014626049,5.786578015,0.843700994,0.890740792,,,,,,
YALI1_E36900g,0.00944944,6.537129404,0.844543517,0.891502841,,,,,,
YALI1_F39645g,-0.011484416,6.661705768,0.84563278,0.892525093,,,,,,
YALI1_F15695g,0.026748815,1.619046039,0.845887065,0.8926659,,,,,,
YALI1_A04795g,0.02955492,1.777016384,0.846469317,0.893128537,,,,,,
YALI1_F08544g,-0.02118617,3.583964312,0.846567334,0.893128537,,,,,,
YALI1_C04401g,-0.009752835,8.048346899,0.847504463,0.893989496,,,,,,
YALI1_D34061g,-0.015966803,3.922341857,0.847972834,0.894317152,,,,,,
YALI1_D25370g,-0.009758892,6.111173482,0.84805728,0.894317152,,,,,,
YALI1_F03356g,0.011078979,6.329191317,0.848231342,0.894360379,,,,,,
YALI1_E24618g,-0.011132588,6.170319165,0.848340482,0.894360379,,,,,,
YALI1_F03428g,0.010821445,7.054594217,0.848504083,0.894395485,,,,,,
YALI1_D12790g,-0.011726989,5.76913535,0.848643575,0.894395485,,,,,,
YALI1_D28404g,-0.014372409,5.324854554,0.84873711,0.894395485,,,,,,
YALI1_E27339g,-0.010076559,5.837057978,0.848950968,0.894493208,,,,,,
YALI1_B27723g,0.027523171,4.908346324,0.849204705,0.894632917,,,,,,
YALI1_E21203g,-0.00908411,6.005277687,0.849470263,0.894785036,,,,,,
YALI1_E02438g,0.010435903,5.297336033,0.850088867,0.89530894,,,,,,
YALI1_C18380g,-0.024009195,3.651835786,0.851251142,0.896405203,,,,,,
YALI1_E34222g,0.010048098,7.606923911,0.851829172,0.896886004,,,,,,
YALI1_F24413g,-0.022822589,3.528054476,0.851960351,0.89689625,,,,,,
YALI1_C16485g,0.009518071,7.315061523,0.852791907,0.897643705,,,,,,
YALI1_D18130g,-0.009017278,6.856294491,0.853278406,0.898027793,,,,,,
YALI1_F28144g,0.013295834,5.142797783,0.854332831,0.899009399,,,,,,
YALI1_F36059g,-0.013732384,4.410635455,0.855016818,0.899426093,,,,,,
YALI1_D29419g,0.009001155,6.899540773,0.855029365,0.899426093,,,,,,
YALI1_C04818g,-0.016960016,5.892760479,0.855094191,0.899426093,,,,,,
YALI1_E26872g,0.00866805,6.234047271,0.856049409,0.900302604,,,,,,
YALI1_D25208g,-0.011729432,5.462229112,0.856195083,0.900310502,,,,,,
YALI1_E22988g,0.011488823,5.601575412,0.856300741,0.900310502,,,,,,
YALI1_A09919t,0.055123475,0.604219712,0.856567967,0.900463265,,,,,,
YALI1_C26580g,0.009941016,5.165465044,0.856909179,0.90069375,,,,,,
YALI1_F35868g,-0.196679473,10.04491411,0.857461053,0.901142587,,,,,,
YALI1_E15555g,0.011074317,6.222539015,0.857580244,0.901142587,,,,,,
YALI1_F21778g,0.008256803,5.899258935,0.858209526,0.901675537,,,,,,
YALI1_F21322g,-0.01077582,5.85479998,0.858800055,0.902167626,,,,,,
YALI1_A08856g,0.012451244,4.995964204,0.859189246,0.902448099,,,,,,
YALI1_B07852g,-0.009393468,6.825203269,0.860127626,0.90318383,,,,,,
YALI1_F06578g,0.014953342,3.599581999,0.860134309,0.90318383,,,,,,
YALI1_F01291g,0.010296602,7.82531579,0.861173488,0.904146461,,,,,,
YALI1_E29719g,-0.009296698,6.677803023,0.861669487,0.904538615,,,,,,
YALI1_F11956g,0.008290272,6.171143049,0.861872823,0.904623479,,,,,,
YALI1_F10616g,-0.016202196,4.027174797,0.862067352,0.904699076,,,,,,
YALI1_F14656g,0.040850451,1.154578208,0.86230527,0.904820179,,,,,,
YALI1_F24615g,0.033067435,1.446135051,0.862724397,0.905131364,,,,,,
YALI1_F10115g,0.011250848,7.459934689,0.863317705,0.905625178,,,,,,
YALI1_E35280g,-0.010046989,6.160578674,0.864306502,0.906352594,,,,,,
YALI1_E37198g,0.011633336,6.110696432,0.864474288,0.906352594,,,,,,
YALI1_B15301g,-0.017397594,4.182488041,0.864487305,0.906352594,,,,,,
YALI1_F19140g,0.008938453,5.408975868,0.864502055,0.906352594,,,,,,
YALI1_B00977g,0.011945253,6.848514421,0.864859824,0.906598978,,,,,,
YALI1_F34712g,-0.012516395,4.599081051,0.86507898,0.90670001,,,,,,
YALI1_E36847g,-0.0092653,7.077793598,0.865767047,0.907292414,,,,,,
YALI1_C03246g,0.008817423,5.396572901,0.866284792,0.907706184,,,,,,
YALI1_B26451g,-0.008408998,6.665640537,0.866714777,0.907892382,,,,,,
YALI1_D15296g,0.00893943,6.958316238,0.866730745,0.907892382,,,,,,
YALI1_F37097g,-0.028190353,2.349214928,0.866891851,0.907892382,,,,,,
YALI1_C32558g,0.070370409,-0.457717503,0.866954242,0.907892382,,,,,,
YALI1_B00539g,0.008536124,5.774796863,0.867176233,0.907996098,,,,,,
YALI1_F24517g,-0.048687538,0.089637381,0.86766103,0.908374923,,,,,,
YALI1_C13817g,-0.007973442,7.598226947,0.86839888,0.909013129,,,,,,
YALI1_C08548g,0.008643475,6.839290175,0.868516809,0.909013129,,,,,,
YALI1_C29628g,0.031948794,0.880500393,0.868642975,0.909016349,,,,,,
YALI1_B19276g,0.007516054,8.250899492,0.86907176,0.909336207,,,,,,
YALI1_B07043g,0.040778071,0.719419611,0.869379953,0.909482972,,,,,,
YALI1_D33735g,-0.010655953,5.382756395,0.869529008,0.909482972,,,,,,
YALI1_E05907g,-0.009012242,8.154250128,0.869581485,0.909482972,,,,,,
YALI1_C11271g,-0.007990403,7.18942961,0.869843059,0.909532311,,,,,,
YALI1_D28383g,-0.040997644,0.167297113,0.869874978,0.909532311,,,,,,
YALI1_F28467g,-0.00786852,6.807949113,0.870233054,0.909777903,,,,,,
YALI1_C09415g,0.007984467,5.702647885,0.870845703,0.910234843,,,,,,
YALI1_E39618g,-0.008501973,6.507781753,0.870916642,0.910234843,,,,,,
YALI1_E22543g,0.013557783,5.488456491,0.871048345,0.910243672,,,,,,
YALI1_D31274g,-0.008860554,6.880771282,0.871435759,0.910519677,,,,,,
YALI1_B29446g,-0.00821331,7.380467854,0.872211776,0.911089639,,,,,,
YALI1_E12402g,-0.008642897,6.950420804,0.872320793,0.911089639,,,,,,
YALI1_E29611g,0.010532548,5.3050636,0.872351366,0.911089639,,,,,,
YALI1_B01011g,-0.050393319,0.879553566,0.872655322,0.91125167,,,,,,
YALI1_E04312g,-0.008935229,6.798950804,0.872753292,0.91125167,,,,,,
YALI1_D11592g,-0.009679157,6.246258861,0.873063228,0.911402287,,,,,,
YALI1_A16770g,0.008383218,7.770360027,0.873254087,0.911402287,,,,,,
YALI1_A01732g,0.023839738,2.538613663,0.873267784,0.911402287,,,,,,
YALI1_B03832g,0.044148153,0.368996996,0.874102527,0.912144575,,,,,,
YALI1_F31760g,0.00714673,9.364057868,0.87425437,0.912174134,,,,,,
YALI1_D25885g,-0.044395481,0.52440232,0.875361662,0.913200434,,,,,,
YALI1_D16709g,-0.012530011,4.83127247,0.876637498,0.914402249,,,,,,
YALI1_A15045g,-0.01889442,2.960402941,0.876821497,0.914465012,,,,,,
YALI1_E08900g,-0.014113653,5.96230655,0.877504297,0.915010479,,,,,,
YALI1_F28998g,0.012424228,6.88665118,0.877592311,0.915010479,,,,,,
YALI1_B02533g,-0.008305743,5.182675218,0.878182011,0.915496069,,,,,,
YALI1_F06708g,-0.008742653,7.13218305,0.878307611,0.915497771,,,,,,
YALI1_D15568g,-0.012357586,5.238472599,0.878823068,0.915905781,,,,,,
YALI1_E35181g,-0.009499763,5.339647539,0.879010396,0.915971748,,,,,,
YALI1_C16255g,0.006908329,7.257667898,0.879198064,0.916038051,,,,,,
YALI1_D33119g,0.008752966,6.324104552,0.879517801,0.916241918,,,,,,
YALI1_A02998g,-0.064532831,0.15329496,0.879753301,0.916288897,,,,,,
YALI1_F33881g,-0.020787951,3.166139265,0.879811045,0.916288897,,,,,,
YALI1_E22758g,0.013402627,5.87933629,0.88018508,0.916549185,,,,,,
YALI1_E17069g,0.01002148,6.695703755,0.8811849,0.917460945,,,,,,
YALI1_D06638g,-0.010754149,5.721927108,0.881877219,0.918052335,,,,,,
YALI1_F29670g,0.007210269,6.336114597,0.882392849,0.918459646,,,,,,
YALI1_E15321g,0.007525533,5.841808165,0.882725316,0.918676221,,,,,,
YALI1_E15398g,-0.008981201,8.96558916,0.883267997,0.919111478,,,,,,
YALI1_E40471g,-0.007366116,6.782986814,0.884795055,0.920570792,,,,,,
YALI1_F10633g,-0.008445245,7.504231603,0.885039287,0.920695187,,,,,,
YALI1_C03286g,0.058878251,-0.091680654,0.88551252,0.921057741,,,,,,
YALI1_E38329g,-0.009629964,4.98247999,0.885999175,0.921434151,,,,,,
YALI1_E28033g,-0.009927225,9.497496401,0.886548499,0.921875621,,,,,,
YALI1_F14443g,-0.045188838,1.806020996,0.886701091,0.921904485,,,,,,
YALI1_D09956g,0.008224991,6.570286294,0.887267843,0.922290994,,,,,,
YALI1_B16566g,0.032285175,0.584078088,0.887322615,0.922290994,,,,,,
YALI1_F31744g,-0.008211319,6.506930964,0.887720912,0.922575138,,,,,,
YALI1_B01644g,-0.007388934,5.654904837,0.888422784,0.923174653,,,,,,
YALI1_B12427g,-0.01331101,4.479561332,0.888953577,0.923503146,,,,,,
YALI1_F15334g,0.008921753,6.702844543,0.888989014,0.923503146,,,,,,
YALI1_F29911g,0.008137394,5.856872094,0.89037356,0.924783264,,,,,,
YALI1_A14020g,-0.022859288,1.79405939,0.890471739,0.924783264,,,,,,
YALI1_A00746g,0.009135901,7.248925413,0.891119509,0.925325868,,,,,,
YALI1_B20052g,0.007162211,7.513673337,0.891499633,0.925590439,,,,,,
YALI1_A19798g,0.027930946,1.723886054,0.891632321,0.925598073,,,,,,
YALI1_E36568g,-0.007033956,5.830918572,0.892008075,0.92583484,,,,,,
YALI1_A18671g,0.014098044,4.635283099,0.892111133,0.92583484,,,,,,
YALI1_B10751g,-0.017925789,3.274631594,0.893283416,0.926921178,,,,,,
YALI1_C33245g,-0.010637287,4.726266231,0.893480401,0.926995331,,,,,,
YALI1_E35546g,-0.028597052,1.520651637,0.893695711,0.927088471,,,,,,
YALI1_E09672g,-0.014291442,4.364000355,0.894568474,0.927863509,,,,,,
YALI1_A15879g,-0.006727544,7.295329319,0.895488172,0.928687004,,,,,,
YALI1_B11681g,0.009674821,5.644792018,0.896259257,0.929356165,,,,,,
YALI1_F16249g,0.012375034,5.658454396,0.899620544,0.93263997,,,,,,
YALI1_E03507g,-0.008018381,5.075771069,0.899678693,0.93263997,,,,,,
YALI1_A10796g,-0.024541546,1.772558807,0.900429866,0.933287658,,,,,,
YALI1_F29836g,-0.014401686,3.837468137,0.900756197,0.93349488,,,,,,
YALI1_E31154g,0.006612325,6.869867796,0.901345375,0.933974406,,,,,,
YALI1_F29317g,0.00711365,6.122996649,0.901510282,0.934014231,,,,,,
YALI1_D09142g,-0.017020894,3.655931391,0.9024447,0.934851187,,,,,,
YALI1_F05253g,-0.028356791,4.189582056,0.903066705,0.935260264,,,,,,
YALI1_E27604g,0.041675784,-0.066429907,0.903316427,0.935260264,,,,,,
YALI1_A20353g,0.012413764,4.4422374,0.90343926,0.935260264,,,,,,
YALI1_F04860g,0.05022216,-0.158222,0.903448909,0.935260264,,,,,,
YALI1_B27307g,0.008324281,6.278818728,0.903472813,0.935260264,,,,,,
YALI1_D30685g,-0.03616245,0.539703791,0.904070999,0.935723566,,,,,,
YALI1_D00232g,0.007699156,5.188600889,0.90417378,0.935723566,,,,,,
YALI1_A20760g,0.017614672,2.97198107,0.90466632,0.936102112,,,,,,
YALI1_D13574g,0.007902142,5.110734063,0.904991085,0.936306971,,,,,,
YALI1_D15865g,0.009795393,4.264640304,0.905203257,0.9363953,,,,,,
YALI1_C30205g,-0.00548439,7.798173649,0.905414814,0.936465757,,,,,,
YALI1_F17709g,0.005899663,7.455094072,0.905524979,0.936465757,,,,,,
YALI1_D17854g,-0.007736714,8.676051186,0.906385466,0.9372244,,,,,,
YALI1_E39433g,0.007484742,7.520522755,0.906556312,0.937269826,,,,,,
YALI1_A21057g,-0.005643774,6.093122409,0.906780642,0.937370526,,,,,,
YALI1_D22888g,0.0074466,5.294538415,0.907132856,0.937425739,,,,,,
YALI1_D33919g,0.010020276,4.597304091,0.907181478,0.937425739,,,,,,
YALI1_D31866g,0.007066097,7.463156744,0.907214862,0.937425739,,,,,,
YALI1_D22663g,0.006826557,5.896184086,0.90741905,0.937505552,,,,,,
YALI1_F19180g,0.005097073,6.373869448,0.907646823,0.937609705,,,,,,
YALI1_F23595g,0.006037732,6.394004283,0.90801981,0.937863818,,,,,,
YALI1_A03422g,-0.005492499,7.349127922,0.908983777,0.938728177,,,,,,
YALI1_F26726g,-0.00953162,5.135205226,0.909626192,0.939247844,,,,,,
YALI1_A11833g,-0.01803213,2.247789819,0.909741344,0.939247844,,,,,,
YALI1_D23142g,-0.133698401,0.264707153,0.910157222,0.939545861,,,,,,
YALI1_B16375g,-0.010709645,3.94406887,0.910841686,0.940094386,,,,,,
YALI1_B07271g,0.008654681,8.127221672,0.911030371,0.940094386,,,,,,
YALI1_B08214g,0.005450199,6.113048524,0.911070483,0.940094386,,,,,,
YALI1_B28472g,0.023177808,0.902502608,0.911768809,0.940683523,,,,,,
YALI1_E03439g,0.005241653,8.472893362,0.913124868,0.941950992,,,,,,
YALI1_F26780g,0.047965725,-0.166420017,0.91438218,0.943116257,,,,,,
YALI1_F33426g,0.008388456,4.69312947,0.914788759,0.943403852,,,,,,
YALI1_F30416g,-0.026334455,0.139858,0.915100877,0.943593964,,,,,,
YALI1_B13041g,-0.009229406,4.168122385,0.9154378,0.943809599,,,,,,
YALI1_C25979g,-0.00651703,8.180178615,0.915741213,0.943990627,,,,,,
YALI1_E05645g,0.006603155,6.439349855,0.917013097,0.945169815,,,,,,
YALI1_B24714g,0.035952679,0.008001741,0.917566886,0.945608631,,,,,,
YALI1_B27429g,-0.020484726,1.718360428,0.917872922,0.945792037,,,,,,
YALI1_B29905g,-0.005414048,5.44945517,0.918386654,0.946189375,,,,,,
YALI1_F13017g,-0.005936783,6.942387707,0.918769598,0.946449085,,,,,,
YALI1_F33819g,0.00724598,5.774252875,0.918993308,0.946449085,,,,,,
YALI1_C31299g,0.007074997,4.962701914,0.919023208,0.946449085,,,,,,
YALI1_F37435g,-0.005622,5.52312453,0.919857189,0.94717587,,,,,,
YALI1_F09481g,0.00942727,4.069303582,0.920192011,0.947388541,,,,,,
YALI1_C19335g,0.019578861,1.913312455,0.920342534,0.947411432,,,,,,
YALI1_F01742g,0.005734042,5.797766587,0.920955326,0.947910116,,,,,,
YALI1_C06459g,0.00669628,5.056630512,0.921209529,0.948039628,,,,,,
YALI1_E25537g,-0.016561155,2.997172227,0.921932238,0.948651188,,,,,,
YALI1_E16023g,-0.008586613,4.548566255,0.922140741,0.948663565,,,,,,
YALI1_E25955g,-0.005607118,6.183992233,0.922329314,0.948663565,,,,,,
YALI1_A16642g,-0.004880954,5.576963983,0.922457558,0.948663565,,,,,,
YALI1_D21100g,0.006139954,6.117049779,0.922474904,0.948663565,,,,,,
YALI1_F39261g,-0.005471591,5.830250812,0.922586557,0.948663565,,,,,,
YALI1_D15333g,-0.004770741,6.778542292,0.922774098,0.948724309,,,,,,
YALI1_E23325g,-0.004878989,7.550667104,0.922915573,0.948737681,,,,,,
YALI1_E01019g,-0.006541026,9.641943325,0.92346947,0.949174953,,,,,,
YALI1_F32989g,-0.005312426,6.064446892,0.923663022,0.949241779,,,,,,
YALI1_F12254g,-0.006671066,5.970218491,0.923905251,0.949358602,,,,,,
YALI1_A19795g,0.007512611,4.569431239,0.924277904,0.949504337,,,,,,
YALI1_C10463g,0.005042261,7.227888258,0.924565355,0.949504337,,,,,,
YALI1_B20378g,-0.005415553,10.04358417,0.924592383,0.949504337,,,,,,
YALI1_B00525g,-0.004302388,7.10047677,0.924623063,0.949504337,,,,,,
YALI1_D26988g,-0.016999947,2.12282037,0.924689938,0.949504337,,,,,,
YALI1_E07178g,0.019100109,1.844256705,0.926636293,0.951370642,,,,,,
YALI1_C04117g,-0.005930245,5.611036897,0.927282641,0.951755212,,,,,,
YALI1_B03085g,0.021246158,2.057242677,0.927316863,0.951755212,,,,,,
YALI1_E25859g,0.004181488,6.751990506,0.927397495,0.951755212,,,,,,
YALI1_F17383g,0.004375538,6.693560013,0.929832119,0.954121189,,,,,,
YALI1_C32771g,0.004261496,6.627949282,0.930301206,0.954469909,,,,,,
YALI1_D13679g,0.006701414,4.939977347,0.93043144,0.954470925,,,,,,
YALI1_C15217g,-0.004434983,6.409648441,0.930781238,0.954697145,,,,,,
YALI1_F06236g,-0.004266451,7.956537646,0.931066269,0.954856881,,,,,,
YALI1_F15311g,-0.004553001,6.147481448,0.931604133,0.955071498,,,,,,
YALI1_D05822g,0.004716359,7.242879149,0.931657259,0.955071498,,,,,,
YALI1_E10492g,-0.005219318,7.689617782,0.931663517,0.955071498,,,,,,
YALI1_E05103g,-0.01086127,4.125277673,0.931948287,0.955230826,,,,,,
YALI1_A08875g,-0.032528004,0.078734091,0.932163503,0.955241893,,,,,,
YALI1_B21855g,-0.004398129,7.539426014,0.932217782,0.955241893,,,,,,
YALI1_A02552g,-0.007373733,4.263931886,0.932469549,0.955367317,,,,,,
YALI1_F31689g,-0.024534258,7.305694931,0.933780525,0.956577775,,,,,,
YALI1_F19811g,0.003815108,7.828836455,0.934573916,0.957155123,,,,,,
YALI1_D34573g,0.029790776,-0.321587313,0.93460333,0.957155123,,,,,,
YALI1_E01865g,0.004177883,11.8692507,0.935567106,0.957942634,,,,,,
YALI1_E17065g,0.004751056,5.192950771,0.935631715,0.957942634,,,,,,
YALI1_E26900g,-0.00517546,5.461937149,0.936085361,0.958274243,,,,,,
YALI1_F03722g,0.004682892,6.395642227,0.936799133,0.958797189,,,,,,
YALI1_F19500g,-0.004715658,6.651422685,0.936855859,0.958797189,,,,,,
YALI1_E35082g,0.005319611,8.076740884,0.937134591,0.958949557,,,,,,
YALI1_C21946g,-0.005476587,13.21612437,0.938144696,0.959829038,,,,,,
YALI1_A15373g,0.017383586,1.988538148,0.938254005,0.959829038,,,,,,
YALI1_A10619g,-0.004166273,7.98586438,0.939303782,0.960769866,,,,,,
YALI1_A22236g,0.007193853,4.14644732,0.939884424,0.961230643,,,,,,
YALI1_D21458g,0.003384734,6.24422347,0.940033656,0.961250145,,,,,,
YALI1_E06158g,-0.034511381,-0.054299289,0.940235562,0.961323498,,,,,,
YALI1_A17622g,0.003624478,6.389181337,0.940798852,0.961766269,,,,,,
YALI1_C04938g,0.008314403,3.877086446,0.941676526,0.962500974,,,,,,
YALI1_E26021g,-0.004831143,6.439853055,0.941778204,0.962500974,,,,,,
YALI1_C05507g,-0.017436234,1.964891297,0.942271541,0.962871915,,,,,,
YALI1_B07203g,0.011449045,1.989562561,0.942676111,0.963152059,,,,,,
YALI1_F04130g,0.003397032,7.19093702,0.943362898,0.963679997,,,,,,
YALI1_E32033g,0.003523286,10.08711739,0.943453809,0.963679997,,,,,,
YALI1_C30901g,0.004735815,4.909323574,0.945138503,0.965267299,,,,,,
YALI1_D06152g,-0.012099231,2.675260224,0.946216264,0.966130804,,,,,,
YALI1_F04655g,-0.007305295,4.062505336,0.946245647,0.966130804,,,,,,
YALI1_D03888g,-0.004049509,5.343786746,0.947214964,0.9669868,,,,,,
YALI1_C24660g,-0.003530385,7.694853336,0.947538164,0.967183047,,,,,,
YALI1_D29074g,0.012749709,1.45280355,0.949089492,0.968632656,,,,,,
YALI1_C19921g,0.006908753,3.09158662,0.950133054,0.969488115,,,,,,
YALI1_E08997g,-0.00319079,8.926164752,0.950190248,0.969488115,,,,,,
YALI1_F30034g,-0.037652794,4.211210762,0.951113049,0.970074679,,,,,,
YALI1_D22768g,0.005555413,4.509247665,0.951129161,0.970074679,,,,,,
YALI1_A21711g,-0.004539808,7.923573438,0.951159208,0.970074679,,,,,,
YALI1_A19965g,0.003432245,6.410285225,0.951360262,0.970145752,,,,,,
YALI1_F05089g,-0.003476324,8.588492652,0.95284256,0.971523168,,,,,,
YALI1_F22858g,0.005693595,3.90894596,0.953095465,0.971646882,,,,,,
YALI1_E23880g,0.002743571,6.696606251,0.953849366,0.972256368,,,,,,
YALI1_A21852g,-0.008655931,2.916796508,0.954032248,0.972256368,,,,,,
YALI1_D16783g,-0.00423154,6.420166496,0.954088273,0.972256368,,,,,,
YALI1_D10197g,0.002997871,7.139987311,0.955404843,0.973420311,,,,,,
YALI1_E34322g,-0.003826747,4.967892536,0.955494087,0.973420311,,,,,,
YALI1_F26039g,0.002792482,7.886424381,0.955695448,0.973491156,,,,,,
YALI1_B21966g,0.003263052,7.288790807,0.955976321,0.973530539,,,,,,
YALI1_B15072g,0.002979632,5.545754336,0.955997761,0.973530539,,,,,,
YALI1_B07598g,-0.003179616,7.697579676,0.956648548,0.974058945,,,,,,
YALI1_E24149g,0.002866558,8.094432146,0.957297847,0.97458569,,,,,,
YALI1_E08545g,-0.002831431,7.634203976,0.957613574,0.974772742,,,,,,
YALI1_C19005g,-0.003422199,6.949908396,0.958210193,0.975245628,,,,,,
YALI1_B26984g,-0.003671688,6.681236647,0.958466714,0.975336315,,,,,,
YALI1_F25984g,-0.01828368,0.867742308,0.958579034,0.975336315,,,,,,
YALI1_E10455g,-0.002869255,6.947288785,0.958695506,0.975336315,,,,,,
YALI1_D32494g,-0.002930512,5.950583253,0.959271168,0.975755964,,,,,,
YALI1_D11964g,-0.022168205,0.114508278,0.959372248,0.975755964,,,,,,
YALI1_C18162g,-0.003289194,5.374136898,0.959548649,0.97579066,,,,,,
YALI1_B05971g,0.003317062,5.75857837,0.959670625,0.97579066,,,,,,
YALI1_B00121g,-0.010417932,2.499401714,0.960077527,0.976070008,,,,,,
YALI1_D34213g,0.00293835,5.786445199,0.960680565,0.976314233,,,,,,
YALI1_D12447g,0.004452346,6.655409506,0.960745969,0.976314233,,,,,,
YALI1_E32332g,0.002557568,8.422698487,0.961056183,0.976314233,,,,,,
YALI1_E06119g,-0.003504123,5.565847963,0.961143787,0.976314233,,,,,,
YALI1_E26892g,0.004970818,4.256937418,0.961175276,0.976314233,,,,,,
YALI1_C20299g,0.015924841,0.150251852,0.961194443,0.976314233,,,,,,
YALI1_D25400g,-0.025555309,3.881187051,0.961243167,0.976314233,,,,,,
YALI1_A07290g,0.002800389,8.146428224,0.961528902,0.976458153,,,,,,
YALI1_E16194g,-0.025540284,0.167619895,0.961649309,0.976458153,,,,,,
YALI1_A18204g,0.010880465,0.924978675,0.961924366,0.976603167,,,,,,
YALI1_C04531g,0.00238915,6.734326903,0.963001104,0.977561945,,,,,,
YALI1_C13642g,0.003315687,5.760161877,0.963161214,0.977590099,,,,,,
YALI1_D04447g,-0.00489997,4.204311613,0.963635038,0.977936616,,,,,,
YALI1_C00615g,0.002339655,7.970497464,0.963913614,0.978084919,,,,,,
YALI1_D05739g,0.01632574,2.11282248,0.964077116,0.978116431,,,,,,
YALI1_B23522g,-0.007159977,3.138672023,0.964281826,0.978189737,,,,,,
YALI1_F29867g,-0.002547929,5.792805668,0.964711495,0.978478316,,,,,,
YALI1_C00550g,-0.003329957,11.53115541,0.964831293,0.978478316,,,,,,
YALI1_E25905g,-0.002960816,7.564265978,0.965170227,0.978687646,,,,,,
YALI1_E27218g,-0.003421074,7.915916138,0.965596446,0.978985414,,,,,,
YALI1_E12873g,0.02458258,0.142702144,0.966188817,0.979171547,,,,,,
YALI1_D11633g,0.003351728,4.668809159,0.966299526,0.979171547,,,,,,
YALI1_C25581g,-0.003135263,5.195518193,0.966360721,0.979171547,,,,,,
YALI1_E27113g,-0.003733371,4.612549859,0.966384296,0.979171547,,,,,,
YALI1_B11916g,0.002801839,6.324854016,0.96644298,0.979171547,,,,,,
YALI1_D35258g,-0.003993312,4.349412758,0.966813267,0.979217548,,,,,,
YALI1_B00198g,0.002165762,6.430900244,0.966823477,0.979217548,,,,,,
YALI1_B14844g,0.003769229,4.348400257,0.966886169,0.979217548,,,,,,
YALI1_F14351t,-0.007153965,2.872428803,0.967616587,0.979714305,,,,,,
YALI1_B06514g,-0.008522391,2.303598021,0.96776417,0.979714305,,,,,,
YALI1_F33587g,-0.002773886,5.608971845,0.967774659,0.979714305,,,,,,
YALI1_D08684g,-0.005838383,6.973036273,0.968340038,0.980036102,,,,,,
YALI1_E32520g,-0.002517141,5.11040609,0.96847432,0.980036102,,,,,,
YALI1_F35508g,-0.006383846,2.940319321,0.968490653,0.980036102,,,,,,
