Orthogroup	S.cerevisiae	L.starkeyi	T.caseinolytica	Y.lipo-CLIB122
OG0003350	P36007	tr|A0A1E3PUD7|A0A1E3PUD7_LIPST		tr|Q6CE17|Q6CE17_YARLI
OG0003351	Q07376	tr|A0A1E3QD85|A0A1E3QD85_LIPST		sp|Q6CGU8|MCH1_YARLI
OG0003352	P42951		Tortispora_caseinolytica@Seq_753	tr|Q6CI19|Q6CI19_YARLI
OG0003353	P38112	tr|A0A1E3Q385|A0A1E3Q385_LIPST		tr|Q6CHU3|Q6CHU3_YARLI
OG0003354	P39731	tr|A0A1E3Q2V2|A0A1E3Q2V2_LIPST		tr|Q6C2P7|Q6C2P7_YARLI
OG0003355	Q06489	tr|A0A1E3PW92|A0A1E3PW92_LIPST		sp|Q6CGS4|MTNA_YARLI
OG0003356	P38236			tr|Q6CEA8|Q6CEA8_YARLI, tr|Q6CI98|Q6CI98_YARLI
OG0003357	P38860	tr|A0A1E3Q0T4|A0A1E3Q0T4_LIPST		tr|Q6CA99|Q6CA99_YARLI
OG0003358	P25588	tr|A0A1E3Q316|A0A1E3Q316_LIPST		tr|Q6C4L6|Q6C4L6_YARLI
OG0003359	Q05473	tr|A0A1E3Q2K9|A0A1E3Q2K9_LIPST		tr|Q6CAV6|Q6CAV6_YARLI
OG0003360	P35719		Tortispora_caseinolytica@Seq_1037	tr|Q6C9H1|Q6C9H1_YARLI
OG0003361	P10849	tr|A0A1E3Q7Q1|A0A1E3Q7Q1_LIPST	Tortispora_caseinolytica@Seq_4303	
OG0003362	Q08229	tr|A0A1E3QBI8|A0A1E3QBI8_LIPST	Tortispora_caseinolytica@Seq_415	
OG0003363	P38205	tr|A0A1E3QFF4|A0A1E3QFF4_LIPST		tr|Q6C6S1|Q6C6S1_YARLI
OG0003364	Q03503	tr|A0A1E3Q569|A0A1E3Q569_LIPST		tr|Q6CC85|Q6CC85_YARLI
OG0003365	P15380			tr|Q6C902|Q6C902_YARLI, tr|Q6CF79|Q6CF79_YARLI
OG0003366	P38781, Q06639	tr|A0A1E3Q782|A0A1E3Q782_LIPST		
OG0003367	Q12108	tr|A0A1E3Q5A9|A0A1E3Q5A9_LIPST		sp|Q6CB30|RTC5_YARLI
OG0003368	Q05900	tr|A0A1E3Q946|A0A1E3Q946_LIPST	Tortispora_caseinolytica@Seq_3030	
OG0003369	P40161	tr|A0A1E3Q6A6|A0A1E3Q6A6_LIPST		sp|Q6CHJ8|RT106_YARLI
OG0003370	P38701		Tortispora_caseinolytica@Seq_3686	tr|Q6C569|Q6C569_YARLI
OG0003371	P40018	tr|A0A1E3Q7C1|A0A1E3Q7C1_LIPST		tr|Q6C948|Q6C948_YARLI
OG0003372	Q05543	tr|A0A1E3PY96|A0A1E3PY96_LIPST		tr|Q6C3P3|Q6C3P3_YARLI
OG0003373	P28778		Tortispora_caseinolytica@Seq_1646	tr|Q6C7J8|Q6C7J8_YARLI
OG0003374	P04456	tr|A0A1E3Q6J1|A0A1E3Q6J1_LIPST		tr|Q6C0E1|Q6C0E1_YARLI
OG0003375	P40571	tr|A0A1E3QGU0|A0A1E3QGU0_LIPST		tr|Q6CEN4|Q6CEN4_YARLI
OG0003376	P05747	tr|A0A1E3QGJ9|A0A1E3QGJ9_LIPST		tr|Q6C2F1|Q6C2F1_YARLI
OG0003377	Q03305		Tortispora_caseinolytica@Seq_1800	sp|Q6CBX2|RMT2_YARLI
OG0003378	Q12530	tr|A0A1E3QEI1|A0A1E3QEI1_LIPST		tr|Q6C707|Q6C707_YARLI
OG0003379	P05759	tr|A0A1E3PZ45|A0A1E3PZ45_LIPST		tr|Q6C290|Q6C290_YARLI
OG0003380	P40156	tr|A0A1E3PZN3|A0A1E3PZN3_LIPST	Tortispora_caseinolytica@Seq_3388	
OG0003381	P23796	tr|A0A1E3Q9I4|A0A1E3Q9I4_LIPST		tr|Q6C510|Q6C510_YARLI
OG0003382	P20433	tr|A0A1E3QB30|A0A1E3QB30_LIPST		tr|Q6CC37|Q6CC37_YARLI
OG0003383	P50086	tr|A0A1E3Q4F6|A0A1E3Q4F6_LIPST		tr|Q6CDE2|Q6CDE2_YARLI
OG0003384	P38741	tr|A0A1E3QB52|A0A1E3QB52_LIPST		tr|Q6C5M1|Q6C5M1_YARLI
OG0003385	P49960	tr|A0A1E3Q348|A0A1E3Q348_LIPST		tr|Q6C378|Q6C378_YARLI
OG0003386	P07274	tr|A0A1E3Q6T2|A0A1E3Q6T2_LIPST		tr|W0TYP0|W0TYP0_YARLI
OG0003387	P33299	tr|A0A1E3PWX4|A0A1E3PWX4_LIPST		tr|Q6C9G4|Q6C9G4_YARLI
OG0003388	P33411	tr|A0A1E3PWA4|A0A1E3PWA4_LIPST		tr|Q6C1J2|Q6C1J2_YARLI
OG0003389	P40422	tr|A0A1E3Q1V2|A0A1E3Q1V2_LIPST		tr|Q6CBC5|Q6CBC5_YARLI
OG0003390	P32529		Tortispora_caseinolytica@Seq_127	tr|Q6CHJ6|Q6CHJ6_YARLI
OG0003391	P25348	tr|A0A1E3QBX8|A0A1E3QBX8_LIPST		tr|Q6CB87|Q6CB87_YARLI
OG0003392	Q04598	tr|A0A1E3Q0N8|A0A1E3Q0N8_LIPST		tr|Q6C9A1|Q6C9A1_YARLI
OG0003393	P20084	tr|A0A1E3Q6A8|A0A1E3Q6A8_LIPST		tr|Q6CCK1|Q6CCK1_YARLI
OG0003394	P22139		Tortispora_caseinolytica@Seq_4205	tr|B5FVB1|B5FVB1_YARLI
OG0003395	P53196	tr|A0A1E3QEY3|A0A1E3QEY3_LIPST	Tortispora_caseinolytica@Seq_231	
OG0003396	Q08285	tr|A0A1E3QCN8|A0A1E3QCN8_LIPST		tr|Q6C3P8|Q6C3P8_YARLI
OG0003397	P13433	tr|A0A1E3Q3C6|A0A1E3Q3C6_LIPST		tr|Q6CH64|Q6CH64_YARLI
OG0003398	Q04031	tr|A0A1E3Q3Y6|A0A1E3Q3Y6_LIPST		tr|Q6CD25|Q6CD25_YARLI
OG0003399	P43607	tr|A0A1E3PVH1|A0A1E3PVH1_LIPST		tr|Q6C0H2|Q6C0H2_YARLI
OG0003400	Q08873	tr|A0A1E3QCY0|A0A1E3QCY0_LIPST		tr|Q6C3T6|Q6C3T6_YARLI
OG0003401	P19955	tr|A0A1E3QFL1|A0A1E3QFL1_LIPST		tr|B5FVG5|B5FVG5_YARLI
OG0003402	P38429	tr|A0A1E3PZ75|A0A1E3PZ75_LIPST		tr|Q6C130|Q6C130_YARLI
OG0003403	Q04002	tr|A0A1E3QGR2|A0A1E3QGR2_LIPST		tr|Q6CGZ4|Q6CGZ4_YARLI
OG0003404	P53870	tr|A0A1E3QDH9|A0A1E3QDH9_LIPST		tr|Q6CC19|Q6CC19_YARLI
OG0003405	Q12523	tr|A0A1E3Q9Q1|A0A1E3Q9Q1_LIPST		tr|Q6BZP8|Q6BZP8_YARLI
OG0003406	Q02754	tr|A0A1E3QF11|A0A1E3QF11_LIPST		tr|Q6C2W8|Q6C2W8_YARLI
OG0003407	P34248	tr|A0A1E3Q8X8|A0A1E3Q8X8_LIPST		tr|Q6CD08|Q6CD08_YARLI
OG0003408	P53110		Tortispora_caseinolytica@Seq_3786	tr|Q6CDA7|Q6CDA7_YARLI
OG0003409	Q3E747	tr|A0A1E3QE43|A0A1E3QE43_LIPST		tr|B5RSM5|B5RSM5_YARLI
OG0003410	Q06170	tr|A0A1E3QG98|A0A1E3QG98_LIPST		tr|Q6CCV5|Q6CCV5_YARLI
OG0003411	Q12015	tr|A0A1E3Q5K0|A0A1E3Q5K0_LIPST		tr|Q6C2G8|Q6C2G8_YARLI
OG0003412	P38750	tr|A0A1E3QCR2|A0A1E3QCR2_LIPST		tr|Q6C632|Q6C632_YARLI
OG0003413	Q04471	tr|A0A1E3PZK4|A0A1E3PZK4_LIPST	Tortispora_caseinolytica@Seq_1186	
OG0003414	P53921	tr|A0A1E3QGG1|A0A1E3QGG1_LIPST		tr|Q6BZR1|Q6BZR1_YARLI
OG0003415	Q12040	tr|A0A1E3QFR9|A0A1E3QFR9_LIPST		tr|Q6C8W1|Q6C8W1_YARLI
OG0003416	Q02961	tr|A0A1E3Q0C9|A0A1E3Q0C9_LIPST		tr|Q6C5A6|Q6C5A6_YARLI
OG0003417	P10356		Tortispora_caseinolytica@Seq_2085	tr|Q6C6L9|Q6C6L9_YARLI
OG0003418	Q07895	tr|A0A1E3Q9C6|A0A1E3Q9C6_LIPST		tr|Q6CFD5|Q6CFD5_YARLI
OG0003419	P37263	tr|A0A1E3QAK0|A0A1E3QAK0_LIPST		tr|Q6C8Y5|Q6C8Y5_YARLI
OG0003420	P53336, Q04867			tr|Q6C565|Q6C565_YARLI
OG0003421	Q04018	tr|A0A1E3Q8Z2|A0A1E3Q8Z2_LIPST		tr|Q6CCD3|Q6CCD3_YARLI
OG0003422	P53049		Tortispora_caseinolytica@Seq_4421	tr|Q6C7Z1|Q6C7Z1_YARLI
OG0003423	P39992	tr|A0A1E3Q785|A0A1E3Q785_LIPST		tr|Q6CI03|Q6CI03_YARLI
OG0003424	Q06070	tr|A0A1E3PXW0|A0A1E3PXW0_LIPST		tr|Q6CEZ9|Q6CEZ9_YARLI
OG0003425	P01123	tr|A0A1E3Q4J8|A0A1E3Q4J8_LIPST		tr|Q6C9V1|Q6C9V1_YARLI
OG0003426	P39959	tr|A0A1E3Q7I2|A0A1E3Q7I2_LIPST		tr|F2Z5Y0|F2Z5Y0_YARLI
OG0003427	P36119	tr|A0A1E3QF97|A0A1E3QF97_LIPST		tr|Q6C5G2|Q6C5G2_YARLI
OG0003428	Q08816	tr|A0A1E3QEQ5|A0A1E3QEQ5_LIPST		tr|Q6C8M1|Q6C8M1_YARLI
OG0003429	Q07629	tr|A0A1E3QBB2|A0A1E3QBB2_LIPST		tr|Q6CD20|Q6CD20_YARLI
OG0003430	P47014	tr|A0A1E3QDD2|A0A1E3QDD2_LIPST		tr|Q6CEF9|Q6CEF9_YARLI
OG0003431	Q05863	tr|A0A1E3QGY2|A0A1E3QGY2_LIPST		tr|Q6CG38|Q6CG38_YARLI
OG0003432	Q04461	tr|A0A1E3PZI2|A0A1E3PZI2_LIPST, tr|A0A1E3QEG7|A0A1E3QEG7_LIPST		
OG0003433	P38070	tr|A0A1E3PYS3|A0A1E3PYS3_LIPST		tr|Q6CBU3|Q6CBU3_YARLI
OG0003434	Q02606	tr|A0A1E3PYN7|A0A1E3PYN7_LIPST		tr|Q6C6G4|Q6C6G4_YARLI
OG0003435	P0C5R9	tr|A0A1E3Q9M7|A0A1E3Q9M7_LIPST	Tortispora_caseinolytica@Seq_3347	
OG0003436	P38374	tr|A0A1E3Q0P8|A0A1E3Q0P8_LIPST	Tortispora_caseinolytica@Seq_2687	
OG0003437	Q12324	tr|A0A1E3QG45|A0A1E3QG45_LIPST		tr|Q6C4S0|Q6C4S0_YARLI
OG0003438	P53265		Tortispora_caseinolytica@Seq_4478	sp|P41929|LYC1_YARLI
OG0003439	Q3E756	tr|A0A1E3Q0T2|A0A1E3Q0T2_LIPST		tr|Q6CG54|Q6CG54_YARLI
OG0003440	P43590	tr|A0A1E3QGD0|A0A1E3QGD0_LIPST		tr|Q6C610|Q6C610_YARLI
OG0003441	P36087	tr|A0A1E3Q4E7|A0A1E3Q4E7_LIPST		tr|Q6C0F7|Q6C0F7_YARLI
OG0003442	P40892			tr|Q6CF14|Q6CF14_YARLI, tr|Q6CGX8|Q6CGX8_YARLI
OG0003443	P53962	tr|A0A1E3QAC1|A0A1E3QAC1_LIPST		tr|Q6C5B8|Q6C5B8_YARLI
OG0003444	Q06152	tr|A0A1E3QGA5|A0A1E3QGA5_LIPST	Tortispora_caseinolytica@Seq_232	
OG0003445	Q06409	tr|A0A1E3Q457|A0A1E3Q457_LIPST		tr|Q6CDN9|Q6CDN9_YARLI
OG0003446	P40586	tr|A0A1E3Q9X3|A0A1E3Q9X3_LIPST		tr|Q6CG15|Q6CG15_YARLI
OG0003447	P40004	tr|A0A1E3PZZ0|A0A1E3PZZ0_LIPST		tr|Q6C4S4|Q6C4S4_YARLI
OG0003448	P40071	tr|A0A1E3Q7U7|A0A1E3Q7U7_LIPST	Tortispora_caseinolytica@Seq_3452	
OG0003449	P38793	tr|A0A1E3QBL0|A0A1E3QBL0_LIPST		sp|Q6CA67|TRM5_YARLI
OG0003450	P46970	tr|A0A1E3PV79|A0A1E3PV79_LIPST		tr|Q6C5P6|Q6C5P6_YARLI
OG0003451	P38340		Tortispora_caseinolytica@Seq_4434	tr|Q6CI87|Q6CI87_YARLI
OG0003452	P14743	tr|A0A1E3QE13|A0A1E3QE13_LIPST		sp|Q6C7G2|NMT_YARLI
OG0003453	P53253	tr|A0A1E3Q7T8|A0A1E3Q7T8_LIPST	Tortispora_caseinolytica@Seq_242	
OG0003454	P40078	tr|A0A1E3QD67|A0A1E3QD67_LIPST		sp|Q6C6D1|NSA2_YARLI
OG0003455	Q08972	tr|A0A1E3Q0Z2|A0A1E3Q0Z2_LIPST		tr|Q6CFS2|Q6CFS2_YARLI
OG0003456	Q03435	tr|A0A1E3Q728|A0A1E3Q728_LIPST		tr|Q6C8P7|Q6C8P7_YARLI
OG0003457	Q08193	tr|A0A1E3PVQ3|A0A1E3PVQ3_LIPST		tr|Q6CA92|Q6CA92_YARLI
OG0003458	P0CH63, P0CH64	tr|A0A1E3Q9Y0|A0A1E3Q9Y0_LIPST		
OG0003459	Q99321	tr|A0A1E3Q4W4|A0A1E3Q4W4_LIPST		tr|Q6CHV1|Q6CHV1_YARLI
OG0003460	Q12468	tr|A0A1E3PYC6|A0A1E3PYC6_LIPST		sp|Q6C703|CSN5_YARLI
OG0003461	P49956	tr|A0A1E3QDW3|A0A1E3QDW3_LIPST		tr|Q6C7Z4|Q6C7Z4_YARLI
OG0003462	Q04935		Tortispora_caseinolytica@Seq_3586	tr|Q6CCH4|Q6CCH4_YARLI
OG0003463	Q07560	tr|A0A1E3QFP9|A0A1E3QFP9_LIPST		tr|Q6C0K8|Q6C0K8_YARLI
OG0003464	Q03048	tr|A0A1E3QE30|A0A1E3QE30_LIPST		sp|Q6C0Y0|COFI_YARLI
OG0003465	P47081		Tortispora_caseinolytica@Seq_804	sp|Q6CCF6|COX16_YARLI
OG0003466	P04039	tr|A0A1E3PZQ4|A0A1E3PZQ4_LIPST		tr|Q6C2Y3|Q6C2Y3_YARLI
OG0003467	Q3E7A4		Tortispora_caseinolytica@Seq_2283	tr|Q6C0R6|Q6C0R6_YARLI
OG0003468	P07255	tr|A0A1E3QAN2|A0A1E3QAN2_LIPST		tr|B5RSK7|B5RSK7_YARLI
OG0003469	P32601	tr|A0A1E3PZI9|A0A1E3PZI9_LIPST		tr|Q6C6N2|Q6C6N2_YARLI
OG0003470	P10174		Tortispora_caseinolytica@Seq_1279	tr|B5FVH7|B5FVH7_YARLI
OG0003471	P39112	tr|A0A1E3QDA3|A0A1E3QDA3_LIPST		tr|Q6CBW1|Q6CBW1_YARLI
OG0003472	P38794	tr|A0A1E3QC74|A0A1E3QC74_LIPST		tr|Q6C546|Q6C546_YARLI
OG0003473	P46988	tr|A0A1E3Q373|A0A1E3Q373_LIPST		tr|Q6CBT0|Q6CBT0_YARLI
OG0003474	P32452	tr|A0A1E3Q5K1|A0A1E3Q5K1_LIPST		tr|Q6CEA0|Q6CEA0_YARLI
OG0003475	Q00618	tr|A0A1E3QGB8|A0A1E3QGB8_LIPST		tr|Q6C601|Q6C601_YARLI
OG0003476	P50085	tr|A0A1E3Q7R5|A0A1E3Q7R5_LIPST		tr|Q6CDX4|Q6CDX4_YARLI
OG0003477	P07269	tr|A0A1E3QCZ2|A0A1E3QCZ2_LIPST		sp|Q99160|HOY1_YARLI
OG0003478	Q3E833	tr|A0A1E3Q0Q3|A0A1E3Q0Q3_LIPST		tr|B5RSL9|B5RSL9_YARLI
OG0003479	Q12524	tr|A0A1E3Q7M8|A0A1E3Q7M8_LIPST		tr|Q6C0C1|Q6C0C1_YARLI
OG0003480	P38747	tr|A0A1E3Q0L3|A0A1E3Q0L3_LIPST		tr|Q6CBC7|Q6CBC7_YARLI
OG0003481	P39937	tr|A0A1E3PWT0|A0A1E3PWT0_LIPST		tr|Q6CGQ1|Q6CGQ1_YARLI
OG0003482	P32567	tr|A0A1E3Q0X2|A0A1E3Q0X2_LIPST		tr|Q6C7L9|Q6C7L9_YARLI
OG0003483	P21957		Tortispora_caseinolytica@Seq_3544	tr|Q6CBW9|Q6CBW9_YARLI
OG0003484	P46964	tr|A0A1E3PYY8|A0A1E3PYY8_LIPST		tr|Q6C6K8|Q6C6K8_YARLI
OG0003485	P39952	tr|A0A1E3PW74|A0A1E3PW74_LIPST		tr|Q6BZP4|Q6BZP4_YARLI
OG0003486	P00950		Tortispora_caseinolytica@Seq_947	tr|Q6CFX7|Q6CFX7_YARLI
OG0003487	P38208	tr|A0A1E3Q974|A0A1E3Q974_LIPST		tr|B5RSL3|B5RSL3_YARLI
OG0003488	Q12017	tr|A0A1E3QAZ3|A0A1E3QAZ3_LIPST		tr|Q6C987|Q6C987_YARLI
OG0003489	P36069	tr|A0A1E3PX87|A0A1E3PX87_LIPST		tr|Q6C302|Q6C302_YARLI
OG0003490	P40012	tr|A0A1E3PWT3|A0A1E3PWT3_LIPST		tr|Q6C826|Q6C826_YARLI
OG0003491	P38291	tr|A0A1E3Q7Z5|A0A1E3Q7Z5_LIPST		tr|Q6CI32|Q6CI32_YARLI
OG0003492	Q12057	tr|A0A1E3PYC8|A0A1E3PYC8_LIPST		tr|Q6C6R9|Q6C6R9_YARLI
OG0003493	P14242	tr|A0A1E3Q6H0|A0A1E3Q6H0_LIPST		tr|Q6C6B8|Q6C6B8_YARLI
OG0003494	Q08952	tr|A0A1E3QB64|A0A1E3QB64_LIPST		sp|Q6C443|OXR1_YARLI
OG0003495	P38738		Tortispora_caseinolytica@Seq_1010	tr|Q6CDH5|Q6CDH5_YARLI
OG0003496	P40368	tr|A0A1E3PWW8|A0A1E3PWW8_LIPST		tr|Q6CI34|Q6CI34_YARLI
OG0003497	P39705	tr|A0A1E3QDE3|A0A1E3QDE3_LIPST		tr|Q6CB34|Q6CB34_YARLI
OG0003498	Q12454	tr|A0A1E3Q5S9|A0A1E3Q5S9_LIPST		tr|Q6CEQ2|Q6CEQ2_YARLI
OG0003499	P38193	tr|A0A1E3Q3D0|A0A1E3Q3D0_LIPST		tr|Q6C9T9|Q6C9T9_YARLI
OG0003500	P36040	tr|A0A1E3Q9N4|A0A1E3Q9N4_LIPST		tr|Q6C524|Q6C524_YARLI
OG0003501	Q06892		Tortispora_caseinolytica@Seq_2464	tr|Q6C5H7|Q6C5H7_YARLI
OG0003502	Q12412	tr|A0A1E3Q1A2|A0A1E3Q1A2_LIPST		sp|Q6C938|PNS1_YARLI
OG0003503	Q04119		Tortispora_caseinolytica@Seq_4506	sp|Q6CEE7|PPN1_YARLI
OG0003504	P32854	tr|A0A1E3Q9R0|A0A1E3Q9R0_LIPST		tr|Q6C677|Q6C677_YARLI
OG0003505	Q12462		Tortispora_caseinolytica@Seq_2791	tr|Q6CD37|Q6CD37_YARLI
OG0003506	Q03880	tr|A0A1E3QDL9|A0A1E3QDL9_LIPST		tr|B5RSM4|B5RSM4_YARLI
OG0003507	P38698	tr|A0A1E3Q4J3|A0A1E3Q4J3_LIPST	Tortispora_caseinolytica@Seq_1693	
OG0003508	Q00362	tr|A0A1E3QHG1|A0A1E3QHG1_LIPST	Tortispora_caseinolytica@Seq_1658	
OG0003509	P12904	tr|A0A1E3QFB8|A0A1E3QFB8_LIPST	Tortispora_caseinolytica@Seq_2892	
OG0003510	P35181	tr|A0A1E3Q346|A0A1E3Q346_LIPST	Tortispora_caseinolytica@Seq_123	
OG0003511	P37302	tr|A0A1E3QGT0|A0A1E3QGT0_LIPST		tr|Q6CDU2|Q6CDU2_YARLI
OG0003512	P38285		Tortispora_caseinolytica@Seq_3516	sp|Q6C725|AMN1_YARLI
OG0003513	P36090	tr|A0A1E3QA85|A0A1E3QA85_LIPST	Tortispora_caseinolytica@Seq_1670	
OG0003514	Q12157	tr|A0A1E3QCY8|A0A1E3QCY8_LIPST		tr|Q6C1E3|Q6C1E3_YARLI
OG0003515	P38090		Tortispora_caseinolytica@Seq_2407	tr|Q6CCP6|Q6CCP6_YARLI
OG0003516	Q99222	tr|A0A1E3PX88|A0A1E3PX88_LIPST		tr|Q6CGA4|Q6CGA4_YARLI
OG0003517	P25371	tr|A0A1E3QBA7|A0A1E3QBA7_LIPST	Tortispora_caseinolytica@Seq_3726	
OG0003518	P36154	tr|A0A1E3PV52|A0A1E3PV52_LIPST		tr|Q6C2I7|Q6C2I7_YARLI
OG0003519	P38179	tr|A0A1E3Q1Z2|A0A1E3Q1Z2_LIPST		tr|Q6C774|Q6C774_YARLI
OG0003520	Q99186	tr|A0A1E3QAS6|A0A1E3QAS6_LIPST		tr|Q6CC50|Q6CC50_YARLI
OG0003521	P53730	tr|A0A1E3Q441|A0A1E3Q441_LIPST		tr|Q6CDA1|Q6CDA1_YARLI
OG0003522	P52923	tr|A0A1E3PX93|A0A1E3PX93_LIPST, tr|A0A1E3QEY4|A0A1E3QEY4_LIPST		
OG0003523	P40053	tr|A0A1E3Q5E0|A0A1E3Q5E0_LIPST		sp|Q6C8T3|AIM9_YARLI
OG0003524	P42884	tr|A0A1E3Q0T1|A0A1E3Q0T1_LIPST, tr|A0A1E3Q1N1|A0A1E3Q1N1_LIPST		
OG0003525	Q07528	tr|A0A1E3Q122|A0A1E3Q122_LIPST		sp|Q6C9X0|SNX41_YARLI
OG0003526	P22768	tr|A0A1E3Q450|A0A1E3Q450_LIPST	Tortispora_caseinolytica@Seq_4579	
OG0003527	Q12380	tr|A0A1E3PYL3|A0A1E3PYL3_LIPST		sp|Q6C4Q6|ATG5_YARLI
OG0003528	P40994	tr|A0A1E3PW46|A0A1E3PW46_LIPST		tr|Q6CBX8|Q6CBX8_YARLI
OG0003529	Q12527	tr|A0A1E3Q4X9|A0A1E3Q4X9_LIPST		sp|Q6CFR0|ATG11_YARLI
OG0003530	P25502		Tortispora_caseinolytica@Seq_2976	tr|Q6CFH8|Q6CFH8_YARLI
OG0003531	P38958		Tortispora_caseinolytica@Seq_3659	tr|Q6C7V7|Q6C7V7_YARLI
OG0003532	P38876	tr|A0A1E3Q7L7|A0A1E3Q7L7_LIPST	Tortispora_caseinolytica@Seq_98	
OG0003533	P38830	tr|A0A1E3Q3X8|A0A1E3Q3X8_LIPST		tr|Q6CEL3|Q6CEL3_YARLI
OG0003534	P32588	tr|A0A1E3Q229|A0A1E3Q229_LIPST		tr|Q6CCS0|Q6CCS0_YARLI
OG0003535	P09368		Tortispora_caseinolytica@Seq_2077	tr|Q6CF75|Q6CF75_YARLI
OG0003536		tr|A0A1E3Q4V2|A0A1E3Q4V2_LIPST	Tortispora_caseinolytica@Seq_1175	tr|Q6C7I1|Q6C7I1_YARLI
OG0003537		tr|A0A1E3Q381|A0A1E3Q381_LIPST	Tortispora_caseinolytica@Seq_2213	tr|Q6CF32|Q6CF32_YARLI
OG0003538		tr|A0A1E3Q3D6|A0A1E3Q3D6_LIPST	Tortispora_caseinolytica@Seq_4279	tr|Q6C1H9|Q6C1H9_YARLI
OG0003539		tr|A0A1E3Q7S4|A0A1E3Q7S4_LIPST	Tortispora_caseinolytica@Seq_2133	tr|Q6C8J7|Q6C8J7_YARLI
OG0003540		tr|A0A1E3QGN9|A0A1E3QGN9_LIPST	Tortispora_caseinolytica@Seq_2835	tr|Q6C8A7|Q6C8A7_YARLI
OG0003541		tr|A0A1E3PWP1|A0A1E3PWP1_LIPST	Tortispora_caseinolytica@Seq_2462	tr|Q6CE39|Q6CE39_YARLI
OG0003542		tr|A0A1E3QAN4|A0A1E3QAN4_LIPST	Tortispora_caseinolytica@Seq_1719	tr|Q6C850|Q6C850_YARLI
OG0003543		tr|A0A1E3Q481|A0A1E3Q481_LIPST	Tortispora_caseinolytica@Seq_338	tr|Q6C9M1|Q6C9M1_YARLI
OG0003544		tr|A0A1E3Q5N8|A0A1E3Q5N8_LIPST	Tortispora_caseinolytica@Seq_2027	tr|Q6CF42|Q6CF42_YARLI
OG0003545		tr|A0A1E3QC22|A0A1E3QC22_LIPST	Tortispora_caseinolytica@Seq_418	tr|Q6C2K9|Q6C2K9_YARLI
OG0003546		tr|A0A1E3QEI7|A0A1E3QEI7_LIPST	Tortispora_caseinolytica@Seq_1184	tr|Q6C6Z3|Q6C6Z3_YARLI
OG0003547		tr|A0A1E3QDM3|A0A1E3QDM3_LIPST	Tortispora_caseinolytica@Seq_1148	tr|Q6C270|Q6C270_YARLI
OG0003548		tr|A0A1E3QB48|A0A1E3QB48_LIPST	Tortispora_caseinolytica@Seq_3820	tr|Q6C2N0|Q6C2N0_YARLI
OG0003549		tr|A0A1E3Q2G1|A0A1E3Q2G1_LIPST	Tortispora_caseinolytica@Seq_2509	tr|Q6C2Y7|Q6C2Y7_YARLI
OG0003550		tr|A0A1E3Q210|A0A1E3Q210_LIPST	Tortispora_caseinolytica@Seq_4098	tr|Q6CF68|Q6CF68_YARLI
OG0003551		tr|A0A1E3Q743|A0A1E3Q743_LIPST	Tortispora_caseinolytica@Seq_4348	tr|Q6CB64|Q6CB64_YARLI
OG0003552		tr|A0A1E3PV41|A0A1E3PV41_LIPST	Tortispora_caseinolytica@Seq_3679	tr|Q6CA88|Q6CA88_YARLI
OG0003553		tr|A0A1E3PY14|A0A1E3PY14_LIPST	Tortispora_caseinolytica@Seq_4476	tr|Q6CAA6|Q6CAA6_YARLI
OG0003554		tr|A0A1E3Q2W8|A0A1E3Q2W8_LIPST	Tortispora_caseinolytica@Seq_946	tr|Q6C9W6|Q6C9W6_YARLI
OG0003555		tr|A0A1E3Q3Z0|A0A1E3Q3Z0_LIPST	Tortispora_caseinolytica@Seq_2820	tr|Q6CGA2|Q6CGA2_YARLI
OG0003556		tr|A0A1E3Q9S5|A0A1E3Q9S5_LIPST	Tortispora_caseinolytica@Seq_3790	tr|Q6CDB8|Q6CDB8_YARLI
OG0003557		tr|A0A1E3QH34|A0A1E3QH34_LIPST	Tortispora_caseinolytica@Seq_1661	tr|Q6C777|Q6C777_YARLI
OG0003558		tr|A0A1E3QDL5|A0A1E3QDL5_LIPST	Tortispora_caseinolytica@Seq_2992	tr|Q6C652|Q6C652_YARLI
OG0003559		tr|A0A1E3QBV5|A0A1E3QBV5_LIPST	Tortispora_caseinolytica@Seq_1468	tr|Q6CB90|Q6CB90_YARLI
OG0003560		tr|A0A1E3PZ36|A0A1E3PZ36_LIPST	Tortispora_caseinolytica@Seq_1548	tr|Q6CAJ0|Q6CAJ0_YARLI
OG0003561		tr|A0A1E3QDL1|A0A1E3QDL1_LIPST	Tortispora_caseinolytica@Seq_3396	tr|B5RSK8|B5RSK8_YARLI
OG0003562		tr|A0A1E3PWY6|A0A1E3PWY6_LIPST	Tortispora_caseinolytica@Seq_3537	tr|Q6C178|Q6C178_YARLI
OG0003563		tr|A0A1E3QEL1|A0A1E3QEL1_LIPST	Tortispora_caseinolytica@Seq_373	tr|Q6C2W0|Q6C2W0_YARLI
OG0003564		tr|A0A1E3Q7J1|A0A1E3Q7J1_LIPST	Tortispora_caseinolytica@Seq_2277	tr|Q6C289|Q6C289_YARLI
OG0003565		tr|A0A1E3Q1X7|A0A1E3Q1X7_LIPST	Tortispora_caseinolytica@Seq_1906	tr|Q6CBE5|Q6CBE5_YARLI
OG0003566		tr|A0A1E3PZ16|A0A1E3PZ16_LIPST	Tortispora_caseinolytica@Seq_3424	sp|Q6C519|SET9_YARLI
