Orthogroup	A.gossypii	K.marxianus	L.fermentati	s288c
OG0004054	tr|Q75DU2|Q75DU2_ASHGO	KMXK_0D05270	tr|A0A1G4M6E7|A0A1G4M6E7_LACFM	sp|P38882|UTP9_YEAST
OG0004055	tr|Q75ED0|Q75ED0_ASHGO	KMXK_0A06270	tr|A0A1G4M9Q4|A0A1G4M9Q4_LACFM	sp|P21339|MSB1_YEAST
OG0004056	tr|Q74ZY0|Q74ZY0_ASHGO	KMXK_0D01700	tr|A0A1G4MKA8|A0A1G4MKA8_LACFM	sp|Q04601|APC4_YEAST
OG0004057	tr|D8FGG0|D8FGG0_ASHGO	KMXK_0F02440	tr|A0A1G4MKU2|A0A1G4MKU2_LACFM	sp|Q04772|IRC21_YEAST
OG0004058	tr|Q75CZ1|Q75CZ1_ASHGO	KMXK_0H00400	tr|A0A1G4M7J1|A0A1G4M7J1_LACFM	sp|P43560|LAM5_YEAST
OG0004059	tr|Q75AA3|Q75AA3_ASHGO	KMXK_0E03760	tr|A0A1G4MHZ4|A0A1G4MHZ4_LACFM	sp|P40564|DJP1_YEAST
OG0004060	tr|Q756J9|Q756J9_ASHGO	KMXK_0G04040	tr|A0A1G4MEF7|A0A1G4MEF7_LACFM	sp|P40968|PRP17_YEAST
OG0004061	tr|Q75BP1|Q75BP1_ASHGO	KMXK_0E03040	tr|A0A1G4M7Q0|A0A1G4M7Q0_LACFM	sp|P80667|PEX13_YEAST
OG0004062	tr|Q75C72|Q75C72_ASHGO	KMXK_0B07140	tr|A0A1G4M6S7|A0A1G4M6S7_LACFM	sp|P47061|VPS53_YEAST
OG0004063	tr|Q756A3|Q756A3_ASHGO	KMXK_0F00380	tr|A0A1G4ME52|A0A1G4ME52_LACFM	sp|P12695|ODP2_YEAST
OG0004064	tr|Q75BS5|Q75BS5_ASHGO	KMXK_0H02470	tr|A0A1G4M7H9|A0A1G4M7H9_LACFM	sp|P06784|STE7_YEAST
OG0004065	tr|Q74ZX2|Q74ZX2_ASHGO	KMXK_0D01620	tr|A0A1G4MK47|A0A1G4MK47_LACFM	sp|O13329|FOB1_YEAST
OG0004066	tr|Q750S1|Q750S1_ASHGO	KMXK_0E05520	tr|A0A1G4MK64|A0A1G4MK64_LACFM	sp|Q04003|SAS4_YEAST
OG0004067	tr|Q751V2|Q751V2_ASHGO	KMXK_0A08080	tr|A0A1G4MGL0|A0A1G4MGL0_LACFM	sp|P25380|SPS22_YEAST
OG0004068	tr|Q751I0|Q751I0_ASHGO	KMXK_0H01400	tr|A0A1G4M8K5|A0A1G4M8K5_LACFM	sp|P32795|YME1_YEAST
OG0004069	tr|Q75CB5|Q75CB5_ASHGO	KMXK_0A05900	tr|A0A1G4MC60|A0A1G4MC60_LACFM	sp|P32562|CDC5_YEAST
OG0004070	tr|Q75BS9|Q75BS9_ASHGO	KMXK_0H01300	tr|A0A1G4M8L4|A0A1G4M8L4_LACFM	sp|P38164|SEA4_YEAST
OG0004071	tr|Q75BU7|Q75BU7_ASHGO	KMXK_0H01140	tr|A0A1G4M8F7|A0A1G4M8F7_LACFM	sp|Q12199|TIP41_YEAST
OG0004072	tr|Q75E12|Q75E12_ASHGO	KMXK_0B07560	tr|A0A1G4MJS4|A0A1G4MJS4_LACFM	sp|P53879|RHO5_YEAST
OG0004073	tr|Q75E70|Q75E70_ASHGO	KMXK_0E06190	tr|A0A1G4MJ72|A0A1G4MJ72_LACFM	sp|P53858|BNI4_YEAST
OG0004074	tr|Q75E93|Q75E93_ASHGO	KMXK_0E02450	tr|A0A1G4MCJ3|A0A1G4MCJ3_LACFM	sp|Q99359|RAD61_YEAST
OG0004075	tr|Q75DD9|Q75DD9_ASHGO	KMXK_0D03370	tr|A0A1G4MFE0|A0A1G4MFE0_LACFM	sp|P32801|ELM1_YEAST
OG0004076	tr|Q75AG8|Q75AG8_ASHGO	KMXK_0F00660	tr|A0A1G4M7M0|A0A1G4M7M0_LACFM	sp|P48568|YD186_YEAST
OG0004077	tr|Q74ZP9|Q74ZP9_ASHGO	KMXK_0C03670	tr|A0A1G4MKH0|A0A1G4MKH0_LACFM	sp|P38959|VPS41_YEAST
OG0004078	tr|Q758F5|Q758F5_ASHGO	KMXK_0H03970	tr|A0A1G4ML02|A0A1G4ML02_LACFM	sp|P32074|COPG_YEAST
OG0004079	tr|Q756W6|Q756W6_ASHGO	KMXK_0H01930	tr|A0A1G4M8Y0|A0A1G4M8Y0_LACFM	sp|P50278|SOL1_YEAST
OG0004080	tr|Q750P6|Q750P6_ASHGO	KMXK_0D02280	tr|A0A1G4MJW0|A0A1G4MJW0_LACFM	sp|P39001|UME6_YEAST
OG0004081	tr|Q75DI9|Q75DI9_ASHGO	KMXK_0E02120	tr|A0A1G4M890|A0A1G4M890_LACFM	sp|Q06132|SGD1_YEAST
OG0004082	tr|Q75B54|Q75B54_ASHGO	KMXK_0E00510	tr|A0A1G4MI46|A0A1G4MI46_LACFM	sp|P39744|NOC2_YEAST
OG0004083	tr|Q75A10|Q75A10_ASHGO	KMXK_0A06910	tr|A0A1G4MCL3|A0A1G4MCL3_LACFM	sp|Q03388|VPS72_YEAST
OG0004084	tr|Q75D49|Q75D49_ASHGO	KMXK_0F01220	tr|A0A1G4MIM7|A0A1G4MIM7_LACFM	sp|P08638|LEUR_YEAST
OG0004085	tr|Q75A89|Q75A89_ASHGO	KMXK_0E04250	tr|A0A1G4MDA3|A0A1G4MDA3_LACFM	sp|P53254|UTP22_YEAST
OG0004086	tr|Q75C57|Q75C57_ASHGO	KMXK_0B01090	tr|A0A1G4M757|A0A1G4M757_LACFM	sp|P43638|MHP1_YEAST
OG0004087	tr|Q757C5|Q757C5_ASHGO	KMXK_0D05550	tr|A0A1G4MDQ0|A0A1G4MDQ0_LACFM	sp|P34233|ASH1_YEAST
OG0004088	tr|Q750K2|Q750K2_ASHGO	KMXK_0B04760	tr|A0A1G4MKJ0|A0A1G4MKJ0_LACFM	sp|Q12114|CHS5_YEAST
OG0004089	tr|Q751J5|Q751J5_ASHGO	KMXK_0H01540	tr|A0A1G4M8C0|A0A1G4M8C0_LACFM	sp|P40072|SLX8_YEAST
OG0004090	tr|Q755X7|Q755X7_ASHGO	KMXK_0F04840	tr|A0A1G4MBF8|A0A1G4MBF8_LACFM	sp|Q05580|HEL2_YEAST
OG0004091	tr|Q756P9|Q756P9_ASHGO	KMXK_0A01730	tr|A0A1G4MCW4|A0A1G4MCW4_LACFM	sp|Q02260|SMD1_YEAST
OG0004092	tr|Q75F00|Q75F00_ASHGO	KMXK_0C04200	tr|A0A1G4MFK9|A0A1G4MFK9_LACFM	sp|P24276|SSD1_YEAST
OG0004093	tr|Q75B07|Q75B07_ASHGO	KMXK_0G01550	tr|A0A1G4MDX7|A0A1G4MDX7_LACFM	sp|P40486|SHQ1_YEAST
OG0004094	tr|Q75CQ1|Q75CQ1_ASHGO	KMXK_0F04990	tr|A0A1G4M728|A0A1G4M728_LACFM	sp|P46675|STU2_YEAST
OG0004095	tr|Q75CK0|Q75CK0_ASHGO	KMXK_0G02250	tr|A0A1G4MDZ0|A0A1G4MDZ0_LACFM	sp|P53933|APP1_YEAST
OG0004096	tr|Q74ZQ9|Q74ZQ9_ASHGO	KMXK_0B04420	tr|A0A1G4MKI4|A0A1G4MKI4_LACFM	sp|Q01477|UBP3_YEAST
OG0004097	tr|Q755D4|Q755D4_ASHGO	KMXK_0D05800	tr|A0A1G4M9R1|A0A1G4M9R1_LACFM	sp|P21560|CBP3_YEAST
OG0004098	tr|Q756N2|Q756N2_ASHGO	KMXK_0A06670	tr|A0A1G4M939|A0A1G4M939_LACFM	sp|P22209|KIN3_YEAST
OG0004099	tr|Q74Z88|Q74Z88_ASHGO	KMXK_0D03070	tr|A0A1G4MEB3|A0A1G4MEB3_LACFM	sp|P41695|BUB1_YEAST
OG0004100	tr|Q754B7|Q754B7_ASHGO	KMXK_0B03260	tr|A0A1G4M8G5|A0A1G4M8G5_LACFM	sp|P38915|SPT8_YEAST
OG0004101	tr|Q758F6|Q758F6_ASHGO	KMXK_0H03960	tr|A0A1G4ML98|A0A1G4ML98_LACFM	sp|P53829|CAF40_YEAST
OG0004102	tr|Q759V7|Q759V7_ASHGO	KMXK_0F01890	tr|A0A1G4MJJ4|A0A1G4MJJ4_LACFM	sp|P41338|THIL_YEAST
OG0004103	tr|Q75A77|Q75A77_ASHGO	KMXK_0A00910	tr|A0A1G4MI93|A0A1G4MI93_LACFM	sp|P38132|MCM7_YEAST
OG0004104	tr|Q74ZZ8|Q74ZZ8_ASHGO	KMXK_0D01810	tr|A0A1G4MK22|A0A1G4MK22_LACFM	sp|P26798|INO2_YEAST
OG0004105	tr|Q752M1|Q752M1_ASHGO	KMXK_0A05570	tr|A0A1G4MD52|A0A1G4MD52_LACFM	sp|P32829|MRE11_YEAST
OG0004106	tr|Q75BC8|Q75BC8_ASHGO	KMXK_0D02240	tr|A0A1G4MKK9|A0A1G4MKK9_LACFM	sp|P40081|MGDP1_YEAST
OG0004107	tr|Q758X1|Q758X1_ASHGO	KMXK_0C06000	tr|A0A1G4MC79|A0A1G4MC79_LACFM	sp|P39719|FLC2_YEAST
OG0004108	tr|Q759G0|Q759G0_ASHGO	KMXK_0A06820	tr|A0A1G4MH54|A0A1G4MH54_LACFM	sp|P32381|ARP2_YEAST
OG0004109	tr|Q75D54|Q75D54_ASHGO	KMXK_0F01270	tr|A0A1G4MIZ9|A0A1G4MIZ9_LACFM	sp|P00830|ATPB_YEAST
OG0004110	tr|Q75C61|Q75C61_ASHGO	KMXK_0B04800	tr|A0A1G4M6T3|A0A1G4M6T3_LACFM	sp|P36059|NNRD_YEAST
OG0004111	tr|Q75DZ1|Q75DZ1_ASHGO	KMXK_0A05850	tr|A0A1G4MHB6|A0A1G4MHB6_LACFM	sp|Q03264|NGL2_YEAST
OG0004112	tr|Q758K7|Q758K7_ASHGO	KMXK_0A00790	tr|A0A1G4MIL3|A0A1G4MIL3_LACFM	sp|P38129|TAF5_YEAST
OG0004113	tr|Q75E53|Q75E53_ASHGO	KMXK_0E06030	tr|A0A1G4MJ89|A0A1G4MJ89_LACFM	sp|P40151|WRIP1_YEAST
OG0004114	tr|Q75EM9|Q75EM9_ASHGO	KMXK_0C04970	tr|A0A1G4M914|A0A1G4M914_LACFM	sp|P25364|HCM1_YEAST
OG0004115	tr|Q756Q0|Q756Q0_ASHGO	KMXK_0A01760	tr|A0A1G4MCI3|A0A1G4MCI3_LACFM	sp|P48412|UPF3_YEAST
OG0004116	tr|Q759C0|Q759C0_ASHGO	KMXK_0E01190	tr|A0A1G4MBY3|A0A1G4MBY3_LACFM	sp|P15801|DPOG_YEAST
OG0004117	tr|Q75FA1|Q75FA1_ASHGO	KMXK_0C02240	tr|A0A1G4M6Z6|A0A1G4M6Z6_LACFM	sp|Q12445|POM34_YEAST
OG0004118	tr|Q754W6|Q754W6_ASHGO	KMXK_0C03240	tr|A0A1G4M9X0|A0A1G4M9X0_LACFM	sp|P41817|CUP9_YEAST
OG0004119	tr|Q755N5|Q755N5_ASHGO	KMXK_0F03400	tr|A0A1G4MES6|A0A1G4MES6_LACFM	sp|Q12453|CEX1_YEAST
OG0004120	tr|Q752S7|Q752S7_ASHGO	KMXK_0D00480	tr|A0A1G4MAQ9|A0A1G4MAQ9_LACFM	sp|Q06164|MMS22_YEAST
OG0004121	tr|Q751E0|Q751E0_ASHGO	KMXK_0B02630	tr|A0A1G4M8V8|A0A1G4M8V8_LACFM	sp|P16649|TUP1_YEAST
OG0004122	tr|Q751H8|Q751H8_ASHGO	KMXK_0H01380	tr|A0A1G4M8D7|A0A1G4M8D7_LACFM	sp|P07251|ATPA_YEAST
OG0004123	tr|Q757V5|Q757V5_ASHGO	KMXK_0D02660	tr|A0A1G4MBL2|A0A1G4MBL2_LACFM	sp|P38805|RPF1_YEAST
OG0004124	tr|Q758I9|Q758I9_ASHGO	KMXK_0A04560	tr|A0A1G4MBS2|A0A1G4MBS2_LACFM	sp|Q03370|PEX29_YEAST
OG0004125	tr|Q753P6|Q753P6_ASHGO	KMXK_0C07140	tr|A0A1G4MGA4|A0A1G4MGA4_LACFM	sp|P53064|RTF1_YEAST
OG0004126	tr|Q755J4|Q755J4_ASHGO	KMXK_0C03270	tr|A0A1G4M963|A0A1G4M963_LACFM	sp|Q12060|HFI1_YEAST
OG0004127	tr|Q75AE5|Q75AE5_ASHGO	KMXK_0A02420	tr|A0A1G4MKQ5|A0A1G4MKQ5_LACFM	sp|Q12495|RLF2_YEAST
OG0004128	tr|Q753P3|Q753P3_ASHGO	KMXK_0C07110	tr|A0A1G4MGL2|A0A1G4MGL2_LACFM	sp|P53067|IMB5_YEAST
OG0004129	tr|Q75BB6|Q75BB6_ASHGO	KMXK_0B06810	tr|A0A1G4M954|A0A1G4M954_LACFM	sp|P54787|VPS9_YEAST
OG0004130	tr|Q75AB1|Q75AB1_ASHGO	KMXK_0E03850	tr|A0A1G4MHT1|A0A1G4MHT1_LACFM	sp|P29055|TF2B_YEAST
OG0004131	tr|Q753H0|Q753H0_ASHGO	KMXK_0G02830	tr|A0A1G4MCF4|A0A1G4MCF4_LACFM	sp|Q04373|PUF6_YEAST
OG0004132	tr|Q75F37|Q75F37_ASHGO	KMXK_0C04600	tr|A0A1G4MHF1|A0A1G4MHF1_LACFM	sp|P33420|NIP80_YEAST
OG0004133	tr|Q75E25|Q75E25_ASHGO	KMXK_0D02390	tr|A0A1G4MJQ0|A0A1G4MJQ0_LACFM	sp|P32797|CDC13_YEAST
OG0004134	tr|Q75EH3|Q75EH3_ASHGO	KMXK_0H02950	tr|A0A1G4MEM1|A0A1G4MEM1_LACFM	sp|P80967|TOM5_YEAST
OG0004135	tr|Q758I5|Q758I5_ASHGO	KMXK_0F04730	tr|A0A1G4MBV0|A0A1G4MBV0_LACFM	sp|P33416|HSP78_YEAST
OG0004136	tr|Q757B3|Q757B3_ASHGO	KMXK_0A02080	tr|A0A1G4M6G2|A0A1G4M6G2_LACFM	sp|O13563|RPN13_YEAST
OG0004137	tr|Q753M5|Q753M5_ASHGO	KMXK_0C07210	tr|A0A1G4MEK8|A0A1G4MEK8_LACFM	sp|P32354|MCM10_YEAST
OG0004138	tr|Q75F86|Q75F86_ASHGO	KMXK_0B01260	tr|A0A1G4M6Z7|A0A1G4M6Z7_LACFM	sp|P41543|OST1_YEAST
OG0004139	tr|Q757W6|Q757W6_ASHGO	KMXK_0E02590	tr|A0A1G4MH68|A0A1G4MH68_LACFM	sp|P21268|FAR1_YEAST
OG0004140	tr|Q75AY8|Q75AY8_ASHGO	KMXK_0G01430	tr|A0A1G4MDQ2|A0A1G4MDQ2_LACFM	sp|P53962|YND5_YEAST
OG0004141	tr|Q75AZ1|Q75AZ1_ASHGO	KMXK_0G01460	tr|A0A1G4MDW9|A0A1G4MDW9_LACFM	sp|P40493|BMT5_YEAST
OG0004142	tr|Q754L7|Q754L7_ASHGO	KMXK_0A02740	tr|A0A1G4MID9|A0A1G4MID9_LACFM	sp|P53903|PGA2_YEAST
OG0004143	tr|Q758U1|Q758U1_ASHGO	KMXK_0B03670	tr|A0A1G4MBZ4|A0A1G4MBZ4_LACFM	sp|Q08202|OPI10_YEAST
OG0004144	tr|Q759L3|Q759L3_ASHGO	KMXK_0B03900	tr|A0A1G4MAW7|A0A1G4MAW7_LACFM	sp|Q3E7B7|YD85C_YEAST
OG0004145	tr|Q75C06|Q75C06_ASHGO	KMXK_0B08020	tr|A0A1G4MHP8|A0A1G4MHP8_LACFM	sp|Q12276|HER1_YEAST
OG0004146	tr|Q758E5|Q758E5_ASHGO	KMXK_0E00610	tr|A0A1G4MFC1|A0A1G4MFC1_LACFM	sp|P47048|YJE9_YEAST
OG0004147	tr|Q75CE3|Q75CE3_ASHGO	KMXK_0G00370	tr|A0A1G4MC71|A0A1G4MC71_LACFM	sp|P08417|FUMH_YEAST
OG0004148	tr|Q754D3|Q754D3_ASHGO	KMXK_0B05900	tr|A0A1G4MF16|A0A1G4MF16_LACFM	sp|P28241|IDH2_YEAST
OG0004149	tr|Q75BP4|Q75BP4_ASHGO	KMXK_0G03630	tr|A0A1G4M7D0|A0A1G4M7D0_LACFM	sp|P34226|SKT5_YEAST
OG0004150	tr|Q758P1|Q758P1_ASHGO	KMXK_0C06260	tr|A0A1G4M891|A0A1G4M891_LACFM	sp|P53235|EIF2A_YEAST
OG0004151	tr|Q75F77|Q75F77_ASHGO	KMXK_0C02140	tr|A0A1G4M706|A0A1G4M706_LACFM	sp|P41895|T2FA_YEAST
OG0004152	tr|Q754K5|Q754K5_ASHGO	KMXK_0D02570	tr|A0A1G4M8M0|A0A1G4M8M0_LACFM	sp|P42943|TCPH_YEAST
OG0004153	tr|Q75E01|Q75E01_ASHGO	KMXK_0A02630	tr|A0A1G4MHM9|A0A1G4MHM9_LACFM	sp|Q03750|TAF8_YEAST
OG0004154	tr|Q75DS6|Q75DS6_ASHGO	KMXK_0F02580	tr|A0A1G4MKT1|A0A1G4MKT1_LACFM	sp|P38747|OTU2_YEAST
OG0004155	tr|Q75CM0|Q75CM0_ASHGO	KMXK_0F04210	tr|A0A1G4MAJ4|A0A1G4MAJ4_LACFM	sp|P40577|MND2_YEAST
OG0004156	tr|Q75D11|Q75D11_ASHGO	KMXK_0G03540	tr|A0A1G4M7E4|A0A1G4M7E4_LACFM	sp|P34223|UBX1_YEAST
OG0004157	tr|Q75E10|Q75E10_ASHGO	KMXK_0B07580	tr|A0A1G4MJJ7|A0A1G4MJJ7_LACFM	sp|Q02774|SHR3_YEAST
OG0004158	tr|Q755B6|Q755B6_ASHGO	KMXK_0A01980	tr|A0A1G4M9D0|A0A1G4M9D0_LACFM	sp|P29295|HRR25_YEAST
OG0004159	tr|Q754L6|Q754L6_ASHGO	KMXK_0A02730	tr|A0A1G4MI42|A0A1G4MI42_LACFM	sp|P17890|RPC7_YEAST
OG0004160	tr|Q757X0|Q757X0_ASHGO	KMXK_0F05580	tr|A0A1G4MHG6|A0A1G4MHG6_LACFM	sp|P36139|PET10_YEAST
OG0004161	tr|Q757J0|Q757J0_ASHGO	KMXK_0F04290	tr|A0A1G4MA95|A0A1G4MA95_LACFM	sp|Q08236|AVO1_YEAST
OG0004162	tr|Q758I6|Q758I6_ASHGO	KMXK_0A04590	tr|A0A1G4MBN9|A0A1G4MBN9_LACFM	sp|P15705|STI1_YEAST
OG0004163	tr|Q75BQ3|Q75BQ3_ASHGO	KMXK_0B03160	tr|A0A1G4M7L2|A0A1G4M7L2_LACFM	sp|P43565|RIM15_YEAST
OG0004164	tr|Q74ZY3|Q74ZY3_ASHGO	KMXK_0D01740	tr|A0A1G4MK85|A0A1G4MK85_LACFM	sp|P15565|TRM1_YEAST
OG0004165	tr|Q757E0|Q757E0_ASHGO	KMXK_0D04770	tr|A0A1G4MDF8|A0A1G4MDF8_LACFM	sp|Q07454|YD073_YEAST
OG0004166	tr|Q75CM1|Q75CM1_ASHGO	KMXK_0F04220	tr|A0A1G4MAG0|A0A1G4MAG0_LACFM	sp|Q02256|PVH1_YEAST
OG0004167	tr|Q75BZ3|Q75BZ3_ASHGO	KMXK_0B02060	tr|A0A1G4MHZ3|A0A1G4MHZ3_LACFM	sp|Q12080|NOP53_YEAST
OG0004168	tr|Q74ZU9|Q74ZU9_ASHGO	KMXK_0B01890	tr|A0A1G4MKC1|A0A1G4MKC1_LACFM	sp|Q04549|ARP10_YEAST
OG0004169	tr|Q75AU2|Q75AU2_ASHGO	KMXK_0D04240	tr|A0A1G4MIV8|A0A1G4MIV8_LACFM	sp|P42845|STB1_YEAST
OG0004170	tr|Q751F6|Q751F6_ASHGO	KMXK_0F01770	tr|A0A1G4MI23|A0A1G4MI23_LACFM	sp|P37838|NOP4_YEAST
OG0004171		KMXK_0A00150, KMXK_0D00110, KMXK_0E06330	tr|A0A1G4ML55|A0A1G4ML55_LACFM	
OG0004172		KMXK_0A00530	tr|A0A1G4M6R2|A0A1G4M6R2_LACFM, tr|A0A1G4MIC8|A0A1G4MIC8_LACFM	sp|P41930|SSU1_YEAST
OG0004173		KMXK_0A00570, KMXK_0E04540	tr|A0A1G4ME45|A0A1G4ME45_LACFM, tr|A0A1G4MIQ7|A0A1G4MIQ7_LACFM	
OG0004174		KMXK_0A01830	tr|A0A1G4MEE7|A0A1G4MEE7_LACFM, tr|A0A1G4MEP6|A0A1G4MEP6_LACFM, tr|A0A1G4ML17|A0A1G4ML17_LACFM	
OG0004175		KMXK_0A01990, KMXK_0D05630	tr|A0A1G4M9S4|A0A1G4M9S4_LACFM	sp|P53164|NPY1_YEAST
OG0004176		KMXK_0A02350	tr|A0A1G4MKR7|A0A1G4MKR7_LACFM	sp|P36114|YKR18_YEAST, sp|P47031|IML2_YEAST
OG0004177		KMXK_0A02780	tr|A0A1G4MFF9|A0A1G4MFF9_LACFM	sp|P32903|PMP1_YEAST, sp|P40975|PMP2_YEAST
OG0004178		KMXK_0A05680, KMXK_0C03050	tr|A0A1G4MG99|A0A1G4MG99_LACFM	sp|P36032|MCH2_YEAST
OG0004179		KMXK_0A06350	tr|A0A1G4MFF5|A0A1G4MFF5_LACFM, tr|A0A1G4MFM1|A0A1G4MFM1_LACFM	sp|P25362|PET18_YEAST
OG0004180		KMXK_0A07820, KMXK_0A07830	tr|A0A1G4MGJ9|A0A1G4MGJ9_LACFM	sp|Q96VH4|HBN1_YEAST
OG0004181		KMXK_0A08320		sp|P0CY08|MTAL2_YEAST, sp|P0CY09|HMAL2_YEAST, sp|P0CY13|HMRA2_YEAST
OG0004182		KMXK_0A08330	tr|A0A1G4MGG7|A0A1G4MGG7_LACFM	sp|P0CY06|MTAL1_YEAST, sp|P0CY07|HMAL1_YEAST
OG0004183		KMXK_0B01360	tr|A0A1G4MJM7|A0A1G4MJM7_LACFM	sp|Q04925|YDR22_YEAST, sp|Q05948|YL225_YEAST
OG0004184		KMXK_0B01410	tr|A0A1G4ME65|A0A1G4ME65_LACFM	sp|P36156|GTO2_YEAST, sp|Q04806|GTO3_YEAST
OG0004185		KMXK_0B03490, KMXK_0E02710	tr|A0A1G4MDS9|A0A1G4MDS9_LACFM, tr|A0A1G4ML95|A0A1G4ML95_LACFM	
OG0004186		KMXK_0B08460, KMXK_0E06300	tr|A0A1G4M7L5|A0A1G4M7L5_LACFM	sp|P50277|BIOA_YEAST
OG0004187		KMXK_0C03530	tr|A0A1G4MI43|A0A1G4MI43_LACFM	sp|P33300|SUR1_YEAST, sp|P38287|CSH1_YEAST
OG0004188		KMXK_0C05580, KMXK_0D04840	tr|A0A1G4MIF3|A0A1G4MIF3_LACFM	sp|Q12096|GNT1_YEAST
OG0004189		KMXK_0C05760	tr|A0A1G4MCV9|A0A1G4MCV9_LACFM	sp|P38114|TBS1_YEAST, sp|Q12180|HAL9_YEAST
OG0004190		KMXK_0E00250	tr|A0A1G4MC55|A0A1G4MC55_LACFM	sp|P07262|DHE4_YEAST, sp|P39708|DHE5_YEAST
OG0004191		KMXK_0E01230	tr|A0A1G4MCG2|A0A1G4MCG2_LACFM	sp|P39734|HPH2_YEAST, sp|Q99332|HPH1_YEAST
OG0004192		KMXK_0E02430	tr|A0A1G4MCL7|A0A1G4MCL7_LACFM	sp|Q08913|FEX1_YEAST, sp|Q08991|FEX2_YEAST
OG0004193		KMXK_0E02630	tr|A0A1G4MGZ8|A0A1G4MGZ8_LACFM, tr|A0A1G4MH47|A0A1G4MH47_LACFM	sp|P00431|CCPR_YEAST
OG0004194		KMXK_0F01450	tr|A0A1G4MI54|A0A1G4MI54_LACFM, tr|A0A1G4MJI1|A0A1G4MJI1_LACFM	sp|P38840|ARO9_YEAST
OG0004195		KMXK_0F02060	tr|A0A1G4M9I0|A0A1G4M9I0_LACFM	sp|Q08912|YO389_YEAST, sp|Q08989|YP277_YEAST
OG0004196		KMXK_0G01250	tr|A0A1G4MDJ6|A0A1G4MDJ6_LACFM	sp|P40504|KTR7_YEAST, sp|P53966|KTR5_YEAST
OG0004197		KMXK_0G01840	tr|A0A1G4MDT6|A0A1G4MDT6_LACFM	sp|P40474|QDR2_YEAST, sp|P40475|QDR1_YEAST
OG0004198		KMXK_0G03470	tr|A0A1G4M7E2|A0A1G4M7E2_LACFM	sp|P25377|ADH7_YEAST, sp|Q04894|ADH6_YEAST
OG0004199			tr|A0A1G4M6H5|A0A1G4M6H5_LACFM, tr|A0A1G4M927|A0A1G4M927_LACFM, tr|A0A1G4MEZ8|A0A1G4MEZ8_LACFM	sp|P09932|HO_YEAST
OG0004200			tr|A0A1G4MAW5|A0A1G4MAW5_LACFM, tr|A0A1G4MCX4|A0A1G4MCX4_LACFM, tr|A0A1G4MIB4|A0A1G4MIB4_LACFM, tr|A0A1G4MKD7|A0A1G4MKD7_LACFM	
OG0004201			tr|A0A1G4ME33|A0A1G4ME33_LACFM, tr|A0A1G4MEC0|A0A1G4MEC0_LACFM	sp|P0CX08|DSF1_YEAST, sp|P0CX09|YN073_YEAST
OG0004202			tr|A0A1G4MAW8|A0A1G4MAW8_LACFM, tr|A0A1G4MJ00|A0A1G4MJ00_LACFM	sp|P42884|AAD14_YEAST, sp|Q07747|AAD4_YEAST
OG0004203	sp|Q75CE1|PYRD_ASHGO	KMXK_0C04780	tr|A0A1G4M7P8|A0A1G4M7P8_LACFM	
OG0004204	sp|Q75CM7|YPT35_ASHGO		tr|A0A1G4MEB8|A0A1G4MEB8_LACFM	sp|P38815|YPT35_YEAST
OG0004205	sp|Q75CP6|3HAO_ASHGO		tr|A0A1G4M766|A0A1G4M766_LACFM	sp|P47096|3HAO_YEAST
OG0004206	sp|Q755K3|ATG16_ASHGO		tr|A0A1G4MDK6|A0A1G4MDK6_LACFM	sp|Q03818|ATG16_YEAST
OG0004207	sp|Q75F26|ATG29_ASHGO	KMXK_0C04490		sp|Q12092|ATG29_YEAST
OG0004208	sp|Q753U4|EDC1_ASHGO		tr|A0A1G4MGM7|A0A1G4MGM7_LACFM	sp|P53080|EDC1_YEAST
OG0004209	sp|Q75A74|CWC27_ASHGO		tr|A0A1G4MI48|A0A1G4MI48_LACFM	sp|Q02770|CWC27_YEAST
OG0004210	sp|Q755E4|LONP2_ASHGO	KMXK_0D05910	tr|A0A1G4M9Q1|A0A1G4M9Q1_LACFM	
OG0004211	sp|Q759K9|OSW5_ASHGO		tr|A0A1G4MAU8|A0A1G4MAU8_LACFM	sp|P40219|OSW5_YEAST
OG0004212	sp|Q751H1|OAZ_ASHGO		tr|A0A1G4MIB8|A0A1G4MIB8_LACFM	sp|Q02803|OAZ_YEAST
OG0004213	sp|Q751I2|KMO_ASHGO		tr|A0A1G4M8D6|A0A1G4M8D6_LACFM	sp|P38169|KMO_YEAST
OG0004214	sp|Q75AW4|TYW4_ASHGO		tr|A0A1G4MIZ8|A0A1G4MIZ8_LACFM	sp|Q08282|TYW4_YEAST
OG0004215	sp|Q876Z1|YCB2_ASHGO		tr|A0A1G4MFA7|A0A1G4MFA7_LACFM	sp|Q8J0M4|YCB2_YEAST
OG0004216	sp|Q753W9|SPC24_ASHGO		tr|A0A1G4MAG6|A0A1G4MAG6_LACFM	sp|Q04477|SPC24_YEAST
OG0004217	sp|Q75BW4|SPC29_ASHGO	KMXK_0B08290	tr|A0A1G4MHM1|A0A1G4MHM1_LACFM	
OG0004218	sp|Q75D68|SEC17_ASHGO		tr|A0A1G4MIT6|A0A1G4MIT6_LACFM	sp|P32602|SEC17_YEAST
OG0004219	sp|Q750P5|KYNU_ASHGO		tr|A0A1G4MJN1|A0A1G4MJN1_LACFM	sp|Q05979|KYNU_YEAST
OG0004220	sp|Q759T3|KFA_ASHGO		tr|A0A1G4MGD3|A0A1G4MGD3_LACFM	sp|Q04066|KFA_YEAST
