"protein","Gene","Group"
"P39548","YAR028W","GroupV"
"Q2V2Q3","YBR201C-A","GroupV"
"Q3E821","YBL008W-A","GroupV"
"Q3E778","YBR196C-B","GroupV"
"Q8TGU8","YBL071C-B","GroupV"
"Q3E794","YBR072C-A","GroupV"
"Q8TGU6","YBR182C-A","GroupV"
"P25620","YCR022C","GroupV"
"P37265","YCR041W","GroupV"
"P25606","YCR100C","GroupV"
"P25607","YCR101C","GroupV"
"P0C5M1","YDR371C-A","GroupV"
"P39549","YAR029W","GroupV"
"P39711","YAL064W","GroupV"
"Q3E7Y4","YBL112C","GroupV"
"P38354","YBR285W","GroupV"
"P25352","YCR025C","GroupV"
"Q3E820","YBR196C-A","GroupV"
"P0C5K9","YBL039C-A","GroupV"
"P25593","YCL068C","GroupV"
"Q3E755","YBR200W-A","GroupV"
"P38220","YBR027C","GroupV"
"Q3E7Z7","YDR003W-A","GroupV"
"P25555","YCL011C","GroupV"
"P32874","YMR207C","GroupV"
"P36143","YKR058W","GroupV"
"P47011","YJL137C","GroupV"
"Q05785","YLR206W","GroupV"
"P39875","YOR033C","GroupV"
"P40456","YIL151C","GroupV"
"P23776","YLR300W","GroupV"
"P36168","YKR096W","GroupV"
"Q99252","YOR092W","GroupV"
"O13577","YLR437C","GroupV"
"P32768","YAR050W","GroupV"
"P38894","YHR211W","GroupV"
"P08640","YIR019C","GroupV"
"P37261","YCL026C-A","GroupV"
"P36170","YKR102W","GroupV"
"Q08967","YPL221W","GroupV"
"P40039","YER060W","GroupV"
"Q05610","YDR273W","GroupV"
"O13529","YHR021W-A","GroupV"
"Q12292","YOL083W","GroupV"
"P53121","YGL139W","GroupV"
"Q04952","YMR306W","GroupV"
"Q02786","YPL056C","GroupV"
"P32491","YPL140C","GroupV"
"P28496","YKL008C","GroupV"
"P53035","YGL209W","GroupV"
"Q9ZZW7","Q0115","GroupV"
"P39534","YJL199C","GroupV"
"P03879","Q0120","GroupV"
"Q03081","YPL038W","GroupV"
"P38156","YBR298C","GroupV"
"Q8TGN9","YGR031C-A","GroupV"
"P32487","YNL268W","GroupV"
"Q12372","YLL061W","GroupV"
"P53338","YGR288W","GroupV"
"P43603","YFR024C-A","GroupV"
"P38157","YBR297W","GroupV"
"P38857","YHR162W","GroupV"
"P10566","YJL133W","GroupV"
"P38781","YHR056C","GroupV"
"P41058","YDL061C","GroupV"
"Q12378","YDR066C","GroupV"
"Q3E754","YJL136C","GroupV"
"P38711","YHR021C","GroupV"
"P41057","YLR388W","GroupV"
"P31374","YAL017W","GroupV"
"P47032","YJL079C","GroupV"
"P40042","YER066W","GroupV"
"P53046","YGR070W","GroupV"
"P02381","Q0140","GroupV"
"P35997","YKL156W","GroupV"
"P38192","YBL048W","GroupV"
"P0C0V8","YKR057W","GroupV"
"Q07829","YLL030C","GroupV"
"Q3E7X9","YOR167C","GroupV"
"P38314","YBR214W","GroupV"
"P0CE99","YLR157W-D","GroupV"
"P0CF00","YLR157W-E","GroupV"
"Q12312","YLR122C","GroupV"
"Q03263","YMR279C","GroupV"
"Q04897","YMR320W","GroupV"
"Q04898","YMR321C","GroupV"
"Q03675","YMR007W","GroupV"
"Q08321","YOL160W","GroupV"
"O13587","YPR096C","GroupV"
"Q3E809","YML054C-A","GroupV"
"P53754","YNR068C","GroupV"
"P53910","YNL140C","GroupV"
"Q08504","YOR105W","GroupV"
"Q3E751","YPL119C-A","GroupV"
"Q02826","YPL080C","GroupV"
"P36019","YNL093W","GroupV"
"Q12210","YDL009C","GroupV"
"P32616","YEL045C","GroupV"
"Q07746","YDL242W","GroupV"
"P0C5M8","YER090C-A","GroupV"
"P0C5N6","YHR032W-A","GroupV"
"P38780","YHR054C","GroupV"
"P38752","YHL005C","GroupV"
"P40519","YIL060W","GroupV"
"P40448","YIL163C","GroupV"
"Q3E775","YJR151W-A","GroupV"
"P47157","YJR120W","GroupV"
"Q8TGT2","YKL096C-B","GroupV"
"P0C5P2","YKL100W-A","GroupV"
"P38087","YBR104W","GroupV"
"Q12130","YLR112W","GroupV"
"Q05898","YLR296W","GroupV"
"Q06252","YLR179C","GroupV"
"P53757","YNR071C","GroupV"
"P53758","YNR077C","GroupV"
"Q3E7B9","YOR008C-A","GroupV"
"Q3E7Y9","YOL097W-A","GroupV"
"P40168","YNL195C","GroupV"
"P38831","YHR125W","GroupV"
"P0C5P0","YJL197C-A","GroupV"
"Q3E814","YLL006W-A","GroupV"
"O13544","YLR302C","GroupV"
"Q3E742","YLR412C-A","GroupV"
"Q04436","YMR103C","GroupV"
"Q12506","YOR314W","GroupV"
"Q3E806","YOR316C-A","GroupV"
"Q8TGS2","YOL019W-A","GroupV"
"Q12169","YOR015W","GroupV"
"Q3E805","YOR376W-A","GroupV"
"P0C272","YOL013W-A","GroupV"
"P0C270","YER138W-A","GroupV"
"Q04597","YDR114C","GroupV"
"Q05451","YHR050W-A","GroupV"
"P53307","YGR219W","GroupV"
"P40538","YIL029C","GroupV"
"P0CI67","YHR213W","GroupV"
"Q3E7Z3","YIR018C-A","GroupV"
"Q8TGN5","YIL105W-A","GroupV"
"P40575","YIR020C","GroupV"
"Q3E737","YJL047C-A","GroupV"
"Q3E7B5","YMR230W-A","GroupV"
"Q8TGJ2","YNR075C-A","GroupV"
"P53876","YNL184C","GroupV"
"P53906","YNL146W","GroupV"
"P40166","YNL198C","GroupV"
"Q8TGJ1","YOL166W-A","GroupV"
"Q3E736","YOR192C-C","GroupV"
"Q3E807","YOR011W-A","GroupV"
"Q12282","YOR214C","GroupV"
"Q08734","YOR268C","GroupV"
"Q8TGJ0","YOR394C-A","GroupV"
"Q12492","YPR064W","GroupV"
"P40323","YPL073C","GroupV"
"Q12303","YLR121C","GroupV"
"Q06594","YPR195C","GroupV"
"Q08993","YPR202W","GroupV"
"P32793","YHR016C","GroupV"
"Q3E818","YDR194W-A","GroupV"
"P43551","YFL052W","GroupV"
"P43578","YFL015C","GroupV"
"P43625","YFR057W","GroupV"
"Q3E7Z6","YHL015W-A","GroupV"
"P53089","YGL204C","GroupV"
"P47174","YJR146W","GroupV"
"Q05777","YLR194C","GroupV"
"O13578","YLR415C","GroupV"
"O13574","YLR255C","GroupV"
"Q04838","YMR254C","GroupV"
"Q8TGQ7","YPR159C-A","GroupV"
"P38280","YBR148W","GroupV"
"Q3E787","YCR095W-A","GroupV"
"Q3E819","YCR108C","GroupV"
"Q12111","YDR029W","GroupV"
"Q3E6R4","YDR524C-B","GroupV"
"P0C5M9","YFR009W-A","GroupV"
"P0CX93","YHR214C-D","GroupV"
"Q3E739","YIR021W-A","GroupV"
"Q3E767","YNL067W-B","GroupV"
"Q3E7Z2","YNL042W-B","GroupV"
"Q12484","YOR343C","GroupV"
"Q3E7Z9","YOL038C-A","GroupV"
"Q3E7Y8","YOL155W-A","GroupV"
"Q3E7Y7","YOR293C-A","GroupV"
"Q08990","YPL278C","GroupV"
"Q8TGR9","YPL152W-A","GroupV"
"Q3E763","YDR246W-A","GroupV"
"P0C5M0","YDR320W-B","GroupV"
"Q3E817","YFL041W-A","GroupV"
"P53132","YGL118C","GroupV"
"Q3E815","YHR175W-A","GroupV"
"Q8TGK1","YHR213W-B","GroupV"
"P38730","YHL041W","GroupV"
"P47162","YJR128W","GroupV"
"Q7LIF2","YLR365W","GroupV"
"I2HB70","YMR316C-A","GroupV"
"P53932","YNL095C","GroupV"
"Q8TGS1","YOR032W-A","GroupV"
"Q12243","YOR029W","GroupV"
"Q6Q5F3","YPR053C","GroupV"
"Q12346","YPR071W","GroupV"
"P12688","YKL126W","GroupV"
"P18961","YMR104C","GroupV"
"Q3E7B3","YPR108W-A","GroupV"
"Q6B0W2","YPR014C","GroupV"
"Q08245","YOL109W","GroupV"
"P0C1Z1","YDR524W-C","GroupV"
"P39978","YEL067C","GroupV"
"P53291","YGR164W","GroupV"
"Q3E746","YHR086W-A","GroupV"
"P0C2I4","YHR214C-C","GroupV"
"P47063","YJL027C","GroupV"
"P47062","YJL028W","GroupV"
"P47126","YJR079W","GroupV"
"Q8TGN3","YJL077W-A","GroupV"
"Q8TGT3","YJL077W-B","GroupV"
"P47022","YJL118W","GroupV"
"Q3E765","YKL183C-A","GroupV"
"P34245","YKL097C","GroupV"
"Q07986","YLR036C","GroupV"
"Q3E732","YLR264C-A","GroupV"
"Q8TGS7","YMR182W-A","GroupV"
"Q8TGT0","YML100W-A","GroupV"
"Q3E782","YMR247W-A","GroupV"
"P0C5Q3","YMR013C-A","GroupV"
"Q8TGS9","YMR001C-A","GroupV"
"P0CF20","YOL163W","GroupV"
"Q3E804","YOR381W-A","GroupV"
"Q3E832","YOR072W-B","GroupV"
"Q08486","YOR072W","GroupV"
"Q08900","YOR376W","GroupV"
"A0A023PZF2","YEL009C-A","GroupV"
"P40082","YER135C","GroupV"
"P40503","YIL086C","GroupV"
"P39529","YJL206C","GroupV"
"P36127","YKR032W","GroupV"
"P0CF18","YMR085W","GroupV"
"Q8TGS5","YMR272W-B","GroupV"
"Q8TGS4","YMR315W-A","GroupV"
"Q8TGT1","YLR406C-A","GroupV"
"Q3E843","YMR158C-A","GroupV"
"Q3E7A6","YML007C-A","GroupV"
"Q04526","YML083C","GroupV"
"P0C5P6","YLR163W-A","GroupV"
"Q3E7Z1","YNL146C-A","GroupV"
"Q99345","YOL085C","GroupV"
"P0C5R4","YOL083C-A","GroupV"
"Q3E7A5","YOL164W-A","GroupV"
"Q3E735","YOR034C-A","GroupV"
"Q08976","YPL261C","GroupV"
"P53057","YGL259W","GroupV"
"Q06595","YPR196W","GroupV"
"P0C5L7","YDR118W-A","GroupV"
"P25347","YCR001W","GroupV"
"Q8TGT7","YGR204C-A","GroupV"
"P53329","YGR273C","GroupV"
"Q3E758","YHL048C-A","GroupV"
"Q8TGT4","YHR213W-A","GroupV"
"Q07074","YHR007C-A","GroupV"
"P40446","YIL165C","GroupV"
"P40500","YIL089W","GroupV"
"P42947","YJL107C","GroupV"
"P36153","YKR073C","GroupV"
"Q07990","YLR042C","GroupV"
"P0C5Q1","YLR364C-A","GroupV"
"Q8TGJ7","YLL066W-B","GroupV"
"O13565","YLR358C","GroupV"
"O13556","YLR462W","GroupV"
"Q3E760","YMR030W-A","GroupV"
"Q8TGS0","YOR161C-C","GroupV"
"Q08259","YOL118C","GroupV"
"Q02781","YPL062W","GroupV"
"P32329","YLR120C","GroupV"
"Q04276","YMR082C","GroupV"
"Q3E7Z0","YNL277W-A","GroupV"
"P53752","YNR066C","GroupV"
"P0C271","YNL097C-B","GroupV"
"Q08844","YOR365C","GroupV"
"Q3E7B4","YPL038W-A","GroupV"
"P0C5S1","YPR160W-A","GroupV"
"Q3E796","YDR182W-A","GroupV"
"A0A023PYF4","YER145C-A","GroupV"
"P43537","YFL067W","GroupV"
"P40326","YGR269W","GroupV"
"Q3E750","YGL041C-B","GroupV"
"P42936","YGR201C","GroupV"
"P47078","YJL009W","GroupV"
"Q3E801","YJL136W-A","GroupV"
"Q12528","YLR111W","GroupV"
"Q3E771","YLR285C-A","GroupV"
"P0CD98","YLL053C","GroupV"
"P0CD97","YER039C-A","GroupV"
"P38357","YBR292C","GroupV"
"P0C5L4","YBR121C-A","GroupV"
"I2HB52","YBR056W-A","GroupV"
"Q3E7Z8","YCR024C-B","GroupV"
"P87287","YDR366C","GroupV"
"P0C5L6","YDL022C-A","GroupV"
"P25350","YCR006C","GroupV"
"P25354","YCR007C","GroupV"
"P53336","YGR283C","GroupV"
"P25657","YCR099C","GroupV"
"Q12185","YDR018C","GroupV"
"Q3E774","YDL159W-A","GroupV"
"P39971","YEL076C","GroupV"
"Q3E789","YDR169C-A","GroupV"
"P43540","YFL064C","GroupV"
"P43538","YFL066C","GroupV"
"P43608","YFR035C","GroupV"
"P53186","YGL034C","GroupV"
"P53287","YGR151C","GroupV"
"P0C269","YBL100W-C","GroupV"
"Q3E781","YBR221W-A","GroupV"
"Q8TGU5","YBR296C-A","GroupV"
"Q8TGK4","YBR298C-A","GroupV"
"P38311","YBR209W","GroupV"
"P38317","YBR219C","GroupV"
"Q12240","YDR215C","GroupV"
"Q8TGU4","YER175W-A","GroupV"
"Q3E7A2","YER078W-A","GroupV"
"P38893","YHR210C","GroupV"
"P0C5N4","YHR073C-B","GroupV"
"P53056","YGL260W","GroupV"
"P38253","YBR090C","GroupV"
"P53151","YGL088W","GroupV"
"P0C5N7","YHR073W-A","GroupV"
"Q45U18","YIL134C-A","GroupV"
"P25650","YCR085W","GroupV"
"Q6Q5X2","YDR034W-B","GroupV"
"P39999","YEL014C","GroupV"
"Q05612","YDR278C","GroupV"
"P43552","YFL051C","GroupV"
"Q3E786","YGR240C-A","GroupV"
"P25572","YCL042W","GroupV"
"P34215","YBR144C","GroupV"
"P87012","YCL001W-A","GroupV"
"P40097","YER181C","GroupV"
"P43576","YFL019C","GroupV"
"Q3E740","YGL258W-A","GroupV"
"P53183","YGL039W","GroupV"
"P0CX91","YHR212W-A","GroupV"
"P38834","YHR130C","GroupV"
"P40551","YIL012W","GroupV"
"Q07967","YLR030W","GroupV"
"Q3E766","YMR175W-A","GroupV"
"Q8TGS6","YMR242W-A","GroupV"
"Q06235","YLR162W","GroupV"
"P53912","YNL134C","GroupV"
"P87283","YDR274C","GroupV"
"P38722","YHL049C","GroupV"
"P34249","YKL102C","GroupV"
"Q3E813","YLR154C-G","GroupV"
"A0A023PZG4","YLR236C","GroupV"
"P40211","YMR141C","GroupV"
"Q03864","YDR102C","GroupV"
"Q03900","YDR132C","GroupV"
"P0C0V2","YER188C-A","GroupV"
"P40001","YEL008W","GroupV"
"Q8TGT6","YHR022C-A","GroupV"
"Q3E7Z4","YIL046W-A","GroupV"
"P40524","YIL054W","GroupV"
"P0CE69","YKR104W","GroupV"
"Q3E7A0","YKL106C-A","GroupV"
"A2P2R3","YMR084W","GroupV"
"Q8TGS8","YMR105W-A","GroupV"
"P53097","YGL193C","GroupV"
"O13536","YHR139C-A","GroupV"
"Q8TGK0","YHR214C-E","GroupV"
"P53116","YGL149W","GroupV"
"P40488","YIL102C","GroupV"
"Q3E837","YJL052C-A","GroupV"
"P0C5P3","YKL145W-A","GroupV"
"Q3E810","YLR342W-A","GroupV"
"Q96VH2","YCL001W-B","GroupV"
"Q05510","YDR344C","GroupV"
"Q12426","YDR010C","GroupV"
"P0C5N0","YFR010W-A","GroupV"
"Q8TGU2","YFR032C-B","GroupV"
"P0CE68","YKR103W","GroupV"
"P53746","YNR060W","GroupV"
"P25585","YCL058C","GroupV"
"P05316","YBR021W","GroupV"
"Q08559","YOR183W","GroupV"
"P04385","YBR020W","GroupV"
"P13181","YLR081W","GroupV"
"P13045","YDR009W","GroupV"
"P03870","R0010W","GroupV"
"Q3E808","YNL130C-A","GroupV"
"P39945","YER101C","GroupV"
"P38723","YHL048W","GroupV"
"P36034","YKL219W","GroupV"
"P00425","YIL111W","GroupV"
"P40186","YIL050W","GroupV"
"P25360","YCR037C","GroupV"
"Q03674","YMR006C","GroupV"
"Q02785","YPL058C","GroupV"
"P39535","YJL198W","GroupV"
"P32492","YAL029C","GroupV"
"P40064","YER105C","GroupV"
"P40550","YIL013C","GroupV"
"P43575","YFL020C","GroupV"
"P53632","YOL115W","GroupV"
"P39545","YAR020C","GroupV"
"Q02201","YKR003W","GroupV"
"P35845","YAR042W","GroupV"
"Q12451","YDL019C","GroupV"
"P38755","YHR001W","GroupV"
"Q03178","YKL164C","GroupV"
"P52867","YDL093W","GroupV"
"P47190","YOR321W","GroupV"
"Q03180","YKL163W","GroupV"
"P40975","YEL017C-A","GroupV"
"P32903","YCR024C-A","GroupV"
"Q03028","YPL134C","GroupV"
"P14747","YML057W","GroupV"
"P33329","YDR436W","GroupV"
"P52290","YDL024C","GroupV"
"P39551","YAR031W","GroupV"
"P36110","YKR013W","GroupV"
"P47033","YJL078C","GroupV"
"Q12459","YDL039C","GroupV"
"P53174","YGL053W","GroupV"
"P39970","YER045C","GroupV"
"P38113","YBR145W","GroupV"
"P37898","YHR047C","GroupV"
"Q08361","YOL165C","GroupV"
"P47146","YJR108W","GroupV"
"P43553","YFL050C","GroupV"
"P32858","YKL037W","GroupV"
"P07246","YMR083W","GroupV"
"P03875","Q0050","GroupV"
"P03876","Q0055","GroupV"
"P25376","YCL025C","GroupV"
"P29589","YHR093W","GroupV"
"P43633","YGL021W","GroupV"
"Q04413","YDR525W","GroupV"
"P38885","YHR199C","GroupV"
"Q12013","YOR034C","GroupV"
"P38971","YNL270C","GroupV"
"P33304","YDR085C","GroupV"
"P04710","YMR056C","GroupV"
"Q08269","YOL130W","GroupV"
"P25612","YCR107W","GroupV"
"P53111","YGL157W","GroupV"
"P35193","YOL082W","GroupV"
"P07249","YMR042W","GroupV"
"P35183","YBL069W","GroupV"
"Q08217","YOL045W","GroupV"
