# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "CDS" "-g" "Name" "-a" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/CBS6556TD.gff" "-o" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KM_STAR_March2019.txt" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam
KMXK0H01330	ChrVIII	248941	249582	+	642	1012	99	896	1125	1113	1248	965	935	976	857	943	1078
KMXK0H01340	ChrVIII	249708	253118	-	3411	2977	3098	3709	3111	2855	2835	3039	3349	3138	3472	3347	4141
KMXK0H01350	ChrVIII	253715	256138	+	2424	2372	441	2607	2449	2260	2277	2115	2026	2302	2408	2297	2354
KMXK0H01360	ChrVIII	256456	256905	-	450	5161	2591	8789	7363	7188	7766	6210	5637	7680	6251	6617	4821
KMXK0H01370	ChrVIII	258082	261555	-	3474	4065	19038	4899	4409	4993	4174	3546	3562	4971	3012	2777	4144
KMXK0H01380	ChrVIII	263245	264891	+	1647	11490	350	10911	15423	17887	18586	20705	16569	17023	16821	15777	20552
KMXK0H01390	ChrVIII	265691	266905	+	1215	1816	324	1660	1929	1790	1660	1383	1475	1829	1537	1419	1247
KMXK0H01400	ChrVIII	267380	269638	-	2259	6322	5509	6450	5003	5520	5534	3883	4241	4762	4048	4101	4454
KMXK0H01410	ChrVIII	270000	272336	-	2337	1727	351	1541	1924	1751	1647	1554	1563	1841	1781	1817	1548
KMXK0H01420	ChrVIII	273031	275055	-	2025	19131	128030	28940	22528	15574	25552	20214	15393	19150	27760	29398	29724
KMXK0H01430	ChrVIII	277358	278107	+	750	2278	305	2131	1944	1547	1645	1280	1392	2194	2381	1989	1867
KMXK0H01440	ChrVIII	278918	280471	+	1554	2752	2035	2772	3104	2937	3263	3600	3536	3622	3726	3815	4188
KMXK0H01450	ChrVIII	281135	281752	-	618	3743	4023	6510	4054	4631	4235	3186	4200	6453	3883	3379	3673
KMXK0H01460	ChrVIII	283882	284274	+	393	5909	2212	7042	8980	8951	11248	8828	11126	8381	7521	8673	9683
KMXK0H01470	ChrVIII	285556	285918	-	363	821	261	925	955	860	985	1049	1067	1100	1082	1048	1169
KMXK0H01480	ChrVIII	286896	288179	-	1284	2063	534	1768	2363	2247	2289	1920	1944	2345	2046	1782	2216
KMXK0H01490	ChrVIII	288664	289113	+	450	1340	122	952	1288	1221	1219	935	1086	1341	927	858	957
KMXK0H01500	ChrVIII	289485	290888	+	1404	1018	135	752	1276	1170	1241	1088	1003	917	977	868	1074
KMXK0H01510	ChrVIII	291194	292276	+	1083	3033	1332	3234	4218	3127	3544	3332	3316	3729	4436	4087	3852
KMXK0H01520	ChrVIII	292501	300813	-	8313	972	115	820	615	565	661	724	669	569	640	716	754
KMXK0H01530	ChrVIII	301143	301514	-	372	5183	1085	5299	7593	7823	9117	8312	10017	7040	6689	7185	9583
KMXK0H01540	ChrVIII	302817	303632	+	816	578	282	677	465	407	440	369	532	507	456	388	552
KMXK0H01550	ChrVIII	303981	304532	+	552	192	112	223	219	213	241	205	261	279	256	232	327
KMXK0H01560	ChrVIII	305140	306498	+	1359	907	121	860	1359	1150	1180	850	946	1109	1046	1023	891
KMXK0H01570	ChrVIII	307274	308347	-	1074	2145	3145	1556	1481	1571	1612	2066	1566	2098	1263	956	1612
KMXK0H01580	ChrVIII	310474	311115	-	642	839	822	763	748	755	742	782	647	732	628	541	613
KMXK0H01590	ChrVIII	311609	311935	+	327	737	300	602	624	728	763	551	622	625	592	618	693
KMXK0H01600	ChrVIII	312160	313095	-	936	1508	53	1075	2005	2173	1732	1198	1283	1512	1358	1273	1413
KMXK0H01610	ChrVIII	313440	314411	-	972	2401	550	1940	2320	2341	2662	1521	1814	1858	1622	1685	1647
KMXK0H01620	ChrVIII	314722	315540	+	819	390	43	335	502	596	552	355	386	418	377	337	411
KMXK0H01630	ChrVIII	315610	318300	-	2691	604	346	597	549	510	652	579	768	640	644	690	1244
KMXK0H01640	ChrVIII	318649	321030	-	2382	2084	4317	1830	1381	1265	1529	1586	2226	1667	1948	1925	2211
KMXK0H01650	ChrVIII	322129	322470	+	342	1223	83	1073	1207	992	827	761	821	1278	1526	1184	1007
KMXK0H01660	ChrVIII	322526	324910	-	2385	1375	68	1265	1579	1426	1697	1576	1628	1580	1637	1663	1594
KMXK0H01670	ChrVIII	325221	327191	-	1971	680	33	467	791	851	911	619	756	669	657	680	724
KMXK0H01680	ChrVIII	327661	330300	-	2640	5755	201	6010	7677	6925	7158	6460	6446	5022	5575	5789	6527
KMXK0H01690	ChrVIII	331674	332141	-	468	1016	165	796	1114	1026	1014	714	692	746	832	853	685
KMXK0H01700	ChrVIII	332503	333192	+	690	963	238	971	1001	865	839	750	740	929	782	698	793
KMXK0H01710	ChrVIII	333285	334340	-	1056	1954	229	1836	1787	1732	1836	1325	1310	1602	1644	1631	1522
KMXK0H01720	ChrVIII	334580	335041	-	462	1294	76	1020	1385	1400	1493	1307	1296	1038	1418	1432	1475
KMXK0H01730	ChrVIII	335482	338061	-	2580	2337	83	2347	2966	2869	3622	3242	4238	2469	2685	2884	3460
KMXK0H01740	ChrVIII	338823	339476	-	654	425	63	355	524	472	404	352	349	451	289	355	286
KMXK0H01750	ChrVIII	339869	341527	-	1659	1302	813	1193	1447	1235	1301	1297	1439	1862	1452	1328	1298
KMXK0H01760	ChrVIII	342154	342639	-	486	5728	5606	5981	12368	10842	12046	9213	12654	10170	7487	7624	7569
KMXK0H01770	ChrVIII	343007	343507	-	501	20	56	17	8	8	8	8	5	11	3	2	6
KMXK0H01780	ChrVIII	344791	346455	+	1665	198	22	45	13	14	9	18	6	31	10	13	20
KMXK0H01790	ChrVIII	348281	350350	+	2070	2130	16317	1645	1430	1296	1310	1594	2256	1943	1436	1224	1501
KMXK0H01800	ChrVIII	350919	352478	-	1560	2308	2353	2120	2138	1795	1858	1504	1456	2386	1858	1692	1714
KMXK0H01810	ChrVIII	352707	353207	-	501	6	6	10	10	11	12	3	3	4	5	6	10
KMXK0H01820	ChrVIII	353313	353924	-	612	526	95	427	809	674	666	582	585	714	657	467	701
KMXK0H01830	ChrVIII	355488	356234	+	747	2369	9658	3313	7316	7240	6473	1022	2018	837	1228	1006	1547
KMXK0H01840	ChrVIII	356787	358082	+	1296	702	81	680	702	657	732	511	553	530	498	486	589
KMXK0H01850	ChrVIII	358110	358811	-	702	570	52	409	524	538	473	414	530	457	464	413	441
KMXK0H01860	ChrVIII	359447	361006	-	1560	5835	20046	4018	2859	2877	4112	4303	5552	1741	3072	5493	5556
KMXK0H01870	ChrVIII	362730	363263	-	534	2	0	3	0	2	0	1	1	0	0	0	0
KMXK0H01880	ChrVIII	363607	364905	-	1299	1260	373	1334	1232	1187	1044	875	1039	1128	1240	1092	1223
KMXK0H01890	ChrVIII	365775	366092	-	318	710	128	595	884	953	919	513	549	664	609	454	490
KMXK0H01900	ChrVIII	366633	367055	+	423	1334	28	920	1163	1026	1368	1278	1551	1233	1509	1409	2034
KMXK0H01910	ChrVIII	368377	368652	+	276	6809	2606	7115	9051	9766	11213	10277	12725	8968	8317	9102	12404
KMXK0H01920	ChrVIII	369575	373021	+	3447	1543	261	1546	1124	1170	1292	1313	1352	1176	1467	1431	1675
KMXK0H01930	ChrVIII	373290	374261	-	972	3062	3788	2522	3074	2750	3031	2277	2377	2588	2806	2870	2768
KMXK0H01940	ChrVIII	374939	377194	-	2256	702	38	690	865	905	825	612	762	909	637	580	781
KMXK0H01950	ChrVIII	377463	377687	+	225	252	54	226	160	148	175	115	129	205	167	137	168
KMXK0H01960	ChrVIII	377773	378807	-	1035	538	47	472	787	748	605	537	597	739	673	645	605
KMXK0H01970	ChrVIII	379184	383845	+	4662	835	307	835	879	806	951	889	945	903	907	895	1189
KMXK0H01980	ChrVIII	384343	385890	+	1548	886	586	1069	684	766	755	593	1338	911	748	682	1493
KMXK0H01990	ChrVIII	386191	386730	+	540	1360	173	1087	1596	1497	1499	1014	1024	1355	1069	855	892
KMXK0H02000	ChrVIII	386850	388466	-	1617	1586	123	1400	1418	1410	1542	1403	1309	1402	1443	1324	1677
KMXK0H02010	ChrVIII	388654	389916	+	1263	1149	245	1215	1138	1154	1134	898	989	1222	1018	974	1102
KMXK0H02020	ChrVIII	390105	391031	-	927	2387	144	2114	2946	2849	2886	2641	2854	2769	2717	2602	2922
KMXK0H02030	ChrVIII	391527	392081	+	555	1089	128	1054	1603	1690	2032	1543	1828	1388	1183	1267	1579
KMXK0H02040	ChrVIII	392490	392927	-	438	926	119	1419	963	885	1100	1102	1255	1271	1008	909	838
KMXK0H02050	ChrVIII	394707	398030	+	3324	3008	635	2274	1841	2020	2093	1438	1924	1629	1537	1662	1324
KMXK0H02060	ChrVIII	398071	398412	-	342	117	42	133	81	72	87	88	93	112	83	86	100
KMXK0H02070	ChrVIII	398634	399533	+	900	546	122	519	524	483	501	405	413	490	503	536	461
KMXK0H02080	ChrVIII	399635	400582	-	948	721	60	604	886	772	868	730	727	714	840	850	1000
KMXK0H02090	ChrVIII	401060	402016	-	957	612	2421	709	695	603	566	575	755	639	700	597	1186
KMXK0H02100	ChrVIII	404281	406668	+	2388	2749	867	2891	3563	3172	3333	2445	2457	2947	2991	3025	3114
KMXK0H02110	ChrVIII	406713	413624	-	6912	610	481	745	529	567	581	588	649	634	594	557	851
KMXK0H02120	ChrVIII	414277	414678	-	402	545	15	410	919	645	649	684	625	731	736	555	769
KMXK0H02130	ChrVIII	415134	417674	+	2541	1330	895	1235	1174	1130	1215	1187	1157	1341	1120	1048	1455
KMXK0H02140	ChrVIII	417897	420155	-	2259	1915	768	1902	1815	1746	2017	1857	1684	1768	1863	1976	2074
KMXK0H02150	ChrVIII	421271	422986	+	1716	3179	3274	2546	1884	1850	2233	3256	2881	2790	2134	1911	2608
KMXK0H02160	ChrVIII	423522	424925	+	1404	1775	464	1747	1929	1869	2198	1912	1853	1956	1732	1748	1890
KMXK0H02170	ChrVIII	425172	425669	-	498	989	165	834	975	932	1184	1023	1076	946	1080	1049	1196
KMXK0H02180	ChrVIII	426084	426752	+	669	462	66	403	372	322	327	312	319	441	404	331	461
KMXK0H02190	ChrVIII	427211	428068	+	858	5019	468	4221	4361	4201	3824	4431	4074	4726	5340	5477	5231
KMXK0H02200	ChrVIII	429944	435625	+	5682	2697	419	4568	5176	5012	5917	6922	8102	6869	4973	5777	7022
KMXK0H02210	ChrVIII	438037	439152	+	1116	69	21	40	263	207	55	439	250	543	362	137	219
KMXK0H02220	ChrVIII	440035	440601	+	567	1080	1319	1280	934	935	899	1134	1125	1176	1336	1075	1263
KMXK0H02230	ChrVIII	441222	442874	+	1653	1957	233	1913	1959	1862	1871	1723	1775	2208	1874	1691	1730
KMXK0H02240	ChrVIII	443023	443970	-	948	1168	51	1040	1590	1418	1289	1372	1509	1993	1391	1331	1243
KMXK0H02250	ChrVIII	444375	446303	-	1929	926	41	1003	1288	1198	1092	1237	1216	1119	1201	1072	1224
KMXK0H02260	ChrVIII	447437	450988	+	3552	1452	271	2261	1605	1726	1989	1552	2562	1574	1857	1947	3540
KMXK0H02270	ChrVIII	451178	452035	-	858	823	86	741	824	831	869	775	727	635	686	704	599
KMXK0H02280	ChrVIII	452287	452724	+	438	1120	470	1045	898	865	1136	960	1177	942	905	1107	931
KMXK0H02290	ChrVIII	452872	454371	-	1500	2024	89	2742	3188	3872	2821	2060	2384	2676	2102	1912	2577
KMXK0H02300	ChrVIII	455448	459866	-	4419	778	330	695	725	768	804	602	669	617	543	558	585
KMXK0H02310	ChrVIII	461255	461878	-	624	15075	16832	42566	26120	24709	34648	10581	23207	49758	7324	7983	5054
KMXK0H02320	ChrVIII	462948	464360	+	1413	951	286	1193	1715	1615	1822	1176	1242	1624	1213	1199	1073
KMXK0H02330	ChrVIII	464560	466107	-	1548	426	27	412	498	446	416	385	547	554	435	380	449
KMXK0H02340	ChrVIII	466379	466975	+	597	1082	68	896	873	774	896	696	744	800	857	911	1045
KMXK0H02350	ChrVIII	467070	468395	-	1326	3174	552	3445	3611	3517	3934	2613	2883	3132	2845	2901	3233
KMXK0H02360	ChrVIII	469077	471563	+	2487	832	607	1017	844	821	975	734	1483	898	810	831	1642
KMXK0H02370	ChrVIII	471608	474328	-	2721	741	66	621	691	658	768	538	548	586	641	615	844
KMXK0H02380	ChrVIII	474732	475973	-	1242	867	152	854	1122	986	1114	783	1332	1137	884	881	1099
KMXK0H02390	ChrVIII	476384	478213	+	1830	1204	1008	1193	1102	986	1170	872	2308	1239	1104	1007	1955
KMXK0H02400	ChrVIII	478316	480853	-	2538	105	5	83	100	107	106	108	151	98	105	89	125
KMXK0H02410	ChrVIII	481444	482802	-	1359	1320	126	1092	1875	1795	1615	2013	1786	2108	1992	1718	1898
KMXK0H02420	ChrVIII	484146	485960	+	1815	5837	3152	7862	6565	6612	6139	10105	7359	12849	7649	6162	7371
KMXK0H02430	ChrVIII	487066	489315	+	2250	1074	749	1907	1723	1714	1517	1842	1909	2390	2086	1661	1903
KMXK0H02440	ChrVIII	490626	491354	+	729	962	661	1524	430	491	392	679	720	914	1211	994	1216
KMXK0H02450	ChrVIII	492098	493654	-	1557	939	18	989	1060	858	955	884	894	943	966	884	966
KMXK0H02460	ChrVIII	493961	494287	+	327	925	169	1051	1350	1111	927	801	920	1486	1043	830	927
KMXK0H02470	ChrVIII	494524	496008	-	1485	3692	1388	4267	2269	2175	1917	2277	2207	2429	3151	2858	3061
KMXK0H02480	ChrVIII	497259	498845	+	1587	2784	757	2674	2867	2599	2776	2991	2644	3221	2915	2621	2777
KMXK0H02490	ChrVIII	499971	500891	+	921	1068	39	940	830	786	815	832	823	683	1093	1052	1376
KMXK0H02500	ChrVIII	501168	502073	-	906	1712	134	1703	1895	1933	2096	1622	1622	1633	1623	1624	1477
KMXK0H02510	ChrVIII	502472	504916	-	2445	1057	127	1070	874	898	1052	1017	1035	1022	1104	1049	1345
KMXK0H02520	ChrVIII	505233	506447	+	1215	445	44	418	547	490	452	393	383	447	458	448	625
KMXK0H02530	ChrVIII	506642	506881	+	240	37	2	31	44	37	45	33	41	43	37	35	30
KMXK0H02540	ChrVIII	507389	508942	-	1554	6248	1350	4875	6636	6025	5795	5247	4707	5902	6246	5919	6481
KMXK0H02550	ChrVIII	512768	514566	-	1799	90	70	97	5	3	4	59	37	107	57	40	26
KMXK0H02560	ChrVIII	517645	517818	+	174	1003	790	826	1255	1070	1186	737	1309	984	1025	993	1228
KMXK0H02570	ChrVIII	518174	518392	-	219	549	250	480	379	377	347	458	507	517	473	466	411
KMXK0H02580	ChrVIII	519028	522099	+	3072	3125	475	2939	4440	3671	3843	4205	3900	4177	4424	4468	5072
KMXK0H02590	ChrVIII	523621	525339	+	1719	506	1246	227	10	10	2	13	11	38	12	4	28
KMXK0H02600	ChrVIII	527309	528040	+	732	3884	102	2820	5195	4919	5110	5051	5083	4763	5349	5277	5868
KMXK0H02610	ChrVIII	528836	530416	+	1581	3236	441	3151	3303	3594	4049	3133	3458	3372	3049	3272	2900
KMXK0H02620	ChrVIII	530867	531799	+	933	983	54	1075	787	775	931	869	877	971	852	856	881
KMXK0H02630	ChrVIII	531901	533826	-	1926	1547	720	1459	1631	1511	1510	1206	1327	1575	1441	1345	1437
KMXK0H02640	ChrVIII	534270	535904	-	1635	1306	128	1123	1120	1098	1102	804	919	1072	990	891	842
KMXK0H02650	ChrVIII	536433	537764	-	1332	1207	373	1448	1373	1275	1435	1674	1855	1821	1700	1424	2103
KMXK0H02660	ChrVIII	538909	546747	+	7839	1392	808	1729	1097	1158	1061	1564	1267	1182	1337	1214	2625
KMXK0H02670	ChrVIII	547081	550554	+	3474	618	53	685	479	450	447	457	434	535	453	459	399
KMXK0H02680	ChrVIII	551500	552126	+	627	6166	1567	5163	4183	4341	4522	5340	5041	4495	6107	6654	6333
KMXK0H02690	ChrVIII	552812	553159	-	348	2546	441	1841	2647	2627	2632	1749	1860	2385	1773	1656	1445
KMXK0H02700	ChrVIII	553410	554237	-	828	270	10	271	322	275	246	246	245	229	299	314	453
KMXK0H02710	ChrVIII	554601	555392	-	792	1133	176	1439	2097	1699	2007	1373	1458	1362	1282	1500	1934
KMXK0H02720	ChrVIII	556001	556453	+	453	132	18	90	106	133	124	102	94	146	137	95	138
KMXK0H02730	ChrVIII	556768	558339	+	1572	1025	190	887	924	832	916	836	1147	969	929	854	1204
KMXK0H02740	ChrVIII	558940	559279	+	340	714	90	597	621	605	775	632	611	502	685	698	820
KMXK0H02750	ChrVIII	559565	561190	+	1626	620	86	516	746	579	707	716	619	764	673	530	696
KMXK0H02760	ChrVIII	561562	562632	+	1071	1740	1681	1348	1680	1611	1518	1372	1226	1672	1462	1352	1307
KMXK0H02770	ChrVIII	563074	563658	+	585	978	179	1259	1176	940	1255	1082	1054	1381	1144	866	999
KMXK0H02780	ChrVIII	563808	565106	-	1299	2424	444	2269	2309	2072	2280	1881	1799	2234	2307	2385	2012
KMXK0H02790	ChrVIII	565471	567192	-	1722	4630	231	4176	5265	5049	5867	5574	6651	4710	4418	4464	6846
KMXK0H02800	ChrVIII	568436	570004	+	1569	709	132	638	698	599	710	533	1206	690	689	611	1204
KMXK0H02810	ChrVIII	570274	571812	+	1539	917	50	735	952	962	1194	1034	1032	957	832	908	919
KMXK0H02820	ChrVIII	572016	572786	-	771	642	194	588	550	527	647	485	1140	577	630	541	892
KMXK0H02830	ChrVIII	573281	575347	+	2067	639	165	526	585	554	549	422	636	559	580	463	592
KMXK0H02840	ChrVIII	575670	576878	-	1209	1731	611	1499	2018	2128	2133	1651	1905	1961	1589	1597	1681
KMXK0H02850	ChrVIII	577148	578005	+	858	477	66	445	556	609	713	636	781	633	544	621	640
KMXK0H02860	ChrVIII	578015	579187	-	1173	399	16	403	576	557	551	507	508	464	532	444	515
KMXK0H02870	ChrVIII	580505	581860	+	1356	2892	833	1742	2203	1749	2299	3558	2521	2835	3867	3152	4768
KMXK0H02880	ChrVIII	583508	584431	+	924	1605	34	679	2004	1643	1727	2476	2463	2753	2457	1616	2202
KMXK0H02890	ChrVIII	585112	586908	-	1797	836	115	730	933	836	948	691	1349	1031	847	770	1023
KMXK0H02900	ChrVIII	587205	590054	-	2850	1000	35	927	1349	1202	1298	1225	1352	1137	1290	1146	1296
KMXK0H02910	ChrVIII	590468	591199	+	732	363	35	343	379	352	424	316	347	354	399	418	330
KMXK0H02920	ChrVIII	591348	593951	-	2604	56	4	85	111	85	154	274	263	328	120	77	92
KMXK0H02930	ChrVIII	594485	596155	+	1671	1276	76	1256	1791	1619	1908	1494	1501	1606	1562	1429	1651
KMXK0H02940	ChrVIII	596199	596978	-	780	637	122	548	639	592	558	463	422	569	493	429	475
KMXK0H02950	ChrVIII	597169	597318	-	150	552	182	482	494	503	677	374	483	423	377	439	375
KMXK0H02960	ChrVIII	597712	598809	+	1098	2413	348	1810	2656	2334	2707	1854	2105	2254	1872	2078	2162
KMXK0H02970	ChrVIII	599094	599966	-	873	7992	2254	8235	9595	10130	11777	10594	13315	9233	9574	9975	13072
KMXK0H02980	ChrVIII	600764	602185	+	1422	555	14	530	532	494	577	458	538	536	475	446	520
KMXK0H02990	ChrVIII	602677	603270	+	594	412	67	342	623	582	464	349	380	447	427	358	373
KMXK0H03000	ChrVIII	603372	604349	-	978	1255	633	1231	1378	1442	1438	1295	1296	1390	1271	1089	1443
KMXK0H03010	ChrVIII	605259	606338	+	1080	5711	1731	4740	4784	5982	4418	7440	7646	8708	6038	3943	7981
KMXK0H03020	ChrVIII	606742	608118	-	1377	587	130	837	459	500	510	814	595	852	555	502	791
KMXK0H03030	ChrVIII	609048	609851	-	804	1164	77	586	873	791	735	2224	1246	881	1009	731	1455
KMXK0H03040	ChrVIII	610652	615034	-	4383	3473	1451	3919	4499	4112	4921	4737	4750	4755	4106	4136	4623
KMXK0H03050	ChrVIII	615532	616581	-	1050	1667	331	3097	1914	2018	1380	1730	1392	2190	1025	851	622
KMXK0H03060	ChrVIII	617106	618155	-	1050	541	39	342	861	759	696	614	597	798	681	616	688
KMXK0H03070	ChrVIII	618635	619741	-	1107	2232	600	1775	2006	2184	2102	1517	1556	1604	1548	1548	1354
KMXK0H03080	ChrVIII	620165	621049	-	885	2190	165	1988	2595	2432	2764	2116	2377	2419	2134	1904	2312
KMXK0H03090	ChrVIII	623241	624425	-	1185	3150	737	3470	1938	1941	1704	5049	4246	6046	4010	2656	4252
KMXK0H03100	ChrVIII	628650	630986	+	2337	5691	4765	6460	4302	4676	5213	4228	4186	5803	4133	3645	3975
KMXK0H03110	ChrVIII	631214	632056	-	843	539	29	469	486	428	411	354	411	422	471	392	409
KMXK0H03120	ChrVIII	632417	634675	-	2259	17652	29333	20353	61058	65392	57598	42773	45134	62372	39108	35645	44073
KMXK0H03130	ChrVIII	635316	635747	-	432	201	95	247	516	489	441	332	309	630	405	263	395
KMXK0H03140	ChrVIII	635910	637523	-	1614	557	21	794	831	755	856	642	634	754	709	580	748
KMXK0H03150	ChrVIII	637743	641081	-	3339	1033	719	1128	756	640	827	738	822	780	701	676	764
KMXK0H03160	ChrVIII	641404	641991	-	588	929	68	1005	835	820	1074	837	884	946	908	926	921
KMXK0H03170	ChrVIII	642347	643663	-	1317	840	18	812	1162	960	970	894	1016	1007	870	857	951
KMXK0H03180	ChrVIII	644022	646238	-	2217	1142	40	977	1981	1918	2097	1286	1522	1183	1573	1413	2195
KMXK0H03190	ChrVIII	646963	648759	-	1797	3246	176	3549	3799	3712	3786	2692	2844	2868	2932	3020	3143
KMXK0H03200	ChrVIII	649333	649962	+	630	382	105	409	481	420	445	395	358	459	462	368	517
KMXK0H03210	ChrVIII	650208	650654	+	447	711	611	713	750	683	713	688	677	840	704	666	704
KMXK0H03220	ChrVIII	650821	651264	-	444	1280	1129	1183	1167	1063	1163	861	909	899	1001	862	996
KMXK0H03230	ChrVIII	651850	652551	+	702	2261	407	2435	2704	2476	2592	1901	1875	2218	2313	2182	2270
KMXK0H03240	ChrVIII	653196	655679	+	2484	2743	1634	2729	2573	2486	2311	2427	2371	2860	2956	2605	3072
KMXK0H03250	ChrVIII	656040	656885	-	846	979	245	964	980	754	853	1209	540	783	889	770	1015
KMXK0H03260	ChrVIII	658191	659744	+	1554	5033	1347	5281	3137	3416	2591	3394	2940	3591	4656	4416	4319
KMXK0H03270	ChrVIII	659992	664230	-	4239	527	54	495	537	503	618	497	489	447	503	447	545
KMXK0H03280	ChrVIII	664855	666174	-	1320	406	28	331	1510	1275	1243	869	1057	788	1479	1547	1780
KMXK0H03290	ChrVIII	666551	667243	-	693	1011	66	842	1767	1717	1707	1270	1348	1112	1705	1966	1909
KMXK0H03300	ChrVIII	667854	668969	+	1116	1423	148	1260	1665	1607	1608	1476	1584	1609	1801	1607	2123
KMXK0H03310	ChrVIII	669126	671279	-	2154	3059	438	2675	3093	2999	3257	2574	2592	2718	2748	2591	2713
KMXK0H03320	ChrVIII	671567	671890	+	324	872	294	706	792	737	718	535	482	743	630	564	582
KMXK0H03330	ChrVIII	673200	673481	+	282	6488	972	4846	9753	8446	7812	7643	6638	7844	8198	7216	7341
KMXK0H03340	ChrVIII	674305	675081	+	777	1631	55	1608	2361	1847	2110	2192	1886	1584	1982	1782	2437
KMXK0H03350	ChrVIII	675178	675816	-	639	313	30	295	415	417	360	364	371	473	388	284	352
KMXK0H03360	ChrVIII	676245	679499	+	3255	1064	897	895	487	564	541	580	580	614	690	546	822
KMXK0H03370	ChrVIII	679517	681391	-	1875	1018	70	847	1509	1722	1315	740	824	870	829	760	867
KMXK0H03380	ChrVIII	681779	683194	-	1416	1695	277	1201	1712	1888	1988	1388	1612	1658	1227	1275	1106
KMXK0H03390	ChrVIII	683607	684272	+	666	1284	272	1073	1071	1115	1239	1013	1165	1039	880	937	958
KMXK0H03400	ChrVIII	684354	685421	-	1068	596	9	539	600	570	662	587	638	558	550	526	688
KMXK0H03410	ChrVIII	685705	688584	+	2880	1000	173	962	934	859	1112	1135	1114	1036	1077	1080	1291
KMXK0H03420	ChrVIII	688654	689451	-	798	3132	1559	2459	2313	1928	1931	1755	2029	2227	1948	1605	1836
KMXK0H03430	ChrVIII	690467	693175	+	2709	6218	3436	5060	5105	4191	4940	4409	4331	4575	4541	4942	4897
KMXK0H03440	ChrVIII	693294	695222	-	1929	770	26	784	1362	1226	1209	1092	1090	1069	1013	956	1038
KMXK0H03450	ChrVIII	695432	699859	-	4428	780	359	834	663	684	652	642	667	600	756	638	1063
KMXK0H03460	ChrVIII	700487	700741	+	255	5318	2657	4533	4700	3983	3661	2017	2326	2552	3550	3774	3224
KMXK0H03470	ChrVIII	700944	701936	-	993	1067	1792	1264	1340	1294	1067	1430	1241	2121	1457	978	1278
