"","protein","Gene","orthogroup"
"4652","Q12025","YDR056C","S+KZC"
"4653","Q12027","YDL176W","S+KZC"
"4654","Q12028","YPR029C","S+KZC"
"4655","Q12029","YOR271C","S+KZC"
"4656","Q12030","YDR167W","S+KZC"
"4657","Q12031","YPR006C","S+KZC"
"4658","Q12032","YOR215C","S+KZC"
"4659","Q12033","YOR275C","S+KZC"
"4660","Q12034","YDR515W","S+KZC"
"4661","Q12035","YLR051C","S+KZC"
"4662","Q12036","YPL148C","S+KZC"
"4663","Q12038","YPR032W","S+KZC"
"4664","Q12039","YOL095C","S+KZC"
"4665","Q12040","YOR283W","S+KZC"
"4666","Q12041","YDR253C","S+KZC"
"4667","Q12042","YPL162C","S+KZC"
"4668","Q12044","YOR220W","S+KZC"
"4669","Q12045","YPL253C","S+KZC"
"4670","Q12046","YDL209C","S+KZC"
"4671","Q12049","YPR045C","S+KZC"
"4672","Q12050","YOR144C","S+KZC"
"4673","Q12051","YPL069C","S+KZC"
"4674","Q12052","YPL157W","S+KZC"
"4675","Q12055","YDL166C","S+KZC"
"4676","Q12056","YOR226C","S+KZC"
"4677","Q12057","YOR104W","S+KZC"
"4678","Q12059","YPL003W","S+KZC"
"4679","Q12060","YPL254W","S+KZC"
"4680","Q12063","YDL193W","S+KZC"
"4681","Q12066","YDL089W","S+KZC"
"4682","Q12067","YOR079C","S+KZC"
"4683","Q12068","YOL151W","S+KZC"
"4684","Q12069","YDL036C","S+KZC"
"4685","Q12071","YDR027C","S+KZC"
"4686","Q12072","YLR095C","S+KZC"
"4687","Q12074","YPR069C","S+KZC"
"4688","Q12078","YLR034C","S+KZC"
"4689","Q12080","YPL146C","S+KZC"
"4690","Q12082","YDL157C","S+KZC"
"4691","Q12083","YPL164C","S+KZC"
"4692","Q12084","YDR020C","S+KZC"
"4693","Q12086","YDR263C","S+KZC"
"4694","Q12088","YLR035C-A","S+KZC"
"4695","Q12089","YPL005W","S+KZC"
"4696","Q12090","YLR107W","S+KZC"
"4697","Q12091","YPL170W","S+KZC"
"4698","Q12092","YPL166W","S+KZC"
"4699","Q12093","YDL033C","S+KZC"
"4700","Q12094","YOR006C","S+KZC"
"4701","Q12096","YOR320C","S+KZC"
"4702","Q12098","YLR135W","S+KZC"
"4703","Q12099","YDR021W","S+KZC"
"4704","Q12100","YDL025C","S+KZC"
"4705","Q12102","YLR115W","S+KZC"
"4706","Q12104","YOR166C","S+KZC"
"4707","Q12106","YOR228C","S+KZC"
"4708","Q12107","YLR102C","S+KZC"
"4709","Q12108","YOR118W","S+KZC"
"4710","Q12109","YOL097C","S+KZC"
"4711","Q12110","YLR049C","S+KZC"
"4712","Q12113","YOR192C-B","S+KZC"
"4713","Q12114","YLR330W","S+KZC"
"4714","Q12116","YDR105C","S+KZC"
"4715","Q12117","YDR033W","S+KZC"
"4716","Q12118","YOR007C","S+KZC"
"4717","Q12119","YER060W-A","S+KZC"
"4718","Q12121","YDL211C","S+KZC"
"4719","Q12122","YDL131W","S+KZC"
"4720","Q12124","YDL005C","S+KZC"
"4721","Q12125","YOR164C","S+KZC"
"4722","Q12127","YLR110C","S+KZC"
"4723","Q12129","YLR363C","S+KZC"
"4724","Q12132","YPL230W","S+KZC"
"4725","Q12133","YLR066W","S+KZC"
"4726","Q12136","YDL153C","S+KZC"
"4727","Q12139","YPR022C","S+KZC"
"4728","Q12140","YDL037C","S+KZC"
"4729","Q12141","YGR027W-B","S+KZC"
"4730","Q12142","YDL149W","S+KZC"
"4731","Q12143","YPL233W","S+KZC"
"4732","Q12144","YLR064W","S+KZC"
"4733","Q12145","YPR013C","S+KZC"
"4734","Q12146","YOL146W","S+KZC"
"4735","Q12149","YOR001W","S+KZC"
"4736","Q12150","YLR087C","S+KZC"
"4737","Q12151","YDR213W","S+KZC"
"4738","Q12152","YPL150W","S+KZC"
"4739","Q12153","YDR312W","S+KZC"
"4740","Q12154","YDL100C","S+KZC"
"4741","Q12155","YLR050C","S+KZC"
"4742","Q12156","YDR063W","S+KZC"
"4743","Q12157","YDL008W","S+KZC"
"4744","Q12158","YDL003W","S+KZC"
"4745","Q12159","YDR381W","S+KZC"
"4746","Q12160","YPR063C","S+KZC"
"4747","Q12161","YOL054W","S+KZC"
"4748","Q12163","YDR162C","S+KZC"
"4749","Q12164","YLL023C","S+KZC"
"4750","Q12165","YDL004W","S+KZC"
"4751","Q12166","YOR108W","S+KZC"
"4752","Q12167","YDR065W","S+KZC"
"4753","Q12168","YLR144C","S+KZC"
"4754","Q12171","YOR147W","S+KZC"
"4755","Q12172","YOR162C","S+KZC"
"4756","Q12173","YGR109W-A","S+KZC"
"4757","Q12175","YDL154W","S+KZC"
"4758","Q12176","YDR060W","S+KZC"
"4759","Q12178","YPR062W","S+KZC"
"4760","Q12179","YPL245W","S+KZC"
"4761","Q12180","YOL089C","S+KZC"
"4762","Q12181","YPR048W","S+KZC"
"4763","Q12182","YOR342C","S+KZC"
"4764","Q12184","YPL252C","S+KZC"
"4765","Q12186","YLR116W","S+KZC"
"4766","Q12188","YPR007C","S+KZC"
"4767","Q12189","YOR095C","S+KZC"
"4768","Q12191","YDL099W","S+KZC"
"4769","Q12192","YOR279C","S+KZC"
"4770","Q12194","YPL066W","S+KZC"
"4771","Q12196","YOR119C","S+KZC"
"4772","Q12199","YPR040W","S+KZC"
"4773","Q12200","YPL006W","S+KZC"
"4774","Q12202","YLR054C","S+KZC"
"4775","Q12204","YOR022C","S+KZC"
"4776","Q12205","YLR057W","S+KZC"
"4777","Q12206","YOR229W","S+KZC"
"4778","Q12207","YPR149W","S+KZC"
"4779","Q12208","YLR132C","S+KZC"
"4780","Q12209","YLR047C","S+KZC"
"4781","Q12211","YPL212C","S+KZC"
"4782","Q12212","YOR137C","S+KZC"
"4783","Q12213","YPL198W","S+KZC"
"4784","Q12214","YPR068C","S+KZC"
"4785","Q12215","YOL105C","S+KZC"
"4786","Q12216","YOR156C","S+KZC"
"4787","Q12219","YOR114W","S+KZC"
"4788","Q12220","YLR129W","S+KZC"
"4789","Q12223","YDL059C","S+KZC"
"4790","Q12224","YPL089C","S+KZC"
"4791","Q12229","YDL091C","S+KZC"
"4792","Q12230","YPL004C","S+KZC"
"4793","Q12232","YOR154W","S+KZC"
"4794","Q12233","YPR020W","S+KZC"
"4795","Q12234","YOR216C","S+KZC"
"4796","Q12235","YLL055W","S+KZC"
"4797","Q12236","YOL100W","S+KZC"
"4798","Q12239","YOL107W","S+KZC"
"4799","Q12241","YOR106W","S+KZC"
"4800","Q12242","YOR138C","S+KZC"
"4801","Q12244","YLL054C","S+KZC"
"4802","Q12245","YPL144W","S+KZC"
"4803","Q12246","YOR171C","S+KZC"
"4804","Q12247","YLR068W","S+KZC"
"4805","Q12248","YDR016C","S+KZC"
"4806","Q12250","YDL147W","S+KZC"
"4807","Q12251","YPR011C","S+KZC"
"4808","Q12252","YOL084W","S+KZC"
"4809","Q12255","YLR093C","S+KZC"
"4810","Q12256","YOR273C","S+KZC"
"4811","Q12257","YDL177C","S+KZC"
"4812","Q12259","YLR108C","S+KZC"
"4813","Q12262","YPR046W","S+KZC"
"4814","Q12263","YDR507C","S+KZC"
"4815","Q12265","YOL061W","S+KZC"
"4816","Q12267","YLR086W","S+KZC"
"4817","Q12269","YGR038C-B","S+KZC"
"4818","Q12270","YPL246C","S+KZC"
"4819","Q12271","YOR109W","S+KZC"
"4820","Q12272","YOL102C","S+KZC"
"4821","Q12273","YOL103W-B","S+KZC"
"4822","Q12274","YOR097C","S+KZC"
"4823","Q12275","YOR093C","S+KZC"
"4824","Q12276","YOR227W","S+KZC"
"4825","Q12277","YDL111C","S+KZC"
"4826","Q12280","YPL242C","S+KZC"
"4827","Q12283","YOR221C","S+KZC"
"4828","Q12284","YPR037C","S+KZC"
"4829","Q12285","YOL111C","S+KZC"
"4830","Q12286","YPR009W","S+KZC"
"4831","Q12287","YLL009C","S+KZC"
"4832","Q12288","YLR126C","S+KZC"
"4833","Q12289","YOR100C","S+KZC"
"4834","Q12291","YLR063W","S+KZC"
"4835","Q12292","YOL083W","S+KZC"
"4836","Q12296","YOL060C","S+KZC"
"4837","Q12297","YPL011C","S+KZC"
"4838","Q12298","YDR061W","S+KZC"
"4839","Q12300","YDL138W","S+KZC"
"4840","Q12301","YDL180W","S+KZC"
"4841","Q12303","YLR121C","S+KZC"
"4842","Q12305","YOR285W","S+KZC"
"4843","Q12306","YDR510W","S+KZC"
"4844","Q12308","YPL007C","S+KZC"
"4845","Q12309","YLR117C","S+KZC"
"4846","Q12311","YPR031W","S+KZC"
"4847","Q12314","YOR021C","S+KZC"
"4848","Q12315","YDL207W","S+KZC"
"4849","Q12316","YGR161C-D","S+KZC"
"4850","Q12318","YLR376C","S+KZC"
"4851","Q12320","YOR040W","S+KZC"
"4852","Q12321","YPR070W","S+KZC"
"4853","Q12322","YOL114C","S+KZC"
"4854","Q12324","YOR087W","S+KZC"
"4855","Q12325","YLR092W","S+KZC"
"4856","Q12326","YOL056W","S+KZC"
"4857","Q12328","YDL217C","S+KZC"
"4858","Q12329","YDR171W","S+KZC"
"4859","Q12330","YOR159C","S+KZC"
"4860","Q12331","YDR262W","S+KZC"
"4861","Q12334","YDL139C","S+KZC"
"4862","Q12335","YDR032C","S+KZC"
"4863","Q12339","YOR004W","S+KZC"
"4864","Q12340","YOR172W","S+KZC"
"4865","Q12341","YPL001W","S+KZC"
"4866","Q12342","YDL146W","S+KZC"
"4867","Q12343","YOR174W","S+KZC"
"4868","Q12344","YPL249C","S+KZC"
"4869","Q12345","YLR052W","S+KZC"
"4870","Q12347","YLR097C","S+KZC"
"4871","Q12348","YOL117W","S+KZC"
"4872","Q12349","YLR295C","S+KZC"
"4873","Q12350","YPR061C","S+KZC"
"4874","Q12354","YLR118C","S+KZC"
"4875","Q12355","YDR055W","S+KZC"
"4876","Q12358","YLL057C","S+KZC"
"4877","Q12359","YDR384C","S+KZC"
"4878","Q12361","YDL035C","S+KZC"
"4879","Q12362","YOL066C","S+KZC"
"4880","Q12363","YOR230W","S+KZC"
"4881","Q12365","YPL255W","S+KZC"
"4882","Q12366","YOL104C","S+KZC"
"4883","Q12367","YLR137W","S+KZC"
"4884","Q12368","YDL098C","S+KZC"
"4885","Q12369","YLL003W","S+KZC"
"4886","Q12370","YLL025W","S+KZC"
"4887","Q12372","YLL061W","S+KZC"
"4888","Q12374","YPR155C","S+KZC"
"4889","Q12375","YOR130C","S+KZC"
"4890","Q12377","YDL097C","S+KZC"
"4891","Q12379","YDR260C","S+KZC"
"4892","Q12380","YPL149W","S+KZC"
"4893","Q12382","YOR311C","S+KZC"
"4894","Q12383","YOL125W","S+KZC"
"4895","Q12385","YLR099C","S+KZC"
"4896","Q12386","YOR141C","S+KZC"
"4897","Q12387","YOL076W","S+KZC"
"4898","Q12389","YDL031W","S+KZC"
"4899","Q12393","YLR091W","S+KZC"
"4900","Q12395","YLR128W","S+KZC"
"4901","Q12398","YOR032C","S+KZC"
"4902","Q12400","YOL093W","S+KZC"
"4903","Q12402","YPR028W","S+KZC"
"4904","Q12403","YDL018C","S+KZC"
"4905","Q12404","YOR288C","S+KZC"
"4906","Q12405","YOR084W","S+KZC"
"4907","Q12406","YPR034W","S+KZC"
"4908","Q12408","YDL046W","S+KZC"
"4909","Q12411","YOL091W","S+KZC"
"4910","Q12412","YOR161C","S+KZC"
"4911","Q12414","YPL257W-B","S+KZC"
"4912","Q12415","YOR110W","S+KZC"
"4913","Q12416","YOR083W","S+KZC"
"4914","Q12417","YPL151C","S+KZC"
"4915","Q12418","YLR094C","S+KZC"
"4916","Q12420","YOR308C","S+KZC"
"4917","Q12421","YDR022C","S+KZC"
"4918","Q12424","YDL206W","S+KZC"
"4919","Q12425","YPR067W","S+KZC"
"4920","Q12427","YDR169C","S+KZC"
"4921","Q12428","YPR002W","S+KZC"
"4922","Q12429","YLR143W","S+KZC"
"4923","Q12431","YLL014W","S+KZC"
"4924","Q12432","YPR023C","S+KZC"
"4925","Q12433","YOR023C","S+KZC"
"4926","Q12434","YDL135C","S+KZC"
"4927","Q12436","YLR130C","S+KZC"
"4928","Q12438","YDL010W","S+KZC"
"4929","Q12440","YLR127C","S+KZC"
"4930","Q12442","YOL002C","S+KZC"
"4931","Q12445","YLR018C","S+KZC"
"4932","Q12446","YOR181W","S+KZC"
"4933","Q12447","YDR071C","S+KZC"
"4934","Q12449","YDR214W","S+KZC"
"4935","Q12450","YOR016C","S+KZC"
"4936","Q12451","YDL019C","S+KZC"
"4937","Q12452","YLR100W","S+KZC"
"4938","Q12453","YOR112W","S+KZC"
"4939","Q12454","YDR067C","S+KZC"
"4940","Q12455","YLR146C","S+KZC"
"4941","Q12457","YDR026C","S+KZC"
"4942","Q12458","YDR368W","S+KZC"
"4943","Q12460","YLR197W","S+KZC"
"4944","Q12461","YPL152W","S+KZC"
"4945","Q12462","YOL147C","S+KZC"
"4946","Q12463","YOL124C","S+KZC"
"4947","Q12464","YPL235W","S+KZC"
"4948","Q12465","YLR084C","S+KZC"
"4949","Q12466","YOR086C","S+KZC"
"4950","Q12467","YPL168W","S+KZC"
"4951","Q12468","YDL216C","S+KZC"
"4952","Q12471","YOL136C","S+KZC"
"4953","Q12472","YDR034C-D","S+KZC"
"4954","Q12473","YLL051C","S+KZC"
"4955","Q12477","YDL179W","S+KZC"
"4956","Q12480","YPR004C","S+KZC"
"4957","Q12481","YOR287C","S+KZC"
"4958","Q12482","YPR021C","S+KZC"
"4959","Q12483","YPL002C","S+KZC"
"4960","Q12486","YOR131C","S+KZC"
"4961","Q12487","YOR150W","S+KZC"
"4962","Q12488","YDR013W","S+KZC"
"4963","Q12489","YDL012C","S+KZC"
"4964","Q12491","YBL100W-B","S+KZC"
"4965","Q12493","YDR383C","S+KZC"
"4966","Q12494","YDR017C","S+KZC"
"4967","Q12495","YPR018W","S+KZC"
"4968","Q12496","YOL098C","S+KZC"
"4969","Q12497","YDR070C","S+KZC"
"4970","Q12498","YPL156C","S+KZC"
"4971","Q12499","YOR310C","S+KZC"
"4972","Q12500","YLR114C","S+KZC"
"4973","Q12501","YOR343W-B","S+KZC"
"4974","Q12502","YOR322C","S+KZC"
"4975","Q12504","YDR257C","S+KZC"
"4976","Q12505","YPL026C","S+KZC"
"4977","Q12507","YOR315W","S+KZC"
"4978","Q12508","YDR255C","S+KZC"
"4979","Q12509","YLR085C","S+KZC"
"4980","Q12510","YDL156W","S+KZC"
"4981","Q12511","YOR090C","S+KZC"
"4982","Q12513","YDL110C","S+KZC"
"4983","Q12514","YPR072W","S+KZC"
"4984","Q12515","YDL173W","S+KZC"
"4985","Q12516","YDL133W","S+KZC"
"4986","Q12517","YOL149W","S+KZC"
"4987","Q12518","YDL161W","S+KZC"
"4988","Q12520","YPL244C","S+KZC"
"4989","Q12522","YPR016C","S+KZC"
"4990","Q12523","YPL247C","S+KZC"
"4991","Q12524","YLR151C","S+KZC"
"4992","Q12525","YLL062C","S+KZC"
"4993","Q12527","YPR049C","S+KZC"
"4994","Q12529","YPL165C","S+KZC"
"4995","Q12530","YLR145W","S+KZC"
"4996","Q12531","YPR015C","S+KZC"
"4997","Q12532","YPL009C","S+KZC"
"4998","Q12672","YPL079W","S+KZC"
"4999","Q12674","YMR162C","S+KZC"
"5000","Q12675","YDR093W","S+KZC"
"5001","Q12676","YMR113W","S+KZC"
"5002","Q12680","YDL171C","S+KZC"
"5003","Q12690","YDL082W","S+KZC"
"5004","Q12691","YDR038C","S+KZC"
"5005","Q12692","YOL012C","S+KZC"
"5006","Q12697","YOR291W","S+KZC"
"5007","Q12743","YDR411C","S+KZC"
"5008","Q12745","YLR440C","S+KZC"
"5009","Q12746","YML125C","S+KZC"
"5010","Q12748","YLR381W","S+KZC"
"5011","Q12749","YLR383W","S+KZC"
"5012","Q12751","YMR185W","S+KZC"
"5013","Q12753","YPR008W","S+KZC"
"5014","Q12754","YPL012W","S+KZC"
"5015","Q2V2P4","YIL156W-B","S+KZC"
"5016","Q2V2P5","YIL102C-A","S+KZC"
"5017","Q2V2P8","YDR374W-A","S+KZC"
"5018","Q2V2P9","YDR119W-A","S+KZC"
"5019","Q2V2Q1","YCL058W-A","S+KZC"
"5020","Q3E6R5","YDR381C-A","S+KZC"
"5021","Q3E705","YGR271C-A","S+KZC"
"5022","Q3E731","YLL018C-A","S+KZC"
"5023","Q3E743","YJR112W-A","S+KZC"
"5024","Q3E747","YLR363W-A","S+KZC"
"5025","Q3E752","YPR036W-A","S+KZC"
"5026","Q3E754","YJL136C","S+KZC"
"5027","Q3E756","YBL029C-A","S+KZC"
"5028","Q3E757","YGR085C","S+KZC"
"5029","Q3E764","YLR262C-A","S+KZC"
"5030","Q3E770","YBL108C-A","S+KZC"
"5031","Q3E772","YGR169C-A","S+KZC"
"5032","Q3E776","YBR255C-A","S+KZC"
"5033","Q3E784","YER180C-A","S+KZC"
"5034","Q3E785","YDR379C-A","S+KZC"
"5035","Q3E790","YBR058C-A","S+KZC"
"5036","Q3E792","YGR027C","S+KZC"
"5037","Q3E793","YAL044W-A","S+KZC"
"5038","Q3E795","YLR361C-A","S+KZC"
"5039","Q3E798","YLR099W-A","S+KZC"
"5040","Q3E7A3","YJL133C-A","S+KZC"
"5041","Q3E7A4","YBL059C-A","S+KZC"
"5042","Q3E7A7","YKL018C-A","S+KZC"
"5043","Q3E7A8","YNL162W-A","S+KZC"
"5044","Q3E7A9","YMR194C-B","S+KZC"
"5045","Q3E7B0","YER053C-A","S+KZC"
"5046","Q3E7B2","YJL062W-A","S+KZC"
"5047","Q3E7B6","YCL005W-A","S+KZC"
"5048","Q3E7B7","YDL085C-A","S+KZC"
"5049","Q3E7C1","YDR079C-A","S+KZC"
"5050","Q3E7X9","YOR167C","S+KZC"
"5051","Q3E7Y3","YLR367W","S+KZC"
"5052","Q3E823","YPL189C-A","S+KZC"
"5053","Q3E825","YLR307C-A","S+KZC"
"5054","Q3E827","YJR005C-A","S+KZC"
"5055","Q3E828","YJL127C-B","S+KZC"
"5056","Q3E829","YDL160C-A","S+KZC"
"5057","Q3E830","YCR075W-A","S+KZC"
"5058","Q3E833","YKR095W-A","S+KZC"
"5059","Q3E834","YER074W-A","S+KZC"
"5060","Q3E835","YOL086W-A","S+KZC"
"5061","Q3E840","YBL071W-A","S+KZC"
"5062","Q3E841","YNR034W-A","S+KZC"
"5063","Q3E842","YMR122W-A","S+KZC"
"5064","Q3E846","YMR244C-A","S+KZC"
"5065","Q6B2U8","YAL064C-A","S+KZC"
"5066","Q6Q546","YNR032C-A","S+KZC"
"5067","Q6Q547","YHR072W-A","S+KZC"
"5068","Q6Q560","YER048W-A","S+KZC"
"5069","Q6WNK7","YBR111W-A","S+KZC"
"5070","Q7LHG5","YIL082W-A","S+KZC"
"5071","Q86ZR7","YKL033W-A","S+KZC"
"5072","Q8J0M4","YCL012C","S+KZC"
"5073","Q8TGJ3","YNL024C-A","S+KZC"
"5074","Q92316","YGL226C-A","S+KZC"
"5075","Q92317","YDR397C","S+KZC"
"5076","Q92325","YOL025W","S+KZC"
"5077","Q92328","YOL009C","S+KZC"
"5078","Q92331","YOR069W","S+KZC"
"5079","Q92393","YOR142W-B","S+KZC"
"5080","Q96VH4","YCL026C-B","S+KZC"
"5081","Q96VH5","YCL057C-A","S+KZC"
"5082","Q99176","YLR119W","S+KZC"
"5083","Q99177","YPR057W","S+KZC"
"5084","Q99181","YOR319W","S+KZC"
"5085","Q99186","YOL062C","S+KZC"
"5086","Q99188","YOR107W","S+KZC"
"5087","Q99189","YOR160W","S+KZC"
"5088","Q99190","YDL015C","S+KZC"
"5089","Q99207","YDL148C","S+KZC"
"5090","Q99210","YOR111W","S+KZC"
"5091","Q99216","YOR145C","S+KZC"
"5092","Q99219","YIL082W","S+KZC"
"5093","Q99220","YDR057W","S+KZC"
"5094","Q99222","YOR129C","S+KZC"
"5095","Q99231","YDR210C-D","S+KZC"
"5096","Q99234","YOR030W","S+KZC"
"5097","Q99247","YOL087C","S+KZC"
"5098","Q99248","YOR019W","S+KZC"
"5099","Q99252","YOR092W","S+KZC"
"5100","Q99257","YPL169C","S+KZC"
"5101","Q99258","YDR487C","S+KZC"
"5102","Q99260","YLR262C","S+KZC"
"5103","Q99271","YLR138W","S+KZC"
"5104","Q99278","YMR112C","S+KZC"
"5105","Q99287","YOR165W","S+KZC"
"5106","Q99288","YDR051C","S+KZC"
"5107","Q99296","YLR149C","S+KZC"
"5108","Q99297","YOR222W","S+KZC"
"5109","Q99299","YPL158C","S+KZC"
"5110","Q99312","YOR155C","S+KZC"
"5111","Q99314","YOR213C","S+KZC"
"5112","Q99315","YGR109W-B","S+KZC"
"5113","Q99316","YOL088C","S+KZC"
"5114","Q99321","YOR163W","S+KZC"
"5115","Q99325","YOR152C","S+KZC"
"5116","Q99326","YOR338W","S+KZC"
"5117","Q99332","YOR324C","S+KZC"
"5118","Q99337","YNL054W-B","S+KZC"
"5119","Q99344","YPR066W","S+KZC"
"5120","Q99359","YDR014W","S+KZC"
"5121","Q99369","YOR280C","S+KZC"
"5122","Q99373","YPL159C","S+KZC"
"5123","Q99380","YDL232W","S+KZC"
"5124","Q99382","YLR065C","S+KZC"
"5125","Q99383","YOL123W","S+KZC"
"5126","Q99385","YDL128W","S+KZC"
"5127","Q99393","YOL101C","S+KZC"
"5128","Q99394","YOR115C","S+KZC"
"5129","Q99395","YPL229W","S+KZC"
"5130","Q9P305","YHR132W-A","S+KZC"
"5131","Q9URQ3","YLR316C","S+KZC"
"5132","Q9URQ5","YCR020W-B","S+KZC"
