Orthogroup	S.cerevisiae	C.glabrata	K.marxianus	Z.rouxii
OG0004186	P53294	tr|Q6FQ65|Q6FQ65_CANGA	KMXK_0C01790	tr|C5DU40|C5DU40_ZYGRC
OG0004187	P21304	tr|Q6FY93|Q6FY93_CANGA	KMXK_0E03140	tr|C5DQR9|C5DQR9_ZYGRC
OG0004188	P25635	tr|Q6FMC1|Q6FMC1_CANGA	KMXK_0C04900	tr|C5DVQ3|C5DVQ3_ZYGRC
OG0004189	P40048	tr|Q6FPJ8|Q6FPJ8_CANGA	KMXK_0D04290	tr|C5DTI0|C5DTI0_ZYGRC
OG0004190	P80210	sp|Q6FMU9|PURA_CANGA	KMXK_0E06060	sp|C5DYR7|PURA_ZYGRC
OG0004191	P49167	tr|Q6FXW9|Q6FXW9_CANGA	KMXK_0D00530	tr|C5E0A1|C5E0A1_ZYGRC
OG0004192	P38958	tr|Q6FM85|Q6FM85_CANGA	KMXK_0C03700	tr|C5DRT6|C5DRT6_ZYGRC
OG0004193	P38876	tr|Q6FJD9|Q6FJD9_CANGA	KMXK_0A05790	tr|C5DP72|C5DP72_ZYGRC
OG0004194	Q12461	sp|Q6FK00|PTPA2_CANGA	KMXK_0B02200	tr|C5DXS0|C5DXS0_ZYGRC
OG0004195	Q12146	sp|Q6FW66|PSF3_CANGA	KMXK_0B06460	tr|C5DSW8|C5DSW8_ZYGRC
OG0004196	P29461	tr|Q6FLK0|Q6FLK0_CANGA	KMXK_0B08280	tr|C5DXM0|C5DXM0_ZYGRC
OG0004197	Q07807	tr|Q6FVU4|Q6FVU4_CANGA	KMXK_0C02170	tr|C5DRR4|C5DRR4_ZYGRC
OG0004198	Q12211	sp|Q6FV05|PUS1_CANGA	KMXK_0D05740	tr|C5E4L6|C5E4L6_ZYGRC
OG0004199	Q06244	sp|Q6FS81|PUS5_CANGA	KMXK_0E05500	tr|C5DSY2|C5DSY2_ZYGRC
OG0004200	P36010	tr|Q6FIM3|Q6FIM3_CANGA	KMXK_0A01770	tr|C5DWY9|C5DWY9_ZYGRC
OG0004201	P38830	tr|Q6FKA6|Q6FKA6_CANGA	KMXK_0F03090	tr|C5DZP5|C5DZP5_ZYGRC
OG0004202	P38757	tr|Q6FN41|Q6FN41_CANGA	KMXK_0F02380	tr|C5DQP5|C5DQP5_ZYGRC
OG0004203	Q08959	tr|Q6FV10|Q6FV10_CANGA	KMXK_0D05640	tr|C5DU25|C5DU25_ZYGRC
OG0004204	Q02771	tr|Q6FPL3|Q6FPL3_CANGA	KMXK_0H01890	tr|C5DTF4|C5DTF4_ZYGRC
OG0004205	P10355	tr|Q6FQF9|Q6FQF9_CANGA	KMXK_0B04450	tr|C5DRT2|C5DRT2_ZYGRC
OG0004206	P32588	tr|Q6FR85|Q6FR85_CANGA	KMXK_0G01200	tr|C5DPD1|C5DPD1_ZYGRC
OG0004207	Q05911	tr|Q6FXH8|Q6FXH8_CANGA	KMXK_0C00810	tr|C5DRF1|C5DRF1_ZYGRC
OG0004208	P08456	tr|Q6FWT3|Q6FWT3_CANGA	KMXK_0B02770	tr|C5DT71|C5DT71_ZYGRC
OG0004209	P32606	tr|Q6FUR3|Q6FUR3_CANGA	KMXK_0E04180	tr|C5E1T5|C5E1T5_ZYGRC
OG0004210	Q02772	tr|Q6FJA1|Q6FJA1_CANGA	KMXK_0A01140	tr|C5E465|C5E465_ZYGRC
OG0004211	P40454	sp|Q6FRQ9|PTPA1_CANGA	KMXK_0C07270	tr|C5DSF6|C5DSF6_ZYGRC
OG0004212	Q06991	tr|Q6FPE4|Q6FPE4_CANGA	KMXK_0D05590	tr|C5DS22|C5DS22_ZYGRC
OG0004213	P38061	sp|Q6FS03|RL32_CANGA	KMXK_0H01460	tr|C5DQZ0|C5DQZ0_ZYGRC
OG0004214	Q08647	tr|Q6FPH8|Q6FPH8_CANGA	KMXK_0B02170	tr|C5DXR7|C5DXR7_ZYGRC
OG0004215	P09368	tr|Q6FJQ1|Q6FJQ1_CANGA	KMXK_0E05170	tr|C5DYL4|C5DYL4_ZYGRC
OG0004216	P31115	tr|Q6FKS7|Q6FKS7_CANGA	KMXK_0H04470	tr|C5DXE3|C5DXE3_ZYGRC
OG0004217	Q02256	tr|Q6FU30|Q6FU30_CANGA	KMXK_0F04220	tr|C5DUR2|C5DUR2_ZYGRC
OG0004218	P41909	tr|Q6FJZ4|Q6FJZ4_CANGA	KMXK_0B02070	tr|C5DXQ8|C5DXQ8_ZYGRC
OG0004219	P36166	tr|Q6FTH8|Q6FTH8_CANGA	KMXK_0H03900	tr|C5E0P5|C5E0P5_ZYGRC
OG0004220		tr|Q6FQ91|Q6FQ91_CANGA, tr|Q6FUP3|Q6FUP3_CANGA	KMXK_0G00480	tr|C5DTD8|C5DTD8_ZYGRC
OG0004221			KMXK_0A01360, KMXK_0C00170	tr|C5DQ39|C5DQ39_ZYGRC, tr|C5DUP2|C5DUP2_ZYGRC
OG0004222			KMXK_0A03260, KMXK_0C00160	tr|C5DUN9|C5DUN9_ZYGRC, tr|C5E1Q0|C5E1Q0_ZYGRC
OG0004223			KMXK_0C00230	tr|C5DUN6|C5DUN6_ZYGRC, tr|C5DYU3|C5DYU3_ZYGRC, tr|C5DZ65|C5DZ65_ZYGRC
OG0004224			KMXK_0E00240, KMXK_0E03330	tr|C5DQH5|C5DQH5_ZYGRC, tr|C5E0G8|C5E0G8_ZYGRC
OG0004225	Q06665	tr|Q6FRN0|Q6FRN0_CANGA		tr|C5DU67|C5DU67_ZYGRC
OG0004226	Q99359		KMXK_0E02450	tr|C5DPJ0|C5DPJ0_ZYGRC
OG0004227	P21651	tr|Q6FJA7|Q6FJA7_CANGA	KMXK_0F04920	
OG0004228	P14291	tr|Q6FMQ9|Q6FMQ9_CANGA		tr|C5DTB0|C5DTB0_ZYGRC
OG0004229	Q12021	tr|Q6FM14|Q6FM14_CANGA		tr|C5DPG7|C5DPG7_ZYGRC
OG0004230	Q08003	sp|Q6FKA3|RFU1_CANGA	KMXK_0H00390	
OG0004231	P28272		KMXK_0A00130	tr|C5DUP9|C5DUP9_ZYGRC
OG0004232	P25611, Q12244	tr|Q6FW71|Q6FW71_CANGA		
OG0004233	P25378		KMXK_0A02830	tr|C5E480|C5E480_ZYGRC
OG0004234	P04650	tr|B4UN51|B4UN51_CANGA	KMXK_0E02650	
OG0004235	Q06091	sp|Q6FTK3|SN309_CANGA		tr|C5DUL0|C5DUL0_ZYGRC
OG0004236	P53127		KMXK_0D05770	tr|C5E4L9|C5E4L9_ZYGRC
OG0004237	Q06134	tr|Q6FTN9|Q6FTN9_CANGA		tr|C5DNX8|C5DNX8_ZYGRC
OG0004238	Q03868		KMXK_0B01830	tr|C5DSP7|C5DSP7_ZYGRC
OG0004239	P40031		KMXK_0B05370	tr|C5DWN5|C5DWN5_ZYGRC
OG0004240	P40092	tr|Q6FQF6|Q6FQF6_CANGA	KMXK_0B04400	
OG0004241	P40014		KMXK_0A07600	tr|C5DYZ5|C5DYZ5_ZYGRC
OG0004242	Q12507	tr|Q6FQ18|Q6FQ18_CANGA	KMXK_0B03310	
OG0004243	P32364	tr|Q6FL98|Q6FL98_CANGA		tr|C5E3X7|C5E3X7_ZYGRC
OG0004244	P33328	tr|Q6FT06|Q6FT06_CANGA		tr|C5DV62|C5DV62_ZYGRC
OG0004245	Q08581		KMXK_0E00330	tr|C5DY69|C5DY69_ZYGRC
OG0004246	P32578	tr|Q6FUJ2|Q6FUJ2_CANGA		tr|C5DW76|C5DW76_ZYGRC
OG0004247	P22214	sp|Q6FWT0|SEC22_CANGA	KMXK_0D02110	
OG0004248	P32602	tr|Q6FUC0|Q6FUC0_CANGA		tr|C5E151|C5E151_ZYGRC
OG0004249	P39709		KMXK_0E03360	tr|C5E4R7|C5E4R7_ZYGRC
OG0004250	Q99314	tr|Q6FLK4|Q6FLK4_CANGA		tr|C5DXM9|C5DXM9_ZYGRC
OG0004251	Q06058	tr|Q6FJ16|Q6FJ16_CANGA		tr|C5DS04|C5DS04_ZYGRC
OG0004252	Q05676		KMXK_0G00350	tr|C5DWY1|C5DWY1_ZYGRC
OG0004253	P38839		KMXK_0F01430	tr|C5DZL3|C5DZL3_ZYGRC
OG0004254	P09937		KMXK_0B03330	tr|C5DYF4|C5DYF4_ZYGRC
OG0004255	Q03085	tr|Q6FL12|Q6FL12_CANGA		tr|C5DQ22|C5DQ22_ZYGRC
OG0004256	P25638	tr|Q6FMC3|Q6FMC3_CANGA	KMXK_0C04930	
OG0004257	P38282	tr|Q6FU95|Q6FU95_CANGA		tr|C5DR71|C5DR71_ZYGRC
OG0004258	Q03029	tr|Q6FJX9|Q6FJX9_CANGA		tr|C5DXN1|C5DXN1_ZYGRC
OG0004259	Q12232		KMXK_0A07540	tr|C5DYY8|C5DYY8_ZYGRC
OG0004260	Q06563	sp|Q6FXJ3|SYM1_CANGA	KMXK_0D03170	
OG0004261	P34163	tr|Q6FW94|Q6FW94_CANGA		tr|C5E1E4|C5E1E4_ZYGRC
OG0004262	P38967	tr|Q6FW85|Q6FW85_CANGA	KMXK_0A03090	
OG0004263	P39981		KMXK_0A07510	tr|C5DYY4|C5DYY4_ZYGRC
OG0004264	P40550, Q08409	tr|Q6FUR1|Q6FUR1_CANGA		
OG0004265	P35727	sp|Q6FLQ1|BLI1_CANGA		sp|C5E4I6|BLI1_ZYGRC
OG0004266	P38696		KMXK_0A01040	tr|C5DZM6|C5DZM6_ZYGRC
OG0004267	P53244	tr|Q6FMW6|Q6FMW6_CANGA	KMXK_0E02790	
OG0004268	Q12287	tr|Q6FVU0|Q6FVU0_CANGA	KMXK_0C02260	
OG0004269	P35206	tr|Q6FQN7|Q6FQN7_CANGA		tr|C5DPJ8|C5DPJ8_ZYGRC
OG0004270	Q04368	tr|Q6FJC0|Q6FJC0_CANGA		tr|C5E4I9|C5E4I9_ZYGRC
OG0004271	Q08054	tr|Q6FVF0|Q6FVF0_CANGA		tr|C5DTC8|C5DTC8_ZYGRC
OG0004272	Q3E7B2		KMXK_0E00820	sp|C5E1G5|COA3_ZYGRC
OG0004273	P00890	tr|Q6FS26|Q6FS26_CANGA		tr|C5E4A5|C5E4A5_ZYGRC
OG0004274	Q3E835	tr|B4UN18|B4UN18_CANGA	KMXK_0D02450	
OG0004275	P03874	tr|Q6FV82|Q6FV82_CANGA		tr|C5DZV7|C5DZV7_ZYGRC
OG0004276	Q12262	tr|Q6FRG9|Q6FRG9_CANGA		tr|C5E136|C5E136_ZYGRC
OG0004277	Q02732	tr|Q6FUN3|Q6FUN3_CANGA		tr|C5DXB6|C5DXB6_ZYGRC
OG0004278	P43618	tr|Q6FWY2|Q6FWY2_CANGA		tr|C5E4W8|C5E4W8_ZYGRC
OG0004279	P18634	sp|Q6FWV1|ART10_CANGA		sp|C5DRZ0|ART10_ZYGRC
OG0004280	Q06598		KMXK_0G04260	tr|C5DSH2|C5DSH2_ZYGRC
OG0004281	P36038	tr|Q6FNF3|Q6FNF3_CANGA		tr|C5DZ82|C5DZ82_ZYGRC
OG0004282	Q12107	tr|Q6FIV2|Q6FIV2_CANGA		tr|C5DVG2|C5DVG2_ZYGRC
OG0004283	P40532	tr|Q6FLT0|Q6FLT0_CANGA		tr|C5DWP2|C5DWP2_ZYGRC
OG0004284	P38115		KMXK_0C05770	tr|C5DR75|C5DR75_ZYGRC
OG0004285	Q01532	tr|Q6FP08|Q6FP08_CANGA		tr|C5DYT5|C5DYT5_ZYGRC
OG0004286	P32451		KMXK_0A05070	tr|C5DUX9|C5DUX9_ZYGRC
OG0004287	Q06150	tr|Q6FMQ6|Q6FMQ6_CANGA		tr|C5DTA4|C5DTA4_ZYGRC
OG0004288	P36106	sp|Q6FJ00|BYE1_CANGA		tr|C5DQL9|C5DQL9_ZYGRC
OG0004289	P07252	tr|Q6FQG9|Q6FQG9_CANGA		tr|C5DUN2|C5DUN2_ZYGRC
OG0004290	P34165, P34166	tr|B4UMY2|B4UMY2_CANGA		
OG0004291	Q8TGJ3		KMXK_0G01350	tr|C5DPB6|C5DPB6_ZYGRC
OG0004292	Q92325	tr|Q6FY07|Q6FY07_CANGA		tr|C5E1S5|C5E1S5_ZYGRC
OG0004293	P32769	tr|Q6FTI4|Q6FTI4_CANGA		tr|C5DNV2|C5DNV2_ZYGRC
OG0004294	Q12358		KMXK_0F03930	tr|C5DWX0|C5DWX0_ZYGRC
OG0004295	Q12393		KMXK_0D01660	sp|C5DSN0|GEP5_ZYGRC
OG0004296	P0CT04	tr|Q6FJK2|Q6FJK2_CANGA	KMXK_0G01160	
OG0004297	P53130	tr|Q6FU16|Q6FU16_CANGA		tr|C5E401|C5E401_ZYGRC
OG0004298	P53961		KMXK_0G01450	tr|C5DV06|C5DV06_ZYGRC
OG0004299	P36078		KMXK_0F04000	tr|C5E3X0|C5E3X0_ZYGRC
OG0004300	P39996	tr|Q6FJV3|Q6FJV3_CANGA	KMXK_0A02800	
OG0004301	P38710	tr|Q6FPW9|Q6FPW9_CANGA		tr|C5E0X4|C5E0X4_ZYGRC
OG0004302	P00724		KMXK_0A03230	tr|C5DS29|C5DS29_ZYGRC
OG0004303	Q05533	tr|Q6FSE7|Q6FSE7_CANGA		tr|C5E0Y3|C5E0Y3_ZYGRC
OG0004304	P15992		KMXK_0D01520	tr|C5DWI5|C5DWI5_ZYGRC
OG0004305	P06775	tr|Q6FXR1|Q6FXR1_CANGA	KMXK_0G00640	
OG0004306	Q04432	tr|Q6FX51|Q6FX51_CANGA	KMXK_0G00270	
OG0004307	P09932	tr|F2Z6H8|F2Z6H8_CANGA		tr|C5DTQ4|C5DTQ4_ZYGRC
OG0004308	Q9URQ5		KMXK_0A02880	tr|C5E486|C5E486_ZYGRC
OG0004309	P25619	tr|Q6FMK3|Q6FMK3_CANGA		tr|C5DYF7|C5DYF7_ZYGRC
OG0004310	P36137	tr|Q6FLH7|Q6FLH7_CANGA		tr|C5DV39|C5DV39_ZYGRC
OG0004311	Q04235	tr|Q6FJF1|Q6FJF1_CANGA		tr|C5DPC7|C5DPC7_ZYGRC
OG0004312	Q08960	tr|Q6FV09|Q6FV09_CANGA		tr|C5DU29|C5DU29_ZYGRC
OG0004313	Q08282	sp|Q6FXA5|TYW4_CANGA		tr|C5DSV7|C5DSV7_ZYGRC
OG0004314	P53177	tr|Q6FVR3|Q6FVR3_CANGA		tr|C5E1M7|C5E1M7_ZYGRC
OG0004315	P26370		KMXK_0E03100	tr|C5DQS3|C5DQS3_ZYGRC
OG0004316	P32772		KMXK_0E03150	tr|C5DQR8|C5DQR8_ZYGRC
OG0004317	P40917, Q03935		KMXK_0F04740	
OG0004318	P53099	tr|Q6FL52|Q6FL52_CANGA	KMXK_0B05030	
OG0004319	P53210	tr|Q6FW04|Q6FW04_CANGA		tr|C5DNW1|C5DNW1_ZYGRC
OG0004320	P47165	tr|Q6FK78|Q6FK78_CANGA	KMXK_0D05260	
OG0004321	P48836	tr|Q6FTT6|Q6FTT6_CANGA		tr|C5E0Z4|C5E0Z4_ZYGRC
OG0004322	P38358		KMXK_0H00120	tr|C5DP47|C5DP47_ZYGRC
OG0004323	P38141		KMXK_0B02580	tr|C5E1K1|C5E1K1_ZYGRC
OG0004324	Q3E764	tr|B4UN36|B4UN36_CANGA		tr|C5DTB2|C5DTB2_ZYGRC
OG0004325	Q8J0M4	tr|Q6FXL5|Q6FXL5_CANGA		tr|C5E4C9|C5E4C9_ZYGRC
OG0004326	P38338	tr|Q6FQ48|Q6FQ48_CANGA		tr|C5DRJ8|C5DRJ8_ZYGRC
OG0004327	P25361		KMXK_0A07570	tr|C5DYZ2|C5DYZ2_ZYGRC
OG0004328	P34225		KMXK_0G03610	sp|C5DQU9|YEL1_ZYGRC
OG0004329	P41901		KMXK_0E02900	tr|C5DRE4|C5DRE4_ZYGRC
OG0004330	Q04458	tr|Q6FN17|Q6FN17_CANGA	KMXK_0C01130	
OG0004331	P53171	tr|Q6FR75|Q6FR75_CANGA		sp|C5DT30|GEP7_ZYGRC
OG0004332	P52911	tr|Q6FJ68|Q6FJ68_CANGA		tr|C5E0V4|C5E0V4_ZYGRC
OG0004333	Q03063	tr|Q6FKC0|Q6FKC0_CANGA		tr|C5DXX2|C5DXX2_ZYGRC
OG0004334	P53970	tr|Q6FJE7|Q6FJE7_CANGA	KMXK_0G01370	
OG0004335	P53080	sp|Q6FQE3|EDC1_CANGA		tr|C5E4U2|C5E4U2_ZYGRC
OG0004336	P38137	tr|Q6FMM3|Q6FMM3_CANGA		tr|C5E415|C5E415_ZYGRC
OG0004337	Q06143	sp|Q6FTN2|DIC1_CANGA		tr|C5DUN5|C5DUN5_ZYGRC
OG0004338	Q06011	tr|Q6FRR9|Q6FRR9_CANGA	KMXK_0H00630	
OG0004339	Q08729	sp|Q6FWU4|DSE3_CANGA	KMXK_0C04690	
OG0004340	P48235		KMXK_0A02460	tr|C5E034|C5E034_ZYGRC
OG0004341	Q12003	tr|Q6FSF2|Q6FSF2_CANGA		tr|C5E4Q1|C5E4Q1_ZYGRC
OG0004342	P32644	tr|Q6FKF3|Q6FKF3_CANGA		tr|C5DRW9|C5DRW9_ZYGRC
OG0004343	Q03214		KMXK_0H02300	tr|C5E4N6|C5E4N6_ZYGRC
OG0004344	P53150	tr|Q6FS66|Q6FS66_CANGA		tr|C5DZY1|C5DZY1_ZYGRC
OG0004345	Q08218	tr|Q6FUT2|Q6FUT2_CANGA		tr|C5DVB9|C5DVB9_ZYGRC
OG0004346	P29467		KMXK_0B05390	tr|C5DWN2|C5DWN2_ZYGRC
OG0004347	Q06211	tr|Q6FQ80|Q6FQ80_CANGA		tr|C5DUU5|C5DUU5_ZYGRC
OG0004348	P40577	tr|Q6FU31|Q6FU31_CANGA		tr|C5DUR3|C5DUR3_ZYGRC
OG0004349	P16523		KMXK_0E05890	tr|C5DTQ6|C5DTQ6_ZYGRC
OG0004350	P22855	tr|Q6FV32|Q6FV32_CANGA		tr|C5DPD5|C5DPD5_ZYGRC
OG0004351	P40065	tr|Q6FTD4|Q6FTD4_CANGA		tr|C5DQW7|C5DQW7_ZYGRC
OG0004352	Q06324	tr|Q6FY87|Q6FY87_CANGA		tr|C5DQT0|C5DQT0_ZYGRC
OG0004353	P53583		KMXK_0A07210	tr|C5DYV3|C5DYV3_ZYGRC
OG0004354	P36032		KMXK_0A05680, KMXK_0C03050	
OG0004355	P23493	tr|Q6FU00|Q6FU00_CANGA		tr|C5DZE4|C5DZE4_ZYGRC
OG0004356	P42951		KMXK_0C01580	tr|C5DX37|C5DX37_ZYGRC
OG0004357	P53725	tr|Q6FIY3|Q6FIY3_CANGA	KMXK_0C04910	
OG0004358	Q02820	tr|B4UMZ6|B4UMZ6_CANGA	KMXK_0A07090	
OG0004359	Q06639	tr|Q6FSD0|Q6FSD0_CANGA		tr|C5DU49|C5DU49_ZYGRC
OG0004360	Q12379	tr|Q6FJ67|Q6FJ67_CANGA		tr|C5E0V3|C5E0V3_ZYGRC
OG0004361	P40063	tr|Q6FTD6|Q6FTD6_CANGA		tr|C5DQW4|C5DQW4_ZYGRC
OG0004362	O14464	tr|B4UMY1|B4UMY1_CANGA	KMXK_0F02240	
OG0004363	P05747	tr|Q6FVV8|Q6FVV8_CANGA	KMXK_0E04770	
OG0004364	P23796		KMXK_0G00530	tr|C5E0N9|C5E0N9_ZYGRC
OG0004365	P25367	tr|Q6FX84|Q6FX84_CANGA		tr|C5DZ19|C5DZ19_ZYGRC
OG0004366	P23250	tr|Q6FSQ8|Q6FSQ8_CANGA	KMXK_0B01780	
OG0004367	P53117		KMXK_0G00990	tr|C5DXU6|C5DXU6_ZYGRC
OG0004368	P47044	tr|Q6FPB9|Q6FPB9_CANGA		tr|C5E1F1|C5E1F1_ZYGRC
OG0004369	Q3E798		KMXK_0D01850	tr|C5DVG9|C5DVG9_ZYGRC
OG0004370	Q03649	tr|Q6FUF8|Q6FUF8_CANGA	KMXK_0H00190	
OG0004371	P38765	tr|Q6FPV8|Q6FPV8_CANGA		tr|C5E0T2|C5E0T2_ZYGRC
OG0004372	P34248	tr|Q6FMF4|Q6FMF4_CANGA		tr|C5E1C2|C5E1C2_ZYGRC
OG0004373	Q03629		KMXK_0D05430	tr|C5DS91|C5DS91_ZYGRC
OG0004374	P53110		KMXK_0D03190	tr|C5E4E9|C5E4E9_ZYGRC
OG0004375	Q3E795	tr|B4UMX6|B4UMX6_CANGA		tr|C5DRE7|C5DRE7_ZYGRC
OG0004376	Q06522	tr|Q6FKU7|Q6FKU7_CANGA		tr|C5DVX0|C5DVX0_ZYGRC
OG0004377	P38815	sp|Q6FR40|YPT35_CANGA		tr|C5DPV1|C5DPV1_ZYGRC
OG0004378	P38740	tr|Q6FV95|Q6FV95_CANGA		tr|C5DZX7|C5DZX7_ZYGRC
OG0004379	Q03703	tr|Q6FV71|Q6FV71_CANGA		tr|C5DWD5|C5DWD5_ZYGRC
OG0004380	Q06493	tr|Q6FVX7|Q6FVX7_CANGA	KMXK_0H03020	
OG0004381	Q12486	tr|Q6FQC6|Q6FQC6_CANGA	KMXK_0B05980	
OG0004382	Q07530	tr|Q6FR92|Q6FR92_CANGA		tr|C5DXV0|C5DXV0_ZYGRC
OG0004383	Q06204	tr|Q6FK69|Q6FK69_CANGA		tr|C5DS77|C5DS77_ZYGRC
OG0004384	Q04018		KMXK_0B03290	tr|C5DYF6|C5DYF6_ZYGRC
OG0004385	P53049	tr|Q6FTR9|Q6FTR9_CANGA	KMXK_0G01990	
OG0004386	P39994	tr|Q6FJV6|Q6FJV6_CANGA		tr|C5E473|C5E473_ZYGRC
OG0004387	P36111, P47053			tr|C5E4E6|C5E4E6_ZYGRC
OG0004388	Q03102	tr|Q6FLW4|Q6FLW4_CANGA		tr|C5DX49|C5DX49_ZYGRC
OG0004389	Q12139	tr|Q6FN67|Q6FN67_CANGA	KMXK_0H04050	
OG0004390	Q12159	tr|Q6FYB2|Q6FYB2_CANGA		tr|C5DQR1|C5DQR1_ZYGRC
OG0004391	P53139	tr|Q6FU03|Q6FU03_CANGA	KMXK_0B02530	
OG0004392	P46992	tr|Q6FJ92|Q6FJ92_CANGA	KMXK_0H00100	
OG0004393	Q02209	tr|Q6FXK5|Q6FXK5_CANGA	KMXK_0C04730	
OG0004394	Q02203		KMXK_0C06230	tr|C5DQM8|C5DQM8_ZYGRC
OG0004395	Q08634	tr|Q6FPG8|Q6FPG8_CANGA		tr|C5DXQ7|C5DXQ7_ZYGRC
OG0004396	Q08912, Q08989		KMXK_0F02060	
OG0004397	P53243	tr|Q6FMW7|Q6FMW7_CANGA		tr|C5DRD4|C5DRD4_ZYGRC
OG0004398	P53156		KMXK_0F02040	tr|C5DZZ4|C5DZZ4_ZYGRC
OG0004399	Q3E828	tr|B4UN48|B4UN48_CANGA	KMXK_0F05450	
OG0004400	Q3E7A3	tr|B4UN14|B4UN14_CANGA	KMXK_0A05220	
OG0004401	P47107	tr|Q6FR19|Q6FR19_CANGA		tr|C5E460|C5E460_ZYGRC
OG0004402	Q3E743	tr|Q6FWL1|Q6FWL1_CANGA	KMXK_0H00950	
OG0004403	Q04461		KMXK_0C01150	tr|C5E1D1|C5E1D1_ZYGRC
OG0004404	P53107	tr|Q6FQR3|Q6FQR3_CANGA		tr|C5DXG6|C5DXG6_ZYGRC
OG0004405	P38374	tr|B4UN58|B4UN58_CANGA	KMXK_0C03550	
OG0004406	P53584		KMXK_0E06230	tr|C5DYT3|C5DYT3_ZYGRC
OG0004407	Q04304	tr|Q6FPS5|Q6FPS5_CANGA	KMXK_0F04090	
OG0004408	P53316	tr|Q6FTW8|Q6FTW8_CANGA	KMXK_0A05330	
OG0004409	P40543		KMXK_0D03750	tr|C5DWM4|C5DWM4_ZYGRC
OG0004410	P38243	tr|Q6FV73|Q6FV73_CANGA		tr|C5E0G2|C5E0G2_ZYGRC
OG0004411	Q3E7B7	tr|Q6FL16|Q6FL16_CANGA	KMXK_0B03900	
OG0004412	P53274	tr|Q6FPZ3|Q6FPZ3_CANGA	KMXK_0B05190	
OG0004413	P53293		KMXK_0C01810	tr|C5DU38|C5DU38_ZYGRC
OG0004414	P38966	tr|Q6FWQ6|Q6FWQ6_CANGA	KMXK_0C01770	
OG0004415	P46945	tr|Q6FL61|Q6FL61_CANGA		tr|C5E187|C5E187_ZYGRC
OG0004416	Q05947	tr|Q6FX20|Q6FX20_CANGA		tr|C5DQ90|C5DQ90_ZYGRC
OG0004417	P38776	tr|Q6FPW7|Q6FPW7_CANGA		tr|C5E0X2|C5E0X2_ZYGRC
OG0004418	P47115	tr|Q6FSB2|Q6FSB2_CANGA		tr|C5DZI1|C5DZI1_ZYGRC
OG0004419	P36087		KMXK_0A03210	tr|C5E3V1|C5E3V1_ZYGRC
OG0004420	P40892	tr|Q6FM47|Q6FM47_CANGA	KMXK_0B07380	
OG0004421	P36138	tr|Q6FLH6|Q6FLH6_CANGA		tr|C5DV37|C5DV37_ZYGRC
OG0004422	P54072		KMXK_0E05350	tr|C5DYN2|C5DYN2_ZYGRC
OG0004423	Q2V2P5		KMXK_0B01060	tr|C5DTS6|C5DTS6_ZYGRC
OG0004424	P40361	tr|Q6FS74|Q6FS74_CANGA		tr|C5E1H9|C5E1H9_ZYGRC
OG0004425	Q06152		KMXK_0D02090	tr|C5DWE5|C5DWE5_ZYGRC
OG0004426	P38276	tr|Q6FX43|Q6FX43_CANGA		tr|C5DR52|C5DR52_ZYGRC
OG0004427	Q03193	tr|Q6FST3|Q6FST3_CANGA	KMXK_0A02380	
OG0004428	Q12110	tr|Q6FUN6|Q6FUN6_CANGA		tr|C5DXB1|C5DXB1_ZYGRC
OG0004429	Q12256	tr|Q6FKK2|Q6FKK2_CANGA	KMXK_0D04460	
OG0004430	Q06162	tr|Q6FTV2|Q6FTV2_CANGA		tr|C5E092|C5E092_ZYGRC
OG0004431	P53920	sp|Q6FLE2|NM111_CANGA	KMXK_0F03240	
OG0004432	P53718	sp|Q6FQJ4|NRM1_CANGA		tr|C5DT48|C5DT48_ZYGRC
OG0004433	P53913	sp|Q6FMA5|FYV6_CANGA	KMXK_0F03080	
OG0004434	P04386		KMXK_0E03340	tr|C5E4R9|C5E4R9_ZYGRC
OG0004435	P04397		KMXK_0B03470	tr|C5DPK8|C5DPK8_ZYGRC
OG0004436	P04387		KMXK_0A04100	tr|C5DZI3|C5DZI3_ZYGRC
OG0004437	P08431		KMXK_0B03460	tr|C5DPK9|C5DPK9_ZYGRC
OG0004438	P46998		KMXK_0E02550	tr|C5E163|C5E163_ZYGRC
OG0004439	P53233	tr|Q6FMY2|Q6FMY2_CANGA	KMXK_0C06280	
OG0004440	P0CH63, P0CH64			tr|C5E1P3|C5E1P3_ZYGRC
OG0004441	Q03818	sp|Q6FJ38|ATG16_CANGA		tr|C5DQ04|C5DQ04_ZYGRC
OG0004442	Q3E823		KMXK_0F02080	tr|C5DZZ1|C5DZZ1_ZYGRC
OG0004443	P53844	tr|Q6FNY5|Q6FNY5_CANGA		tr|C5DYX3|C5DYX3_ZYGRC
OG0004444	Q99380	tr|B4UMY5|B4UMY5_CANGA	KMXK_0E05920	
OG0004445	P40473	sp|Q6FSQ6|POG1_CANGA		tr|C5DP93|C5DP93_ZYGRC
OG0004446	Q12245	tr|Q6FJZ1|Q6FJZ1_CANGA		tr|C5DXQ3|C5DXQ3_ZYGRC
OG0004447	P53833		KMXK_0G02900	tr|C5DRA4|C5DRA4_ZYGRC
OG0004448	P87284	tr|B4UN60|B4UN60_CANGA	KMXK_0C02390	
OG0004449	P38218	sp|Q6FXN3|POA1_CANGA		tr|C5DPK4|C5DPK4_ZYGRC
OG0004450	P25576	tr|Q6FX56|Q6FX56_CANGA		tr|C5DZ40|C5DZ40_ZYGRC
