Orthogroup	A_s288c	K.marxianus	L.fermentati	Z.rouxii
OG0004359	P32488	KMXK_0E02220	tr|A0A1G4MFG3|A0A1G4MFG3_LACFM	
OG0004360	Q05533		tr|A0A1G4M6M0|A0A1G4M6M0_LACFM	tr|C5E0Y3|C5E0Y3_ZYGRC
OG0004361	P48353	KMXK_0B06580		tr|C5DQ00|C5DQ00_ZYGRC
OG0004362	P47125		tr|A0A1G4M8U1|A0A1G4M8U1_LACFM	tr|C5DYI8|C5DYI8_ZYGRC
OG0004363	Q08561		tr|A0A1G4M9T5|A0A1G4M9T5_LACFM	tr|C5DWH9|C5DWH9_ZYGRC
OG0004364	P36137		tr|A0A1G4MHM8|A0A1G4MHM8_LACFM	tr|C5DV39|C5DV39_ZYGRC
OG0004365	Q04235		tr|A0A1G4MDP0|A0A1G4MDP0_LACFM	tr|C5DPC7|C5DPC7_ZYGRC
OG0004366	Q08960		tr|A0A1G4M9E6|A0A1G4M9E6_LACFM	tr|C5DU29|C5DU29_ZYGRC
OG0004367	P52492		tr|A0A1G4MBZ8|A0A1G4MBZ8_LACFM	tr|C5DV75|C5DV75_ZYGRC
OG0004368	Q08282		tr|A0A1G4MIZ8|A0A1G4MIZ8_LACFM	tr|C5DSV7|C5DSV7_ZYGRC
OG0004369	Q02863	KMXK_0A00820		tr|C5DV54|C5DV54_ZYGRC
OG0004370	P53177		tr|A0A1G4MAS2|A0A1G4MAS2_LACFM	tr|C5E1M7|C5E1M7_ZYGRC
OG0004371	P53322	KMXK_0A03640	tr|A0A1G4M662|A0A1G4M662_LACFM	
OG0004372	P53099	KMXK_0B05030	tr|A0A1G4MB40|A0A1G4MB40_LACFM	
OG0004373	P53058, Q08910		tr|A0A1G4MAS7|A0A1G4MAS7_LACFM	
OG0004374	P53210		tr|A0A1G4MKG7|A0A1G4MKG7_LACFM	tr|C5DNW1|C5DNW1_ZYGRC
OG0004375	P25594, P36172		tr|A0A1G4MC21|A0A1G4MC21_LACFM	
OG0004376	Q05919	KMXK_0C00830		tr|C5DRE9|C5DRE9_ZYGRC
OG0004377	P12611	KMXK_0C02420	tr|A0A1G4MEM3|A0A1G4MEM3_LACFM	
OG0004378	P47165	KMXK_0D05260	tr|A0A1G4M696|A0A1G4M696_LACFM	
OG0004379	Q3E7B6	KMXK_0B04870	tr|A0A1G4MFF6|A0A1G4MFF6_LACFM	
OG0004380	P48836		tr|A0A1G4MFL6|A0A1G4MFL6_LACFM	tr|C5E0Z4|C5E0Z4_ZYGRC
OG0004381	Q3E764		tr|A0A1G4MC82|A0A1G4MC82_LACFM	tr|C5DTB2|C5DTB2_ZYGRC
OG0004382	Q8J0M4		tr|A0A1G4MFA7|A0A1G4MFA7_LACFM	tr|C5E4C9|C5E4C9_ZYGRC
OG0004383	P0C268	KMXK_0H00860	tr|A0A1G4MIW0|A0A1G4MIW0_LACFM	
OG0004384	P41901	KMXK_0E02900		tr|C5DRE4|C5DRE4_ZYGRC
OG0004385	Q04458	KMXK_0C01130	tr|A0A1G4M9Y4|A0A1G4M9Y4_LACFM	
OG0004386	P53171		tr|A0A1G4MA45|A0A1G4MA45_LACFM	sp|C5DT30|GEP7_ZYGRC
OG0004387	P62651	KMXK_0A00460	tr|A0A1G4MII6|A0A1G4MII6_LACFM	
OG0004388	Q03661		tr|A0A1G4MD76|A0A1G4MD76_LACFM	tr|C5DPU1|C5DPU1_ZYGRC
OG0004389	P52911		tr|A0A1G4MBP3|A0A1G4MBP3_LACFM	tr|C5E0V4|C5E0V4_ZYGRC
OG0004390	P53970	KMXK_0G01370	tr|A0A1G4MDI6|A0A1G4MDI6_LACFM	
OG0004391	P53080		tr|A0A1G4MGM7|A0A1G4MGM7_LACFM	tr|C5E4U2|C5E4U2_ZYGRC
OG0004392	P54005, Q08909			tr|C5DX44|C5DX44_ZYGRC
OG0004393	P32791	KMXK_0F00470	tr|A0A1G4M7U9|A0A1G4M7U9_LACFM	
OG0004394	Q05015	KMXK_0A05540		tr|C5DPT6|C5DPT6_ZYGRC
OG0004395	P40988	KMXK_0E06210		tr|C5DZ70|C5DZ70_ZYGRC
OG0004396	Q04433, Q08907		tr|A0A1G4MIV7|A0A1G4MIV7_LACFM	
OG0004397	P39676	KMXK_0C00260		tr|C5DS97|C5DS97_ZYGRC
OG0004398	P38137		tr|A0A1G4M9M4|A0A1G4M9M4_LACFM	tr|C5E415|C5E415_ZYGRC
OG0004399	Q06011	KMXK_0H00630	tr|A0A1G4MDE1|A0A1G4MDE1_LACFM	
OG0004400	Q08729	KMXK_0C04690	tr|A0A1G4MHC2|A0A1G4MHC2_LACFM	
OG0004401	Q12003		tr|A0A1G4M9A7|A0A1G4M9A7_LACFM	tr|C5E4Q1|C5E4Q1_ZYGRC
OG0004402	P32644		tr|A0A1G4MK61|A0A1G4MK61_LACFM	tr|C5DRW9|C5DRW9_ZYGRC
OG0004403	P01097	KMXK_0F00720	tr|A0A1G4M7U7|A0A1G4M7U7_LACFM	
OG0004404	P53150		tr|A0A1G4M9F2|A0A1G4M9F2_LACFM	tr|C5DZY1|C5DZY1_ZYGRC
OG0004405	Q07887		tr|A0A1G4MAS3|A0A1G4MAS3_LACFM	tr|C5DZV6|C5DZV6_ZYGRC
OG0004406	Q06211		tr|A0A1G4MIT3|A0A1G4MIT3_LACFM	tr|C5DUU5|C5DUU5_ZYGRC
OG0004407	P0CE00, P38156		tr|A0A1G4MGH3|A0A1G4MGH3_LACFM	
OG0004408	P22855		tr|A0A1G4MDW3|A0A1G4MDW3_LACFM	tr|C5DPD5|C5DPD5_ZYGRC
OG0004409	P40065		tr|A0A1G4M7B4|A0A1G4M7B4_LACFM	tr|C5DQW7|C5DQW7_ZYGRC
OG0004410	P43619		tr|A0A1G4MGA8|A0A1G4MGA8_LACFM	tr|C5E4X2|C5E4X2_ZYGRC
OG0004411	Q06568		tr|A0A1G4MFJ8|A0A1G4MFJ8_LACFM	tr|C5E4E8|C5E4E8_ZYGRC
OG0004412	Q04341		tr|A0A1G4MCU8|A0A1G4MCU8_LACFM	tr|C5DPG6|C5DPG6_ZYGRC
OG0004413	Q06324		tr|A0A1G4M7L4|A0A1G4M7L4_LACFM	tr|C5DQT0|C5DQT0_ZYGRC
OG0004414	P24720		tr|A0A1G4MBX1|A0A1G4MBX1_LACFM	tr|C5DV86|C5DV86_ZYGRC
OG0004415	P53059, P53745		tr|A0A1G4ME70|A0A1G4ME70_LACFM	
OG0004416	Q12230		tr|A0A1G4M8G7|A0A1G4M8G7_LACFM	tr|C5DXD8|C5DXD8_ZYGRC
OG0004417	P30665	KMXK_0C02990		tr|C5E441|C5E441_ZYGRC
OG0004418	Q07980	KMXK_0D00820		tr|C5DQ56|C5DQ56_ZYGRC
OG0004419	Q12405	KMXK_0H03880		tr|C5E0P7|C5E0P7_ZYGRC
OG0004420	P08593		tr|A0A1G4MET8|A0A1G4MET8_LACFM	tr|C5DR04|C5DR04_ZYGRC
OG0004421	Q07349		tr|A0A1G4MHN9|A0A1G4MHN9_LACFM	tr|C5DR18|C5DR18_ZYGRC
OG0004422	Q12175	KMXK_0H02400		tr|C5DY97|C5DY97_ZYGRC
OG0004423	P40965	KMXK_0B02270		tr|C5DXC6|C5DXC6_ZYGRC
OG0004424	P53725	KMXK_0C04910	tr|A0A1G4M9B0|A0A1G4M9B0_LACFM	
OG0004425	Q02820	KMXK_0A07090	tr|A0A1G4MGW8|A0A1G4MGW8_LACFM	
OG0004426	Q06639		tr|A0A1G4MFN6|A0A1G4MFN6_LACFM	tr|C5DU49|C5DU49_ZYGRC
OG0004427	P40342		tr|A0A1G4MFJ5|A0A1G4MFJ5_LACFM	sp|C5E490|SWM2_ZYGRC
OG0004428	P40063		tr|A0A1G4M7F7|A0A1G4M7F7_LACFM	tr|C5DQW4|C5DQW4_ZYGRC
OG0004429	O14464	KMXK_0F02240	tr|A0A1G4M9H5|A0A1G4M9H5_LACFM	
OG0004430	P05747	KMXK_0E04770	tr|A0A1G4MBF4|A0A1G4MBF4_LACFM	
OG0004431	P05319	KMXK_0B03700	tr|A0A1G4MBX8|A0A1G4MBX8_LACFM	
OG0004432	P25367		tr|A0A1G4MGZ3|A0A1G4MGZ3_LACFM	tr|C5DZ19|C5DZ19_ZYGRC
OG0004433	P47044		tr|A0A1G4MF79|A0A1G4MF79_LACFM	tr|C5E1F1|C5E1F1_ZYGRC
OG0004434	Q03649	KMXK_0H00190	tr|A0A1G4MHY9|A0A1G4MHY9_LACFM	
OG0004435	P38765		tr|A0A1G4M6P0|A0A1G4M6P0_LACFM	tr|C5E0T2|C5E0T2_ZYGRC
OG0004436	Q3E824	KMXK_0G00950	tr|A0A1G4MG61|A0A1G4MG61_LACFM	
OG0004437	Q06522		tr|A0A1G4MER9|A0A1G4MER9_LACFM	tr|C5DVX0|C5DVX0_ZYGRC
OG0004438	P38815		tr|A0A1G4MEB8|A0A1G4MEB8_LACFM	tr|C5DPV1|C5DPV1_ZYGRC
OG0004439	Q12177		tr|A0A1G4MAN2|A0A1G4MAN2_LACFM, tr|A0A1G4MJ33|A0A1G4MJ33_LACFM	
OG0004440	Q3E825	KMXK_0C03100	tr|A0A1G4MKU8|A0A1G4MKU8_LACFM	
OG0004441	Q06493	KMXK_0H03020	tr|A0A1G4MEM8|A0A1G4MEM8_LACFM	
OG0004442	Q12486	KMXK_0B05980	tr|A0A1G4MEX3|A0A1G4MEX3_LACFM	
OG0004443	Q06204		tr|A0A1G4M6F6|A0A1G4M6F6_LACFM	tr|C5DS77|C5DS77_ZYGRC
OG0004444	P39994		tr|A0A1G4MFS9|A0A1G4MFS9_LACFM	tr|C5E473|C5E473_ZYGRC
OG0004445	P39992	KMXK_0A01160		tr|C5E463|C5E463_ZYGRC
OG0004446	Q03102		tr|A0A1G4MAP3|A0A1G4MAP3_LACFM	tr|C5DX49|C5DX49_ZYGRC
OG0004447	Q12139	KMXK_0H04050	tr|A0A1G4MB19|A0A1G4MB19_LACFM	
OG0004448	Q12159		tr|A0A1G4MEG9|A0A1G4MEG9_LACFM	tr|C5DQR1|C5DQR1_ZYGRC
OG0004449	P46992	KMXK_0H00100	tr|A0A1G4MGW6|A0A1G4MGW6_LACFM	
OG0004450	P40896		tr|A0A1G4MA50|A0A1G4MA50_LACFM, tr|A0A1G4MJ02|A0A1G4MJ02_LACFM	
OG0004451	Q02209	KMXK_0C04730	tr|A0A1G4MKS8|A0A1G4MKS8_LACFM	
OG0004452	Q02203	KMXK_0C06230		tr|C5DQM8|C5DQM8_ZYGRC
OG0004453	Q08902	KMXK_0A08380	tr|A0A1G4MEH2|A0A1G4MEH2_LACFM	
OG0004454	Q08634		tr|A0A1G4MHQ2|A0A1G4MHQ2_LACFM	tr|C5DXQ7|C5DXQ7_ZYGRC
OG0004455	Q3E7B0	KMXK_0D03630	tr|A0A1G4M7Y4|A0A1G4M7Y4_LACFM	
OG0004456	P39961		tr|A0A1G4M9D3|A0A1G4M9D3_LACFM	tr|C5E1N9|C5E1N9_ZYGRC
OG0004457	Q3E828	KMXK_0F05450	tr|A0A1G4MH33|A0A1G4MH33_LACFM	
OG0004458	Q3E7A3	KMXK_0A05220	tr|A0A1G4MHH5|A0A1G4MHH5_LACFM	
OG0004459	P47107		tr|A0A1G4MFM5|A0A1G4MFM5_LACFM	tr|C5E460|C5E460_ZYGRC
OG0004460	P53107		tr|A0A1G4M8I8|A0A1G4M8I8_LACFM	tr|C5DXG6|C5DXG6_ZYGRC
OG0004461	P53061	KMXK_0F01610		tr|C5E4Y6|C5E4Y6_ZYGRC
OG0004462	P38374	KMXK_0C03550	tr|A0A1G4MIA6|A0A1G4MIA6_LACFM	
OG0004463	Q04304	KMXK_0F04090	tr|A0A1G4MAD9|A0A1G4MAD9_LACFM	
OG0004464	P38870	KMXK_0A03700	tr|A0A1G4MJ80|A0A1G4MJ80_LACFM	
OG0004465	P53316	KMXK_0A05330	tr|A0A1G4MJ40|A0A1G4MJ40_LACFM	
OG0004466	P38763	KMXK_0B01020	tr|A0A1G4M6S5|A0A1G4M6S5_LACFM	
OG0004467	P25351		tr|A0A1G4MGQ6|A0A1G4MGQ6_LACFM	tr|C5E472|C5E472_ZYGRC
OG0004468	Q3E7B7	KMXK_0B03900	tr|A0A1G4MAW7|A0A1G4MAW7_LACFM	
OG0004469	P53274	KMXK_0B05190	tr|A0A1G4MF30|A0A1G4MF30_LACFM	
OG0004470	P38966	KMXK_0C01770	tr|A0A1G4MK96|A0A1G4MK96_LACFM	
OG0004471	Q04608		tr|A0A1G4MK29|A0A1G4MK29_LACFM	tr|C5DVH2|C5DVH2_ZYGRC
OG0004472	P46945		tr|A0A1G4MBG8|A0A1G4MBG8_LACFM	tr|C5E187|C5E187_ZYGRC
OG0004473	Q05947		tr|A0A1G4MH73|A0A1G4MH73_LACFM	tr|C5DQ90|C5DQ90_ZYGRC
OG0004474	Q3E7A8	KMXK_0B07740	tr|A0A1G4MJF7|A0A1G4MJF7_LACFM	
OG0004475	P47115		tr|A0A1G4MAP0|A0A1G4MAP0_LACFM	tr|C5DZI1|C5DZI1_ZYGRC
OG0004476	P47086		tr|A0A1G4M747|A0A1G4M747_LACFM	tr|C5E0D9|C5E0D9_ZYGRC
OG0004477	P36138		tr|A0A1G4MHA1|A0A1G4MHA1_LACFM	tr|C5DV37|C5DV37_ZYGRC
OG0004478	P40361		tr|A0A1G4MKM5|A0A1G4MKM5_LACFM	tr|C5E1H9|C5E1H9_ZYGRC
OG0004479	Q07988	KMXK_0D00750		tr|C5DQ49|C5DQ49_ZYGRC
OG0004480	P38276		tr|A0A1G4M8P4|A0A1G4M8P4_LACFM	tr|C5DR52|C5DR52_ZYGRC
OG0004481	Q03193	KMXK_0A02380	tr|A0A1G4MK82|A0A1G4MK82_LACFM	
OG0004482	P40586		tr|A0A1G4M7D6|A0A1G4M7D6_LACFM	tr|C5DWV6|C5DWV6_ZYGRC
OG0004483	P36134		tr|A0A1G4MHH6|A0A1G4MHH6_LACFM	tr|C5DV43|C5DV43_ZYGRC
OG0004484	Q12110		tr|A0A1G4M7Z0|A0A1G4M7Z0_LACFM	tr|C5DXB1|C5DXB1_ZYGRC
OG0004485	P40004	KMXK_0D04850	tr|A0A1G4MHY3|A0A1G4MHY3_LACFM	
OG0004486	Q12256	KMXK_0D04460	tr|A0A1G4MCX5|A0A1G4MCX5_LACFM	
OG0004487	P36118		tr|A0A1G4MAN4|A0A1G4MAN4_LACFM	tr|C5E0S1|C5E0S1_ZYGRC
OG0004488	Q06162		tr|A0A1G4MAW6|A0A1G4MAW6_LACFM	tr|C5E092|C5E092_ZYGRC
OG0004489	P53920	KMXK_0F03240	tr|A0A1G4MF32|A0A1G4MF32_LACFM	
OG0004490	P53913	KMXK_0F03080	tr|A0A1G4MF41|A0A1G4MF41_LACFM	
OG0004491	P53233	KMXK_0C06280	tr|A0A1G4M8D3|A0A1G4M8D3_LACFM	
OG0004492	P0CH63, P0CH64			tr|C5E1P3|C5E1P3_ZYGRC
OG0004493	Q03818		tr|A0A1G4MDK6|A0A1G4MDK6_LACFM	tr|C5DQ04|C5DQ04_ZYGRC
OG0004494	P53844		tr|A0A1G4MGX2|A0A1G4MGX2_LACFM	tr|C5DYX3|C5DYX3_ZYGRC
OG0004495	P38361	KMXK_0F00130	tr|A0A1G4MGW9|A0A1G4MGW9_LACFM	
OG0004496	P43558	KMXK_0H00380		tr|C5DX61|C5DX61_ZYGRC
OG0004497	Q99380	KMXK_0E05920	tr|A0A1G4MJG3|A0A1G4MJG3_LACFM	
OG0004498	P40035		tr|A0A1G4M7Y1|A0A1G4M7Y1_LACFM	tr|C5DWQ3|C5DWQ3_ZYGRC
OG0004499	Q12245		tr|A0A1G4MHI2|A0A1G4MHI2_LACFM	tr|C5DXQ3|C5DXQ3_ZYGRC
OG0004500	P87284	KMXK_0C02390	tr|A0A1G4MEH1|A0A1G4MEH1_LACFM	
OG0004501	P36069	KMXK_0C01090	tr|A0A1G4M9Z6|A0A1G4M9Z6_LACFM	
OG0004502	P38218		tr|A0A1G4ML12|A0A1G4ML12_LACFM	tr|C5DPK4|C5DPK4_ZYGRC
OG0004503	P25576		tr|A0A1G4MH07|A0A1G4MH07_LACFM	tr|C5DZ40|C5DZ40_ZYGRC
OG0004504	P39705		tr|A0A1G4MB22|A0A1G4MB22_LACFM	tr|C5E083|C5E083_ZYGRC
OG0004505	Q12428	KMXK_0H04420		tr|C5DXE8|C5DXE8_ZYGRC
OG0004506	P25375	KMXK_0A08240		tr|C5DZ58|C5DZ58_ZYGRC
OG0004507	Q12498	KMXK_0H00220	tr|A0A1G4MHN2|A0A1G4MHN2_LACFM	
OG0004508	P38624		tr|A0A1G4M795|A0A1G4M795_LACFM	tr|C5DRP5|C5DRP5_ZYGRC
OG0004509	P47096		tr|A0A1G4M766|A0A1G4M766_LACFM	tr|C5E0B8|C5E0B8_ZYGRC
OG0004510	P53943	KMXK_0G01830	tr|A0A1G4MDN9|A0A1G4MDN9_LACFM	
OG0004511	P0CD91	KMXK_0C03420	tr|A0A1G4MI24|A0A1G4MI24_LACFM	
OG0004512	P10127	KMXK_0B00140	tr|A0A1G4MI05|A0A1G4MI05_LACFM	
OG0004513	P38013	KMXK_0D02010		tr|C5DVF3|C5DVF3_ZYGRC
OG0004514	Q04412		tr|A0A1G4MGS0|A0A1G4MGS0_LACFM	tr|C5DZ44|C5DZ44_ZYGRC
OG0004515	P40563		tr|A0A1G4MHV5|A0A1G4MHV5_LACFM	tr|C5DZF1|C5DZF1_ZYGRC
OG0004516	Q12031	KMXK_0H04290		tr|C5DXF8|C5DXF8_ZYGRC
OG0004517	P46983		tr|A0A1G4MGX6|A0A1G4MGX6_LACFM	tr|C5DWS1|C5DWS1_ZYGRC
OG0004518	Q06159		tr|A0A1G4MB58|A0A1G4MB58_LACFM	tr|C5DQI9|C5DQI9_ZYGRC
OG0004519	Q12092	KMXK_0C04490		tr|C5DXT9|C5DXT9_ZYGRC
OG0004520	Q05789	KMXK_0H02340		tr|C5DY91|C5DY91_ZYGRC
OG0004521		KMXK_0A01030	tr|A0A1G4MHZ2|A0A1G4MHZ2_LACFM	tr|C5DZM5|C5DZM5_ZYGRC
OG0004522		KMXK_0A01100	tr|A0A1G4MFX9|A0A1G4MFX9_LACFM	tr|C5E469|C5E469_ZYGRC
OG0004523		KMXK_0A01250	tr|A0A1G4MFJ2|A0A1G4MFJ2_LACFM	tr|C5E1N4|C5E1N4_ZYGRC
OG0004524		KMXK_0A01430	tr|A0A1G4MAM0|A0A1G4MAM0_LACFM	tr|C5DQ32|C5DQ32_ZYGRC
OG0004525		KMXK_0A01610	tr|A0A1G4MKD8|A0A1G4MKD8_LACFM	tr|C5DQJ2|C5DQJ2_ZYGRC
OG0004526		KMXK_0A01740	tr|A0A1G4MCV1|A0A1G4MCV1_LACFM	tr|C5DR44|C5DR44_ZYGRC
OG0004527		KMXK_0A02820	tr|A0A1G4MFX6|A0A1G4MFX6_LACFM	tr|C5E479|C5E479_ZYGRC
OG0004528		KMXK_0A03980	tr|A0A1G4MFI5|A0A1G4MFI5_LACFM	tr|C5DQP2|C5DQP2_ZYGRC
OG0004529		KMXK_0A04060	tr|A0A1G4MFT1|A0A1G4MFT1_LACFM	tr|C5E1R9|C5E1R9_ZYGRC
OG0004530		KMXK_0A04270	tr|A0A1G4MEC4|A0A1G4MEC4_LACFM	tr|C5DNV3|C5DNV3_ZYGRC
OG0004531		KMXK_0A04500	tr|A0A1G4ML65|A0A1G4ML65_LACFM	tr|C5DSR7|C5DSR7_ZYGRC
OG0004532		KMXK_0A07530	tr|A0A1G4MGN2|A0A1G4MGN2_LACFM	tr|C5DYY7|C5DYY7_ZYGRC
OG0004533		KMXK_0A07850	tr|A0A1G4MGJ3|A0A1G4MGJ3_LACFM	tr|C5DZ18|C5DZ18_ZYGRC
OG0004534		KMXK_0A07950	tr|A0A1G4MGY4|A0A1G4MGY4_LACFM	tr|C5DZ29|C5DZ29_ZYGRC
OG0004535		KMXK_0A08220	tr|A0A1G4MGM5|A0A1G4MGM5_LACFM	tr|C5DZ56|C5DZ56_ZYGRC
OG0004536		KMXK_0A08230	tr|A0A1G4MGE3|A0A1G4MGE3_LACFM	tr|C5DZ57|C5DZ57_ZYGRC
OG0004537		KMXK_0B00550	tr|A0A1G4MB77|A0A1G4MB77_LACFM	tr|C5E050|C5E050_ZYGRC
OG0004538		KMXK_0B00610	tr|A0A1G4MB61|A0A1G4MB61_LACFM	tr|C5E044|C5E044_ZYGRC
OG0004539		KMXK_0B00690	tr|A0A1G4MKU5|A0A1G4MKU5_LACFM	tr|C5E037|C5E037_ZYGRC
OG0004540		KMXK_0B01140	tr|A0A1G4MFM3|A0A1G4MFM3_LACFM	tr|C5E4A3|C5E4A3_ZYGRC
OG0004541		KMXK_0B01570	tr|A0A1G4ML75|A0A1G4ML75_LACFM	tr|C5DZB6|C5DZB6_ZYGRC
OG0004542		KMXK_0B01960	tr|A0A1G4MD19|A0A1G4MD19_LACFM	tr|C5E0G7|C5E0G7_ZYGRC
OG0004543		KMXK_0B02080	tr|A0A1G4MHQ3|A0A1G4MHQ3_LACFM	tr|C5DXQ9|C5DXQ9_ZYGRC
OG0004544		KMXK_0B02090	tr|A0A1G4MI06|A0A1G4MI06_LACFM	tr|C5DXR0|C5DXR0_ZYGRC
OG0004545		KMXK_0B02130	tr|A0A1G4MHU6|A0A1G4MHU6_LACFM	tr|C5DXR3|C5DXR3_ZYGRC
OG0004546		KMXK_0B02360, KMXK_0G00230	tr|A0A1G4MLG2|A0A1G4MLG2_LACFM	
OG0004547		KMXK_0B02370, KMXK_0G00200	tr|A0A1G4ML86|A0A1G4ML86_LACFM	
OG0004548		KMXK_0B03060	tr|A0A1G4MAY6|A0A1G4MAY6_LACFM	tr|C5DZT5|C5DZT5_ZYGRC
OG0004549		KMXK_0B03760	tr|A0A1G4MBX9|A0A1G4MBX9_LACFM	tr|C5DVC6|C5DVC6_ZYGRC
OG0004550		KMXK_0B04670	tr|A0A1G4MKG8|A0A1G4MKG8_LACFM	tr|C5DQJ4|C5DQJ4_ZYGRC
OG0004551		KMXK_0B04730	tr|A0A1G4MKI9|A0A1G4MKI9_LACFM	tr|C5E448|C5E448_ZYGRC
OG0004552		KMXK_0B05020	tr|A0A1G4MB96|A0A1G4MB96_LACFM	tr|C5E1A5|C5E1A5_ZYGRC
OG0004553		KMXK_0B05340	tr|A0A1G4M7V7|A0A1G4M7V7_LACFM	tr|C5DWN8|C5DWN8_ZYGRC
OG0004554		KMXK_0B05630	tr|A0A1G4MG58|A0A1G4MG58_LACFM	tr|C5DU15|C5DU15_ZYGRC
OG0004555		KMXK_0B05740	tr|A0A1G4MG05|A0A1G4MG05_LACFM	tr|C5DT96|C5DT96_ZYGRC
OG0004556		KMXK_0B06040	tr|A0A1G4MEU3|A0A1G4MEU3_LACFM	tr|C5DQR3|C5DQR3_ZYGRC
OG0004557		KMXK_0B06290	tr|A0A1G4MEX9|A0A1G4MEX9_LACFM	tr|C5DY43|C5DY43_ZYGRC
OG0004558		KMXK_0B06310	tr|A0A1G4MEK9|A0A1G4MEK9_LACFM	tr|C5DY41|C5DY41_ZYGRC
OG0004559		KMXK_0B06510	tr|A0A1G4ME81|A0A1G4ME81_LACFM	tr|C5DWV4|C5DWV4_ZYGRC
OG0004560		KMXK_0B07870	tr|A0A1G4M801|A0A1G4M801_LACFM	tr|C5E1J7|C5E1J7_ZYGRC
OG0004561		KMXK_0B07890	tr|A0A1G4M8F3|A0A1G4M8F3_LACFM	tr|C5DXC0|C5DXC0_ZYGRC
OG0004562		KMXK_0B08290	tr|A0A1G4MHM1|A0A1G4MHM1_LACFM	tr|C5DXL9|C5DXL9_ZYGRC
OG0004563		KMXK_0B08450, KMXK_0C00120, KMXK_0C07340		
OG0004564		KMXK_0C00150	tr|A0A1G4MJ11|A0A1G4MJ11_LACFM	tr|C5DUP4|C5DUP4_ZYGRC
OG0004565		KMXK_0C00210	tr|A0A1G4MD93|A0A1G4MD93_LACFM	tr|C5DWV1|C5DWV1_ZYGRC
OG0004566		KMXK_0C00920	tr|A0A1G4MC90|A0A1G4MC90_LACFM	tr|C5DQH4|C5DQH4_ZYGRC
OG0004567		KMXK_0C01320	tr|A0A1G4MJZ5|A0A1G4MJZ5_LACFM	tr|C5DVE6|C5DVE6_ZYGRC
OG0004568		KMXK_0C01380	tr|A0A1G4MKI8|A0A1G4MKI8_LACFM	tr|C5E017|C5E017_ZYGRC
OG0004569		KMXK_0C02710	tr|A0A1G4MAB0|A0A1G4MAB0_LACFM	tr|C5DXJ4|C5DXJ4_ZYGRC
OG0004570		KMXK_0C03630	tr|A0A1G4MF54|A0A1G4MF54_LACFM	tr|C5E4F5|C5E4F5_ZYGRC
OG0004571		KMXK_0C03840	tr|A0A1G4ME73|A0A1G4ME73_LACFM	tr|C5DUA7|C5DUA7_ZYGRC
OG0004572		KMXK_0C03920	tr|A0A1G4M9T9|A0A1G4M9T9_LACFM	tr|C5DR64|C5DR64_ZYGRC
OG0004573		KMXK_0C04150	tr|A0A1G4MFS5|A0A1G4MFS5_LACFM	tr|C5E0Z2|C5E0Z2_ZYGRC
OG0004574		KMXK_0C04350	tr|A0A1G4MG33|A0A1G4MG33_LACFM	tr|C5DU48|C5DU48_ZYGRC
OG0004575		KMXK_0C04780	tr|A0A1G4M7P8|A0A1G4M7P8_LACFM	tr|C5DTJ2|C5DTJ2_ZYGRC
OG0004576		KMXK_0C05020	tr|A0A1G4M8Z0|A0A1G4M8Z0_LACFM	tr|C5DVP3|C5DVP3_ZYGRC
OG0004577		KMXK_0C05800	tr|A0A1G4MG00|A0A1G4MG00_LACFM	tr|C5DPR6|C5DPR6_ZYGRC
OG0004578		KMXK_0C06070	tr|A0A1G4MJK7|A0A1G4MJK7_LACFM	tr|C5DQA2|C5DQA2_ZYGRC
OG0004579		KMXK_0C06340	tr|A0A1G4M8L1|A0A1G4M8L1_LACFM, tr|A0A1G4MII1|A0A1G4MII1_LACFM	
OG0004580		KMXK_0C06730, KMXK_0H02920	tr|A0A1G4MHN8|A0A1G4MHN8_LACFM	
OG0004581		KMXK_0C07220	tr|A0A1G4ME19|A0A1G4ME19_LACFM	tr|C5DZR3|C5DZR3_ZYGRC
OG0004582		KMXK_0D00160	tr|A0A1G4MAH4|A0A1G4MAH4_LACFM	tr|C5DZV2|C5DZV2_ZYGRC
OG0004583		KMXK_0D00170	tr|A0A1G4MAT1|A0A1G4MAT1_LACFM	tr|C5DZV3|C5DZV3_ZYGRC
OG0004584		KMXK_0D00190	tr|A0A1G4MGT5|A0A1G4MGT5_LACFM	tr|C5DSI1|C5DSI1_ZYGRC
OG0004585		KMXK_0D00200	tr|A0A1G4MGD6|A0A1G4MGD6_LACFM	tr|C5E1P9|C5E1P9_ZYGRC
OG0004586		KMXK_0D00220	tr|A0A1G4MGE4|A0A1G4MGE4_LACFM	tr|C5E1P7|C5E1P7_ZYGRC
OG0004587		KMXK_0D01330	tr|A0A1G4MCN3|A0A1G4MCN3_LACFM	tr|C5E4K2|C5E4K2_ZYGRC
OG0004588		KMXK_0D01470	tr|A0A1G4MD09|A0A1G4MD09_LACFM	tr|C5E0F8|C5E0F8_ZYGRC
OG0004589		KMXK_0D02150	tr|A0A1G4MCM6|A0A1G4MCM6_LACFM	tr|C5DTA8|C5DTA8_ZYGRC
OG0004590		KMXK_0D02500	tr|A0A1G4M9S6|A0A1G4M9S6_LACFM	tr|C5DR72|C5DR72_ZYGRC
OG0004591		KMXK_0D02610	tr|A0A1G4MBG3|A0A1G4MBG3_LACFM	tr|C5DPX0|C5DPX0_ZYGRC
OG0004592		KMXK_0D03560	tr|A0A1G4M981|A0A1G4M981_LACFM	tr|C5DVN0|C5DVN0_ZYGRC
