"","protein","Gene","orthogroup"
"4654","Q08749","YOR297C","S+EMP"
"4655","Q08750","YOR298W","S+EMP"
"4656","Q08754","YOR299W","S+EMP"
"4657","Q08760","YOR301W","S+EMP"
"4658","Q08773","YOR304W","S+EMP"
"4659","Q08774","YOR305W","S+EMP"
"4660","Q08777","YOR306C","S+EMP"
"4661","Q08816","YOR352W","S+EMP"
"4662","Q08817","YOR353C","S+EMP"
"4663","Q08818","YOR354C","S+EMP"
"4664","Q08822","YOR356W","S+EMP"
"4665","Q08826","YOR357C","S+EMP"
"4666","Q08831","YOR359W","S+EMP"
"4667","Q08873","YOR367W","S+EMP"
"4668","Q08886","YOR371C","S+EMP"
"4669","Q08887","YOR372C","S+EMP"
"4670","Q08902","YOR378W","S+EMP"
"4671","Q08904","YOR380W","S+EMP"
"4672","Q08905","YOR381W","S+EMP"
"4673","Q08906","YOR382W","S+EMP"
"4674","Q08907","YOR383C","S+EMP"
"4675","Q08908","YOR384W","S+EMP"
"4676","Q08909","YOR385W","S+EMP"
"4677","Q08910","YOR387C","S+EMP"
"4678","Q08911","YOR388C","S+EMP"
"4679","Q08912","YOR389W","S+EMP"
"4680","Q08913","YOR390W","S+EMP"
"4681","Q08914","YOR391C","S+EMP"
"4682","Q08919","YPL176C","S+EMP"
"4683","Q08920","YPL178W","S+EMP"
"4684","Q08921","YPL180W","S+EMP"
"4685","Q08923","YPL181W","S+EMP"
"4686","Q08924","YPL183C","S+EMP"
"4687","Q08925","YPL184C","S+EMP"
"4688","Q08926","YPL186C","S+EMP"
"4689","Q08929","YPL189W","S+EMP"
"4690","Q08930","YPL191C","S+EMP"
"4691","Q08931","YPL192C","S+EMP"
"4692","Q08949","YPL194W","S+EMP"
"4693","Q08951","YPL195W","S+EMP"
"4694","Q08952","YPL196W","S+EMP"
"4695","Q08954","YPL199C","S+EMP"
"4696","Q08955","YPL200W","S+EMP"
"4697","Q08956","YPL201C","S+EMP"
"4698","Q08957","YPL202C","S+EMP"
"4699","Q08959","YPL206C","S+EMP"
"4700","Q08960","YPL207W","S+EMP"
"4701","Q08962","YPL211W","S+EMP"
"4702","Q08963","YPL213W","S+EMP"
"4703","Q08964","YPL216W","S+EMP"
"4704","Q08965","YPL217C","S+EMP"
"4705","Q08966","YPL219W","S+EMP"
"4706","Q08967","YPL221W","S+EMP"
"4707","Q08968","YPL222W","S+EMP"
"4708","Q08969","YPL223C","S+EMP"
"4709","Q08970","YPL224C","S+EMP"
"4710","Q08971","YPL225W","S+EMP"
"4711","Q08972","YPL226W","S+EMP"
"4712","Q08974","YPL257W","S+EMP"
"4713","Q08975","YPL258C","S+EMP"
"4714","Q08977","YPL260W","S+EMP"
"4715","Q08979","YPL263C","S+EMP"
"4716","Q08980","YPL264C","S+EMP"
"4717","Q08984","YPL272C","S+EMP"
"4718","Q08985","YPL273W","S+EMP"
"4719","Q08986","YPL274W","S+EMP"
"4720","Q08989","YPL277C","S+EMP"
"4721","Q08991","YPL279C","S+EMP"
"4722","Q08992","YPL280W","S+EMP"
"4723","Q08993","YPR202W","S+EMP"
"4724","Q08995","YPR204W","S+EMP"
"4725","Q10740","YNL045W","S+EMP"
"4726","Q12000","YOR091W","S+EMP"
"4727","Q12001","YOR002W","S+EMP"
"4728","Q12003","YPL236C","S+EMP"
"4729","Q12004","YPR056W","S+EMP"
"4730","Q12006","YOL003C","S+EMP"
"4731","Q12008","YDL021W","S+EMP"
"4732","Q12009","YDL201W","S+EMP"
"4733","Q12012","YOR289W","S+EMP"
"4734","Q12013","YOR034C","S+EMP"
"4735","Q12015","YOR223W","S+EMP"
"4736","Q12016","YOL129W","S+EMP"
"4737","Q12017","YOR281C","S+EMP"
"4738","Q12018","YDL132W","S+EMP"
"4739","Q12019","YLR106C","S+EMP"
"4740","Q12020","YLR082C","S+EMP"
"4741","Q12021","YDR030C","S+EMP"
"4742","Q12024","YOR272W","S+EMP"
"4743","Q12026","YLR053C","S+EMP"
"4744","Q12027","YDL176W","S+EMP"
"4745","Q12028","YPR029C","S+EMP"
"4746","Q12029","YOR271C","S+EMP"
"4747","Q12030","YDR167W","S+EMP"
"4748","Q12031","YPR006C","S+EMP"
"4749","Q12032","YOR215C","S+EMP"
"4750","Q12033","YOR275C","S+EMP"
"4751","Q12034","YDR515W","S+EMP"
"4752","Q12035","YLR051C","S+EMP"
"4753","Q12036","YPL148C","S+EMP"
"4754","Q12038","YPR032W","S+EMP"
"4755","Q12039","YOL095C","S+EMP"
"4756","Q12040","YOR283W","S+EMP"
"4757","Q12041","YDR253C","S+EMP"
"4758","Q12042","YPL162C","S+EMP"
"4759","Q12043","YOR081C","S+EMP"
"4760","Q12044","YOR220W","S+EMP"
"4761","Q12045","YPL253C","S+EMP"
"4762","Q12046","YDL209C","S+EMP"
"4763","Q12048","YPL250C","S+EMP"
"4764","Q12049","YPR045C","S+EMP"
"4765","Q12050","YOR144C","S+EMP"
"4766","Q12051","YPL069C","S+EMP"
"4767","Q12052","YPL157W","S+EMP"
"4768","Q12055","YDL166C","S+EMP"
"4769","Q12056","YOR226C","S+EMP"
"4770","Q12057","YOR104W","S+EMP"
"4771","Q12059","YPL003W","S+EMP"
"4772","Q12060","YPL254W","S+EMP"
"4773","Q12063","YDL193W","S+EMP"
"4774","Q12066","YDL089W","S+EMP"
"4775","Q12067","YOR079C","S+EMP"
"4776","Q12068","YOL151W","S+EMP"
"4777","Q12069","YDL036C","S+EMP"
"4778","Q12071","YDR027C","S+EMP"
"4779","Q12072","YLR095C","S+EMP"
"4780","Q12074","YPR069C","S+EMP"
"4781","Q12078","YLR034C","S+EMP"
"4782","Q12079","YPR027C","S+EMP"
"4783","Q12080","YPL146C","S+EMP"
"4784","Q12082","YDL157C","S+EMP"
"4785","Q12083","YPL164C","S+EMP"
"4786","Q12084","YDR020C","S+EMP"
"4787","Q12086","YDR263C","S+EMP"
"4788","Q12089","YPL005W","S+EMP"
"4789","Q12090","YLR107W","S+EMP"
"4790","Q12091","YPL170W","S+EMP"
"4791","Q12092","YPL166W","S+EMP"
"4792","Q12093","YDL033C","S+EMP"
"4793","Q12094","YOR006C","S+EMP"
"4794","Q12096","YOR320C","S+EMP"
"4795","Q12098","YLR135W","S+EMP"
"4796","Q12099","YDR021W","S+EMP"
"4797","Q12100","YDL025C","S+EMP"
"4798","Q12102","YLR115W","S+EMP"
"4799","Q12103","YDL109C","S+EMP"
"4800","Q12104","YOR166C","S+EMP"
"4801","Q12106","YOR228C","S+EMP"
"4802","Q12107","YLR102C","S+EMP"
"4803","Q12108","YOR118W","S+EMP"
"4804","Q12109","YOL097C","S+EMP"
"4805","Q12110","YLR049C","S+EMP"
"4806","Q12114","YLR330W","S+EMP"
"4807","Q12116","YDR105C","S+EMP"
"4808","Q12117","YDR033W","S+EMP"
"4809","Q12118","YOR007C","S+EMP"
"4810","Q12119","YER060W-A","S+EMP"
"4811","Q12121","YDL211C","S+EMP"
"4812","Q12122","YDL131W","S+EMP"
"4813","Q12123","YOR173W","S+EMP"
"4814","Q12124","YDL005C","S+EMP"
"4815","Q12125","YOR164C","S+EMP"
"4816","Q12127","YLR110C","S+EMP"
"4817","Q12128","YOR134W","S+EMP"
"4818","Q12129","YLR363C","S+EMP"
"4819","Q12132","YPL230W","S+EMP"
"4820","Q12133","YLR066W","S+EMP"
"4821","Q12134","YOR284W","S+EMP"
"4822","Q12136","YDL153C","S+EMP"
"4823","Q12138","YLR125W","S+EMP"
"4824","Q12139","YPR022C","S+EMP"
"4825","Q12140","YDL037C","S+EMP"
"4826","Q12142","YDL149W","S+EMP"
"4827","Q12143","YPL233W","S+EMP"
"4828","Q12144","YLR064W","S+EMP"
"4829","Q12145","YPR013C","S+EMP"
"4830","Q12146","YOL146W","S+EMP"
"4831","Q12149","YOR001W","S+EMP"
"4832","Q12150","YLR087C","S+EMP"
"4833","Q12151","YDR213W","S+EMP"
"4834","Q12152","YPL150W","S+EMP"
"4835","Q12153","YDR312W","S+EMP"
"4836","Q12154","YDL100C","S+EMP"
"4837","Q12155","YLR050C","S+EMP"
"4838","Q12156","YDR063W","S+EMP"
"4839","Q12157","YDL008W","S+EMP"
"4840","Q12158","YDL003W","S+EMP"
"4841","Q12159","YDR381W","S+EMP"
"4842","Q12160","YPR063C","S+EMP"
"4843","Q12161","YOL054W","S+EMP"
"4844","Q12163","YDR162C","S+EMP"
"4845","Q12164","YLL023C","S+EMP"
"4846","Q12165","YDL004W","S+EMP"
"4847","Q12166","YOR108W","S+EMP"
"4848","Q12167","YDR065W","S+EMP"
"4849","Q12168","YLR144C","S+EMP"
"4850","Q12171","YOR147W","S+EMP"
"4851","Q12172","YOR162C","S+EMP"
"4852","Q12175","YDL154W","S+EMP"
"4853","Q12176","YDR060W","S+EMP"
"4854","Q12177","YLL056C","S+EMP"
"4855","Q12178","YPR062W","S+EMP"
"4856","Q12179","YPL245W","S+EMP"
"4857","Q12180","YOL089C","S+EMP"
"4858","Q12181","YPR048W","S+EMP"
"4859","Q12182","YOR342C","S+EMP"
"4860","Q12184","YPL252C","S+EMP"
"4861","Q12186","YLR116W","S+EMP"
"4862","Q12188","YPR007C","S+EMP"
"4863","Q12189","YOR095C","S+EMP"
"4864","Q12191","YDL099W","S+EMP"
"4865","Q12192","YOR279C","S+EMP"
"4866","Q12194","YPL066W","S+EMP"
"4867","Q12196","YOR119C","S+EMP"
"4868","Q12198","YLL058W","S+EMP"
"4869","Q12200","YPL006W","S+EMP"
"4870","Q12202","YLR054C","S+EMP"
"4871","Q12204","YOR022C","S+EMP"
"4872","Q12205","YLR057W","S+EMP"
"4873","Q12206","YOR229W","S+EMP"
"4874","Q12207","YPR149W","S+EMP"
"4875","Q12208","YLR132C","S+EMP"
"4876","Q12209","YLR047C","S+EMP"
"4877","Q12211","YPL212C","S+EMP"
"4878","Q12212","YOR137C","S+EMP"
"4879","Q12213","YPL198W","S+EMP"
"4880","Q12214","YPR068C","S+EMP"
"4881","Q12215","YOL105C","S+EMP"
"4882","Q12216","YOR156C","S+EMP"
"4883","Q12218","YOR009W","S+EMP"
"4884","Q12219","YOR114W","S+EMP"
"4885","Q12220","YLR129W","S+EMP"
"4886","Q12221","YPR042C","S+EMP"
"4887","Q12222","YOL128C","S+EMP"
"4888","Q12223","YDL059C","S+EMP"
"4889","Q12224","YPL089C","S+EMP"
"4890","Q12229","YDL091C","S+EMP"
"4891","Q12230","YPL004C","S+EMP"
"4892","Q12232","YOR154W","S+EMP"
"4893","Q12233","YPR020W","S+EMP"
"4894","Q12234","YOR216C","S+EMP"
"4895","Q12235","YLL055W","S+EMP"
"4896","Q12236","YOL100W","S+EMP"
"4897","Q12239","YOL107W","S+EMP"
"4898","Q12241","YOR106W","S+EMP"
"4899","Q12242","YOR138C","S+EMP"
"4900","Q12244","YLL054C","S+EMP"
"4901","Q12245","YPL144W","S+EMP"
"4902","Q12246","YOR171C","S+EMP"
"4903","Q12247","YLR068W","S+EMP"
"4904","Q12248","YDR016C","S+EMP"
"4905","Q12250","YDL147W","S+EMP"
"4906","Q12251","YPR011C","S+EMP"
"4907","Q12252","YOL084W","S+EMP"
"4908","Q12253","YLR046C","S+EMP"
"4909","Q12254","YPL163C","S+EMP"
"4910","Q12255","YLR093C","S+EMP"
"4911","Q12256","YOR273C","S+EMP"
"4912","Q12257","YDL177C","S+EMP"
"4913","Q12259","YLR108C","S+EMP"
"4914","Q12263","YDR507C","S+EMP"
"4915","Q12265","YOL061W","S+EMP"
"4916","Q12267","YLR086W","S+EMP"
"4917","Q12270","YPL246C","S+EMP"
"4918","Q12271","YOR109W","S+EMP"
"4919","Q12272","YOL102C","S+EMP"
"4920","Q12274","YOR097C","S+EMP"
"4921","Q12275","YOR093C","S+EMP"
"4922","Q12276","YOR227W","S+EMP"
"4923","Q12277","YDL111C","S+EMP"
"4924","Q12280","YPL242C","S+EMP"
"4925","Q12283","YOR221C","S+EMP"
"4926","Q12284","YPR037C","S+EMP"
"4927","Q12285","YOL111C","S+EMP"
"4928","Q12286","YPR009W","S+EMP"
"4929","Q12287","YLL009C","S+EMP"
"4930","Q12288","YLR126C","S+EMP"
"4931","Q12289","YOR100C","S+EMP"
"4932","Q12291","YLR063W","S+EMP"
"4933","Q12292","YOL083W","S+EMP"
"4934","Q12296","YOL060C","S+EMP"
"4935","Q12297","YPL011C","S+EMP"
"4936","Q12298","YDR061W","S+EMP"
"4937","Q12300","YDL138W","S+EMP"
"4938","Q12301","YDL180W","S+EMP"
"4939","Q12303","YLR121C","S+EMP"
"4940","Q12306","YDR510W","S+EMP"
"4941","Q12308","YPL007C","S+EMP"
"4942","Q12309","YLR117C","S+EMP"
"4943","Q12310","YDL214C","S+EMP"
"4944","Q12311","YPR031W","S+EMP"
"4945","Q12315","YDL207W","S+EMP"
"4946","Q12317","YOL112W","S+EMP"
"4947","Q12318","YLR376C","S+EMP"
"4948","Q12320","YOR040W","S+EMP"
"4949","Q12321","YPR070W","S+EMP"
"4950","Q12322","YOL114C","S+EMP"
"4951","Q12324","YOR087W","S+EMP"
"4952","Q12325","YLR092W","S+EMP"
"4953","Q12326","YOL056W","S+EMP"
"4954","Q12328","YDL217C","S+EMP"
"4955","Q12329","YDR171W","S+EMP"
"4956","Q12330","YOR159C","S+EMP"
"4957","Q12331","YDR262W","S+EMP"
"4958","Q12333","YOL152W","S+EMP"
"4959","Q12334","YDL139C","S+EMP"
"4960","Q12335","YDR032C","S+EMP"
"4961","Q12338","YLR154C","S+EMP"
"4962","Q12339","YOR004W","S+EMP"
"4963","Q12340","YOR172W","S+EMP"
"4964","Q12341","YPL001W","S+EMP"
"4965","Q12342","YDL146W","S+EMP"
"4966","Q12343","YOR174W","S+EMP"
"4967","Q12344","YPL249C","S+EMP"
"4968","Q12345","YLR052W","S+EMP"
"4969","Q12346","YPR071W","S+EMP"
"4970","Q12347","YLR097C","S+EMP"
"4971","Q12348","YOL117W","S+EMP"
"4972","Q12349","YLR295C","S+EMP"
"4973","Q12350","YPR061C","S+EMP"
"4974","Q12351","YOR012W","S+EMP"
"4975","Q12354","YLR118C","S+EMP"
"4976","Q12355","YDR055W","S+EMP"
"4977","Q12358","YLL057C","S+EMP"
"4978","Q12359","YDR384C","S+EMP"
"4979","Q12361","YDL035C","S+EMP"
"4980","Q12362","YOL066C","S+EMP"
"4981","Q12363","YOR230W","S+EMP"
"4982","Q12365","YPL255W","S+EMP"
"4983","Q12366","YOL104C","S+EMP"
"4984","Q12367","YLR137W","S+EMP"
"4985","Q12369","YLL003W","S+EMP"
"4986","Q12370","YLL025W","S+EMP"
"4987","Q12372","YLL061W","S+EMP"
"4988","Q12373","YLL022C","S+EMP"
"4989","Q12374","YPR155C","S+EMP"
"4990","Q12377","YDL097C","S+EMP"
"4991","Q12380","YPL149W","S+EMP"
"4992","Q12382","YOR311C","S+EMP"
"4993","Q12383","YOL125W","S+EMP"
"4994","Q12385","YLR099C","S+EMP"
"4995","Q12386","YOR141C","S+EMP"
"4996","Q12387","YOL076W","S+EMP"
"4997","Q12389","YDL031W","S+EMP"
"4998","Q12390","YLL060C","S+EMP"
"4999","Q12395","YLR128W","S+EMP"
"5000","Q12396","YLR080W","S+EMP"
"5001","Q12398","YOR032C","S+EMP"
"5002","Q12400","YOL093W","S+EMP"
"5003","Q12402","YPR028W","S+EMP"
"5004","Q12403","YDL018C","S+EMP"
"5005","Q12404","YOR288C","S+EMP"
"5006","Q12405","YOR084W","S+EMP"
"5007","Q12406","YPR034W","S+EMP"
"5008","Q12407","YDL199C","S+EMP"
"5009","Q12408","YDL046W","S+EMP"
"5010","Q12411","YOL091W","S+EMP"
"5011","Q12412","YOR161C","S+EMP"
"5012","Q12415","YOR110W","S+EMP"
"5013","Q12416","YOR083W","S+EMP"
"5014","Q12417","YPL151C","S+EMP"
"5015","Q12418","YLR094C","S+EMP"
"5016","Q12420","YOR308C","S+EMP"
"5017","Q12421","YDR022C","S+EMP"
"5018","Q12424","YDL206W","S+EMP"
"5019","Q12427","YDR169C","S+EMP"
"5020","Q12428","YPR002W","S+EMP"
"5021","Q12429","YLR143W","S+EMP"
"5022","Q12431","YLL014W","S+EMP"
"5023","Q12432","YPR023C","S+EMP"
"5024","Q12434","YDL135C","S+EMP"
"5025","Q12436","YLR130C","S+EMP"
"5026","Q12438","YDL010W","S+EMP"
"5027","Q12440","YLR127C","S+EMP"
"5028","Q12442","YOL002C","S+EMP"
"5029","Q12443","YDL204W","S+EMP"
"5030","Q12445","YLR018C","S+EMP"
"5031","Q12446","YOR181W","S+EMP"
"5032","Q12447","YDR071C","S+EMP"
"5033","Q12449","YDR214W","S+EMP"
"5034","Q12450","YOR016C","S+EMP"
"5035","Q12451","YDL019C","S+EMP"
"5036","Q12452","YLR100W","S+EMP"
"5037","Q12453","YOR112W","S+EMP"
"5038","Q12454","YDR067C","S+EMP"
"5039","Q12455","YLR146C","S+EMP"
"5040","Q12457","YDR026C","S+EMP"
"5041","Q12458","YDR368W","S+EMP"
"5042","Q12460","YLR197W","S+EMP"
"5043","Q12461","YPL152W","S+EMP"
"5044","Q12462","YOL147C","S+EMP"
"5045","Q12463","YOL124C","S+EMP"
"5046","Q12464","YPL235W","S+EMP"
"5047","Q12465","YLR084C","S+EMP"
"5048","Q12466","YOR086C","S+EMP"
"5049","Q12467","YPL168W","S+EMP"
"5050","Q12468","YDL216C","S+EMP"
"5051","Q12469","YOL113W","S+EMP"
"5052","Q12471","YOL136C","S+EMP"
"5053","Q12473","YLL051C","S+EMP"
"5054","Q12476","YDL175C","S+EMP"
"5055","Q12477","YDL179W","S+EMP"
"5056","Q12480","YPR004C","S+EMP"
"5057","Q12481","YOR287C","S+EMP"
"5058","Q12482","YPR021C","S+EMP"
"5059","Q12483","YPL002C","S+EMP"
"5060","Q12486","YOR131C","S+EMP"
"5061","Q12487","YOR150W","S+EMP"
"5062","Q12488","YDR013W","S+EMP"
"5063","Q12489","YDL012C","S+EMP"
"5064","Q12493","YDR383C","S+EMP"
"5065","Q12494","YDR017C","S+EMP"
"5066","Q12495","YPR018W","S+EMP"
"5067","Q12496","YOL098C","S+EMP"
"5068","Q12498","YPL156C","S+EMP"
"5069","Q12499","YOR310C","S+EMP"
"5070","Q12500","YLR114C","S+EMP"
"5071","Q12502","YOR322C","S+EMP"
"5072","Q12504","YDR257C","S+EMP"
"5073","Q12505","YPL026C","S+EMP"
"5074","Q12507","YOR315W","S+EMP"
"5075","Q12508","YDR255C","S+EMP"
"5076","Q12509","YLR085C","S+EMP"
"5077","Q12510","YDL156W","S+EMP"
"5078","Q12511","YOR090C","S+EMP"
"5079","Q12512","YOL154W","S+EMP"
"5080","Q12513","YDL110C","S+EMP"
"5081","Q12514","YPR072W","S+EMP"
"5082","Q12515","YDL173W","S+EMP"
"5083","Q12516","YDL133W","S+EMP"
"5084","Q12517","YOL149W","S+EMP"
"5085","Q12518","YDL161W","S+EMP"
"5086","Q12520","YPL244C","S+EMP"
"5087","Q12522","YPR016C","S+EMP"
"5088","Q12523","YPL247C","S+EMP"
"5089","Q12525","YLL062C","S+EMP"
"5090","Q12527","YPR049C","S+EMP"
"5091","Q12529","YPL165C","S+EMP"
"5092","Q12530","YLR145W","S+EMP"
"5093","Q12531","YPR015C","S+EMP"
"5094","Q12532","YPL009C","S+EMP"
"5095","Q12674","YMR162C","S+EMP"
"5096","Q12675","YDR093W","S+EMP"
"5097","Q12676","YMR113W","S+EMP"
"5098","Q12680","YDL171C","S+EMP"
"5099","Q12690","YDL082W","S+EMP"
"5100","Q12691","YDR038C","S+EMP"
"5101","Q12692","YOL012C","S+EMP"
"5102","Q12697","YOR291W","S+EMP"
"5103","Q12734","YPR030W","S+EMP"
"5104","Q12743","YDR411C","S+EMP"
"5105","Q12745","YLR440C","S+EMP"
"5106","Q12746","YML125C","S+EMP"
"5107","Q12748","YLR381W","S+EMP"
"5108","Q12749","YLR383W","S+EMP"
"5109","Q12751","YMR185W","S+EMP"
"5110","Q12753","YPR008W","S+EMP"
"5111","Q12754","YPL012W","S+EMP"
"5112","Q2V2P0","YPR145C-A","S+EMP"
"5113","Q2V2P1","YLR146W-A","S+EMP"
"5114","Q2V2P2","YKL065W-A","S+EMP"
"5115","Q2V2P3","YKL023C-A","S+EMP"
"5116","Q2V2P4","YIL156W-B","S+EMP"
"5117","Q2V2P6","YGL194C-A","S+EMP"
"5118","Q2V2P7","YDR461C-A","S+EMP"
"5119","Q2V2P8","YDR374W-A","S+EMP"
"5120","Q2V2P9","YDR119W-A","S+EMP"
"5121","Q2V2Q0","YDL007C-A","S+EMP"
"5122","Q2V2Q1","YCL058W-A","S+EMP"
"5123","Q2V2Q2","YCL048W-A","S+EMP"
"5124","Q3E6R5","YDR381C-A","S+EMP"
"5125","Q3E705","YGR271C-A","S+EMP"
"5126","Q3E731","YLL018C-A","S+EMP"
"5127","Q3E743","YJR112W-A","S+EMP"
"5128","Q3E744","YGR161W-C","S+EMP"
"5129","Q3E747","YLR363W-A","S+EMP"
"5130","Q3E752","YPR036W-A","S+EMP"
"5131","Q3E756","YBL029C-A","S+EMP"
"5132","Q3E757","YGR085C","S+EMP"
"5133","Q3E762","YBR230W-A","S+EMP"
"5134","Q3E764","YLR262C-A","S+EMP"
"5135","Q3E769","YOL159C-A","S+EMP"
"5136","Q3E770","YBL108C-A","S+EMP"
"5137","Q3E772","YGR169C-A","S+EMP"
"5138","Q3E784","YER180C-A","S+EMP"
"5139","Q3E785","YDR379C-A","S+EMP"
"5140","Q3E792","YGR027C","S+EMP"
"5141","Q3E793","YAL044W-A","S+EMP"
"5142","Q3E7A3","YJL133C-A","S+EMP"
"5143","Q3E7A4","YBL059C-A","S+EMP"
"5144","Q3E7A8","YNL162W-A","S+EMP"
"5145","Q3E7A9","YMR194C-B","S+EMP"
"5146","Q3E7B2","YJL062W-A","S+EMP"
"5147","Q3E7B6","YCL005W-A","S+EMP"
"5148","Q3E7B7","YDL085C-A","S+EMP"
"5149","Q3E7C1","YDR079C-A","S+EMP"
"5150","Q3E7X8","YEL077C","S+EMP"
"5151","Q3E7Y3","YLR367W","S+EMP"
"5152","Q3E7Y4","YBL112C","S+EMP"
"5153","Q3E7Y5","YBL111C","S+EMP"
"5154","Q3E7Y6","YHR199C-A","S+EMP"
"5155","Q3E7Z5","YIL002W-A","S+EMP"
"5156","Q3E823","YPL189C-A","S+EMP"
"5157","Q3E824","YOR020W-A","S+EMP"
"5158","Q3E825","YLR307C-A","S+EMP"
"5159","Q3E826","YKL068W-A","S+EMP"
"5160","Q3E827","YJR005C-A","S+EMP"
"5161","Q3E828","YJL127C-B","S+EMP"
"5162","Q3E829","YDL160C-A","S+EMP"
"5163","Q3E830","YCR075W-A","S+EMP"
"5164","Q3E833","YKR095W-A","S+EMP"
"5165","Q3E834","YER074W-A","S+EMP"
"5166","Q3E835","YOL086W-A","S+EMP"
"5167","Q3E838","YFR012W-A","S+EMP"
"5168","Q3E840","YBL071W-A","S+EMP"
"5169","Q3E841","YNR034W-A","S+EMP"
"5170","Q3E842","YMR122W-A","S+EMP"
"5171","Q3E846","YMR244C-A","S+EMP"
"5172","Q6B2U8","YAL064C-A","S+EMP"
"5173","Q6Q546","YNR032C-A","S+EMP"
"5174","Q6Q560","YER048W-A","S+EMP"
"5175","Q6Q5K6","YML058W-A","S+EMP"
"5176","Q6WNK7","YBR111W-A","S+EMP"
"5177","Q7M4S9","YBL113C","S+EMP"
"5178","Q86ZR7","YKL033W-A","S+EMP"
"5179","Q8TGU7","YBR126W-A","S+EMP"
"5180","Q92316","YGL226C-A","S+EMP"
"5181","Q92317","YDR397C","S+EMP"
"5182","Q92325","YOL025W","S+EMP"
"5183","Q92328","YOL009C","S+EMP"
"5184","Q92331","YOR069W","S+EMP"
"5185","Q96VH3","YCL021W-A","S+EMP"
"5186","Q96VH4","YCL026C-B","S+EMP"
"5187","Q96VH5","YCL057C-A","S+EMP"
"5188","Q99176","YLR119W","S+EMP"
"5189","Q99177","YPR057W","S+EMP"
"5190","Q99181","YOR319W","S+EMP"
"5191","Q99188","YOR107W","S+EMP"
"5192","Q99189","YOR160W","S+EMP"
"5193","Q99190","YDL015C","S+EMP"
"5194","Q99207","YDL148C","S+EMP"
"5195","Q99208","YLL066C","S+EMP"
"5196","Q99210","YOR111W","S+EMP"
"5197","Q99220","YDR057W","S+EMP"
"5198","Q99222","YOR129C","S+EMP"
"5199","Q99234","YOR030W","S+EMP"
"5200","Q99247","YOL087C","S+EMP"
"5201","Q99248","YOR019W","S+EMP"
"5202","Q99252","YOR092W","S+EMP"
"5203","Q99257","YPL169C","S+EMP"
"5204","Q99258","YDR487C","S+EMP"
"5205","Q99260","YLR262C","S+EMP"
"5206","Q99271","YLR138W","S+EMP"
"5207","Q99278","YMR112C","S+EMP"
"5208","Q99287","YOR165W","S+EMP"
"5209","Q99288","YDR051C","S+EMP"
"5210","Q99296","YLR149C","S+EMP"
"5211","Q99297","YOR222W","S+EMP"
"5212","Q99299","YPL158C","S+EMP"
"5213","Q99312","YOR155C","S+EMP"
"5214","Q99314","YOR213C","S+EMP"
"5215","Q99316","YOL088C","S+EMP"
"5216","Q99321","YOR163W","S+EMP"
"5217","Q99325","YOR152C","S+EMP"
"5218","Q99326","YOR338W","S+EMP"
"5219","Q99332","YOR324C","S+EMP"
"5220","Q99344","YPR066W","S+EMP"
"5221","Q99359","YDR014W","S+EMP"
"5222","Q99369","YOR280C","S+EMP"
"5223","Q99382","YLR065C","S+EMP"
"5224","Q99383","YOL123W","S+EMP"
"5225","Q99385","YDL128W","S+EMP"
"5226","Q99393","YOL101C","S+EMP"
"5227","Q99394","YOR115C","S+EMP"
"5228","Q99395","YPL229W","S+EMP"
"5229","Q9P305","YHR132W-A","S+EMP"
"5230","Q9URQ3","YLR316C","S+EMP"
"5231","Q9URQ5","YCR020W-B","S+EMP"
